healthtime,businessunit,reported,expected
2012-02-03 00:00:00,region-2,28461,28000
2012-02-03 00:15:00,region-2,28457,28000
2012-02-03 00:30:00,region-2,28467,28000
2012-02-03 00:45:00,region-2,28475,28000
2012-02-03 01:00:00,region-2,28494,28000
2012-02-03 01:15:00,region-2,28490,28000
2012-02-03 01:30:00,region-2,28496,28000
2012-02-03 01:45:00,region-2,28493,28000
2012-02-03 02:00:00,region-2,28488,28000
2012-02-03 02:15:00,region-2,28485,28000
2012-02-03 02:30:00,region-2,28484,28000
2012-02-03 02:45:00,region-2,28483,28000
2012-02-03 03:00:00,region-2,28480,28000
2012-02-03 03:15:00,region-2,28479,0
2012-02-03 03:30:00,region-2,28475,0
2012-02-03 03:45:00,region-2,28478,0
2012-02-03 04:00:00,region-2,28476,0
2012-02-03 04:15:00,region-2,28473,0
2012-02-03 04:30:00,region-2,28474,0
2012-02-03 04:45:00,region-2,28462,0
2012-02-03 05:00:00,region-2,28464,0
2012-02-03 05:15:00,region-2,28470,0
2012-02-03 05:30:00,region-2,28477,0
2012-02-03 05:45:00,region-2,28481,0
2012-02-03 06:00:00,region-2,28482,0
2012-02-03 06:15:00,region-2,28478,0
2012-02-03 06:30:00,region-2,28471,0
2012-02-03 06:45:00,region-2,28464,0
2012-02-03 07:00:00,region-2,28471,0
2012-02-03 07:15:00,region-2,28472,0
2012-02-03 07:30:00,region-2,28486,0
2012-02-03 07:45:00,region-2,28489,0
2012-02-03 08:00:00,region-2,28481,0
2012-02-03 08:15:00,region-2,28471,0
2012-02-03 08:30:00,region-2,28472,0
2012-02-03 08:45:00,region-2,28478,0
2012-02-03 09:00:00,region-2,28480,0
2012-02-03 09:15:00,region-2,28480,0
2012-02-03 09:30:00,region-2,28490,0
2012-02-03 09:45:00,region-2,28484,0
2012-02-03 10:00:00,region-2,28476,0
2012-02-03 10:15:00,region-2,28476,0
2012-02-03 10:30:00,region-2,28473,0
2012-02-03 10:45:00,region-2,28479,0
2012-02-03 11:00:00,region-2,28485,0
2012-02-03 11:15:00,region-2,28480,0
2012-02-03 11:30:00,region-2,28482,0
2012-02-03 11:45:00,region-2,28474,0
2012-02-03 12:00:00,region-2,28484,0
2012-02-03 12:15:00,region-2,28490,0
2012-02-03 12:30:00,region-2,28489,0
2012-02-03 12:45:00,region-2,28477,0
2012-02-03 13:00:00,region-2,28479,0
2012-02-03 13:15:00,region-2,28475,0
2012-02-03 13:30:00,region-2,28488,0
2012-02-03 13:45:00,region-2,28491,0
2012-02-03 14:00:00,region-2,28492,0
2012-02-03 14:15:00,region-2,28500,0
2012-02-03 14:30:00,region-2,28483,0
2012-02-03 14:45:00,region-2,28467,0
2012-02-03 15:00:00,region-2,28476,0
2012-02-03 15:15:00,region-2,28476,0
2012-02-03 15:30:00,region-2,28479,0
2012-02-03 15:45:00,region-2,28473,0
2012-02-03 16:00:00,region-2,28476,28000
2012-02-03 16:15:00,region-2,28480,28000
2012-02-03 16:30:00,region-2,28480,28000
2012-02-03 16:45:00,region-2,28469,28000
2012-02-03 17:00:00,region-2,28469,28000
2012-02-03 17:15:00,region-2,28480,28000
2012-02-03 17:30:00,region-2,28477,28000
2012-02-03 17:45:00,region-2,28471,28000
2012-02-03 18:00:00,region-2,28468,28000
2012-02-03 18:15:00,region-2,28478,28000
2012-02-03 18:30:00,region-2,28482,28000
2012-02-03 18:45:00,region-2,28484,28000
2012-02-03 19:00:00,region-2,28474,28000
2012-02-03 19:15:00,region-2,28475,28000
2012-02-03 19:30:00,region-2,28479,28000
2012-02-03 19:45:00,region-2,28470,28000
2012-02-03 20:00:00,region-2,28469,28000
2012-02-03 20:15:00,region-2,28474,28000
2012-02-03 20:30:00,region-2,28478,28000
2012-02-03 20:45:00,region-2,28483,28000
2012-02-03 21:00:00,region-2,28491,28000
2012-02-03 21:15:00,region-2,28484,28000
2012-02-03 21:30:00,region-2,28481,28000
2012-02-03 21:45:00,region-2,28480,28000
2012-02-03 22:00:00,region-2,28472,28000
2012-02-03 22:15:00,region-2,28465,28000
2012-02-03 22:30:00,region-2,28468,28000
2012-02-03 22:45:00,region-2,28477,28000
2012-02-03 23:00:00,region-2,28483,28000
2012-02-03 23:15:00,region-2,28475,28000
2012-02-03 23:30:00,region-2,28474,28000
2012-02-03 23:45:00,region-2,28470,28000
2012-02-04 00:00:00,region-2,28483,28000
2012-02-04 00:15:00,region-2,28481,28000
2012-02-04 00:30:00,region-2,28481,28000
2012-02-04 00:45:00,region-2,28476,28000
2012-02-04 01:00:00,region-2,28476,28000
2012-02-04 01:15:00,region-2,28472,28000
2012-02-04 01:30:00,region-2,28475,28000
2012-02-04 01:45:00,region-2,28483,28000
2012-02-04 02:00:00,region-2,28474,28000
2012-02-04 02:15:00,region-2,28465,28000
2012-02-04 02:30:00,region-2,28472,28000
2012-02-04 02:45:00,region-2,28472,28000
2012-02-04 03:00:00,region-2,28476,28000
2012-02-04 03:15:00,region-2,28471,0
2012-02-04 03:30:00,region-2,28476,0
2012-02-04 03:45:00,region-2,28475,0
2012-02-04 04:00:00,region-2,28478,0
2012-02-04 04:15:00,region-2,28478,0
2012-02-04 04:30:00,region-2,28459,0
2012-02-04 04:45:00,region-2,28461,0
2012-02-04 05:00:00,region-2,28469,0
2012-02-04 05:15:00,region-2,28471,0
2012-02-04 05:30:00,region-2,28487,0
2012-02-04 05:45:00,region-2,28479,0
2012-02-04 06:00:00,region-2,28478,0
2012-02-04 06:15:00,region-2,28476,0
2012-02-04 06:30:00,region-2,28484,0
2012-02-04 06:45:00,region-2,28488,0
2012-02-04 07:00:00,region-2,28485,0
2012-02-04 07:15:00,region-2,28493,0
2012-02-04 07:30:00,region-2,28492,0
2012-02-04 07:45:00,region-2,28488,0
2012-02-04 08:00:00,region-2,28491,0
2012-02-02 08:15:00,region-3,27639,0
2012-02-02 08:30:00,region-3,27608,0
2012-02-02 08:45:00,region-3,27607,0
2012-02-02 09:00:00,region-3,27604,0
2012-02-02 09:15:00,region-3,27590,0
2012-02-02 09:30:00,region-3,27582,0
2012-02-02 09:45:00,region-3,27571,0
2012-02-02 10:00:00,region-3,27574,0
2012-02-02 10:15:00,region-3,27585,0
2012-02-02 10:30:00,region-3,27597,0
2012-02-02 10:45:00,region-3,27594,0
2012-02-02 11:00:00,region-3,27579,0
2012-02-02 11:15:00,region-3,27582,0
2012-02-02 11:30:00,region-3,27585,0
2012-02-02 11:45:00,region-3,27587,0
2012-02-02 12:00:00,region-3,27595,0
2012-02-02 12:15:00,region-3,27587,0
2012-02-02 12:30:00,region-3,27587,0
2012-02-02 12:45:00,region-3,27588,0
2012-02-02 13:00:00,region-3,27594,28000
2012-02-02 13:15:00,region-3,27593,28000
2012-02-02 13:30:00,region-3,27592,28000
2012-02-02 13:45:00,region-3,27600,28000
2012-02-02 14:00:00,region-3,27577,28000
2012-02-02 14:15:00,region-3,27570,28000
2012-02-02 14:30:00,region-3,27587,28000
2012-02-02 14:45:00,region-3,27586,28000
2012-02-02 15:00:00,region-3,27587,28000
2012-02-02 15:15:00,region-3,27584,28000
2012-02-02 15:30:00,region-3,27587,28000
2012-02-02 15:45:00,region-3,27582,28000
2012-02-02 16:00:00,region-3,27584,28000
2012-02-02 16:15:00,region-3,27594,28000
2012-02-02 16:30:00,region-3,27588,28000
2012-02-02 16:45:00,region-3,27587,28000
2012-02-02 17:00:00,region-3,27581,28000
2012-02-02 17:15:00,region-3,27583,28000
2012-02-02 17:30:00,region-3,27569,28000
2012-02-02 17:45:00,region-3,27573,28000
2012-02-02 18:00:00,region-3,27572,28000
2012-02-02 18:15:00,region-3,27572,28000
2012-02-02 18:30:00,region-3,27574,28000
2012-02-02 18:45:00,region-3,27582,28000
2012-02-02 19:00:00,region-3,27585,28000
2012-02-02 19:15:00,region-3,27575,28000
2012-02-02 19:30:00,region-3,27576,28000
2012-02-02 19:45:00,region-3,27579,28000
2012-02-02 20:00:00,region-3,27578,28000
2012-02-02 20:15:00,region-3,27589,28000
2012-02-02 20:30:00,region-3,27586,28000
2012-02-02 20:45:00,region-3,27587,28000
2012-02-02 21:00:00,region-3,27594,28000
2012-02-02 21:15:00,region-3,27594,28000
2012-02-02 21:30:00,region-3,27597,28000
2012-02-02 21:45:00,region-3,27596,28000
2012-02-02 22:00:00,region-3,27583,28000
2012-02-02 22:15:00,region-3,27573,28000
2012-02-02 22:30:00,region-3,27571,28000
2012-02-02 22:45:00,region-3,27582,28000
2012-02-02 23:00:00,region-3,27574,28000
2012-02-02 23:15:00,region-3,27576,28000
2012-02-02 23:30:00,region-3,27579,28000
2012-02-02 23:45:00,region-3,27586,28000
2012-02-03 00:00:00,region-3,27588,28000
2012-02-03 00:15:00,region-3,27590,0
2012-02-03 00:30:00,region-3,27597,0
2012-02-03 00:45:00,region-3,27585,0
2012-02-03 01:00:00,region-3,27576,0
2012-02-03 01:15:00,region-3,27581,0
2012-02-03 01:30:00,region-3,27581,0
2012-02-03 01:45:00,region-3,27576,0
2012-02-03 02:00:00,region-3,27569,0
2012-02-03 02:15:00,region-3,27570,0
2012-02-03 02:30:00,region-3,27572,0
2012-02-03 02:45:00,region-3,27574,0
2012-02-03 03:00:00,region-3,27583,0
2012-02-03 03:15:00,region-3,27585,0
2012-02-03 03:30:00,region-3,27595,0
2012-02-03 03:45:00,region-3,27592,0
2012-02-03 04:00:00,region-3,27594,0
2012-02-03 04:15:00,region-3,27577,0
2012-02-03 04:30:00,region-3,27585,0
2012-02-03 04:45:00,region-3,27590,0
2012-02-03 05:00:00,region-3,27590,0
2012-02-03 05:15:00,region-3,27588,0
2012-02-03 05:30:00,region-3,27576,0
2012-02-03 05:45:00,region-3,27577,0
2012-02-03 06:00:00,region-3,27578,0
2012-02-03 06:15:00,region-3,27576,0
2012-02-03 06:30:00,region-3,27565,0
2012-02-03 06:45:00,region-3,27581,0
2012-02-03 07:00:00,region-3,27575,0
2012-02-03 07:15:00,region-3,27578,0
2012-02-03 07:30:00,region-3,27570,0
2012-02-03 07:45:00,region-3,27579,0
2012-02-03 08:00:00,region-3,27579,0
2012-02-03 08:15:00,region-3,27580,0
2012-02-03 08:30:00,region-3,27588,0
2012-02-03 08:45:00,region-3,27580,0
2012-02-03 09:00:00,region-3,27570,0
2012-02-03 09:15:00,region-3,27577,0
2012-02-03 09:30:00,region-3,27578,0
2012-02-03 09:45:00,region-3,27579,0
2012-02-03 10:00:00,region-3,27586,0
2012-02-03 10:15:00,region-3,27591,0
2012-02-03 10:30:00,region-3,27588,0
2012-02-03 10:45:00,region-3,27590,0
2012-02-03 11:00:00,region-3,27583,0
2012-02-03 11:15:00,region-3,27571,0
2012-02-03 11:30:00,region-3,27574,0
2012-02-03 11:45:00,region-3,27588,0
2012-02-03 12:00:00,region-3,27580,0
2012-02-03 12:15:00,region-3,27582,0
2012-02-03 12:30:00,region-3,27580,0
2012-02-03 12:45:00,region-3,27597,0
2012-02-03 13:00:00,region-3,27595,28000
2012-02-03 13:15:00,region-3,27595,28000
2012-02-03 13:30:00,region-3,27589,28000
2012-02-03 13:45:00,region-3,27592,28000
2012-02-03 14:00:00,region-3,27597,28000
2012-02-03 14:15:00,region-3,27588,28000
2012-02-03 14:30:00,region-3,27584,28000
2012-02-03 14:45:00,region-3,27585,28000
2012-02-03 15:00:00,region-3,27588,28000
2012-02-03 15:15:00,region-3,27583,28000
2012-02-03 15:30:00,region-3,27593,28000
2012-02-03 15:45:00,region-3,27590,28000
2012-02-03 16:00:00,region-3,27587,28000
2012-02-03 16:15:00,region-3,27587,28000
2012-02-03 16:30:00,region-3,27587,28000
2012-02-03 16:45:00,region-3,27589,28000
2012-02-03 17:00:00,region-3,27585,28000
2012-02-03 17:15:00,region-3,27595,28000
2012-02-03 17:30:00,region-3,27588,28000
2012-02-03 17:45:00,region-3,27587,28000
2012-02-03 18:00:00,region-3,27579,28000
2012-02-03 18:15:00,region-3,27580,28000
2012-02-03 18:30:00,region-3,27571,28000
2012-02-03 18:45:00,region-3,27560,28000
2012-02-03 19:00:00,region-3,27577,28000
2012-02-03 19:15:00,region-3,27579,28000
2012-02-03 19:30:00,region-3,27579,28000
2012-02-03 19:45:00,region-3,27586,28000
2012-02-03 20:00:00,region-3,27578,28000
2012-02-03 20:15:00,region-3,27569,28000
2012-02-03 20:30:00,region-3,27580,28000
2012-02-03 20:45:00,region-3,27585,28000
2012-02-03 21:00:00,region-3,27584,28000
2012-02-03 21:15:00,region-3,27588,28000
2012-02-03 21:30:00,region-3,27585,28000
2012-02-03 21:45:00,region-3,27592,28000
2012-02-03 22:00:00,region-3,27588,28000
2012-02-03 22:15:00,region-3,27593,28000
2012-02-03 22:30:00,region-3,27591,28000
2012-02-03 22:45:00,region-3,27587,28000
2012-02-03 23:00:00,region-3,27592,28000
2012-02-03 23:15:00,region-3,27587,28000
2012-02-03 23:30:00,region-3,27592,28000
2012-02-03 23:45:00,region-3,27581,28000
2012-02-04 00:00:00,region-3,27587,28000
2012-02-04 00:15:00,region-3,27602,0
2012-02-04 00:30:00,region-3,27595,0
2012-02-04 00:45:00,region-3,27603,0
2012-02-04 01:00:00,region-3,27583,0
2012-02-04 01:15:00,region-3,27583,0
2012-02-04 01:30:00,region-3,27580,0
2012-02-04 01:45:00,region-3,27582,0
2012-02-04 02:00:00,region-3,27581,0
2012-02-04 02:15:00,region-3,27587,0
2012-02-04 02:30:00,region-3,27579,0
2012-02-04 02:45:00,region-3,27567,0
2012-02-04 03:00:00,region-3,27572,0
2012-02-04 03:15:00,region-3,27582,0
2012-02-04 03:30:00,region-3,27586,0
2012-02-04 03:45:00,region-3,27591,0
2012-02-04 04:00:00,region-3,27591,0
2012-02-04 04:15:00,region-3,27592,0
2012-02-04 04:30:00,region-3,27582,0
2012-02-04 04:45:00,region-3,27591,0
2012-02-04 05:00:00,region-3,27593,0
2012-02-04 05:15:00,region-3,27587,0
2012-02-04 05:30:00,region-3,27579,0
2012-02-04 05:45:00,region-3,27585,0
2012-02-04 06:00:00,region-3,27588,0
2012-02-04 06:15:00,region-3,27584,0
2012-02-04 06:30:00,region-3,27582,0
2012-02-04 06:45:00,region-3,27581,0
2012-02-04 07:00:00,region-3,27596,0
2012-02-04 07:15:00,region-3,27600,0
2012-02-04 07:30:00,region-3,27592,0
2012-02-04 07:45:00,region-3,27587,0
2012-02-04 08:00:00,region-3,27577,0
2012-02-02 08:15:00,region-4,28276,0
2012-02-02 08:30:00,region-4,28253,0
2012-02-02 08:45:00,region-4,28236,0
2012-02-02 09:00:00,region-4,28229,0
2012-02-02 09:15:00,region-4,28223,0
2012-02-02 09:30:00,region-4,28216,0
2012-02-02 09:45:00,region-4,28215,0
2012-02-02 10:00:00,region-4,28217,0
2012-02-02 10:15:00,region-4,28213,0
2012-02-02 10:30:00,region-4,28219,0
2012-02-02 10:45:00,region-4,28225,0
2012-02-02 11:00:00,region-4,28216,28000
2012-02-02 11:15:00,region-4,28225,28000
2012-02-02 11:30:00,region-4,28213,28000
2012-02-02 11:45:00,region-4,28206,28000
2012-02-02 12:00:00,region-4,28212,28000
2012-02-02 12:15:00,region-4,28223,28000
2012-02-02 12:30:00,region-4,28217,28000
2012-02-02 12:45:00,region-4,28215,28000
2012-02-02 13:00:00,region-4,28228,28000
2012-02-02 13:15:00,region-4,28216,28000
2012-02-02 13:30:00,region-4,28219,28000
2012-02-02 13:45:00,region-4,28221,28000
2012-02-02 14:00:00,region-4,28214,28000
2012-02-02 14:15:00,region-4,28225,28000
2012-02-02 14:30:00,region-4,28220,28000
2012-02-02 14:45:00,region-4,28225,28000
2012-02-02 15:00:00,region-4,28204,28000
2012-02-02 15:15:00,region-4,28207,28000
2012-02-02 15:30:00,region-4,28217,28000
2012-02-02 15:45:00,region-4,28216,28000
2012-02-02 16:00:00,region-4,28225,28000
2012-02-02 16:15:00,region-4,28225,28000
2012-02-02 16:30:00,region-4,28214,28000
2012-02-02 16:45:00,region-4,28221,28000
2012-02-02 17:00:00,region-4,28218,28000
2012-02-02 17:15:00,region-4,28215,28000
2012-02-02 17:30:00,region-4,28212,28000
2012-02-02 17:45:00,region-4,28221,28000
2012-02-02 18:00:00,region-4,28218,28000
2012-02-02 18:15:00,region-4,28220,28000
2012-02-02 18:30:00,region-4,28220,28000
2012-02-02 18:45:00,region-4,28225,28000
2012-02-02 19:00:00,region-4,28228,28000
2012-02-02 19:15:00,region-4,28220,28000
