time,region,pol1,pol2,pol3,pol4,pol5,act1,act2,act3,act4,act5,expected,reported,order,size,erspreadmax,erspreadmin,sizepol
2012-02-02 03:45:00,headquarters-1,139180,7437,218,4,1,146742,98,0,0,0,0,9,41,250000,9,0,146840
2012-02-02 04:00:00,headquarters-1,138651,7941,244,4,1,146725,116,0,0,0,0,9,41,250000,9,0,146841
2012-02-02 04:15:00,headquarters-1,195686,8735,274,5,1,204548,153,0,0,0,0,8975,41,250000,8975,0,204701
2012-02-02 04:30:00,headquarters-1,194848,9499,301,6,1,204497,158,0,0,0,0,8955,41,250000,8955,0,204655
2012-02-02 04:45:00,headquarters-1,194310,10223,328,7,1,204702,167,0,0,0,0,8947,41,250000,8947,0,204869
2012-02-02 05:00:00,headquarters-1,193493,10949,370,7,1,204640,180,0,0,0,0,8943,41,250000,8943,0,204820
2012-02-02 05:15:00,headquarters-1,192691,11692,407,8,1,204621,178,0,0,0,0,8944,41,250000,8944,0,204799
2012-02-02 05:30:00,headquarters-1,191841,12471,449,11,1,204611,162,0,0,0,0,8942,41,250000,8942,0,204773
2012-02-02 05:45:00,headquarters-1,190856,13193,499,11,1,204413,147,0,0,0,0,8939,41,250000,8939,0,204560
2012-02-02 06:00:00,headquarters-1,190169,13873,547,12,1,204430,172,0,0,0,0,8939,41,250000,8939,0,204602
2012-02-02 06:15:00,headquarters-1,189382,14577,604,12,1,204391,185,0,0,0,0,8938,41,250000,8938,0,204576
2012-02-02 06:30:00,headquarters-1,188628,15262,649,13,1,204401,152,0,0,0,0,8942,41,250000,8942,0,204553
2012-02-02 06:45:00,headquarters-1,189822,16121,711,15,1,206498,172,0,0,0,0,8941,41,250000,8941,0,206670
2012-02-02 07:00:00,headquarters-1,194845,17098,773,17,1,205119,161,4806,1288,1360,15000,15014,41,250000,14,0,212734
2012-02-02 07:15:00,headquarters-1,194073,17807,843,20,1,205379,171,4709,1152,1333,15000,15013,41,250000,13,0,212744
2012-02-02 07:30:00,headquarters-1,193286,18499,904,25,1,205355,185,4739,1135,1301,15000,15014,41,250000,14,0,212715
2012-02-02 07:45:00,headquarters-1,192537,19192,966,27,1,205212,167,4733,1211,1400,15000,15015,41,250000,15,0,212723
2012-02-02 08:00:00,headquarters-1,191785,19878,1052,29,1,205308,206,4634,1243,1354,15000,15020,41,250000,20,0,212745
2012-02-02 08:15:00,headquarters-1,190983,20569,1121,33,1,205173,175,4720,1268,1371,15000,15013,41,250000,13,0,212707
2012-02-02 08:30:00,headquarters-1,190218,21258,1191,40,1,205359,206,4619,1172,1352,15000,15016,41,250000,16,0,212708
2012-02-02 08:45:00,headquarters-1,196911,22795,1320,46,1,213289,195,4866,1241,1482,15000,14995,41,250000,0,5,221073
2012-02-02 09:00:00,headquarters-1,196128,23498,1401,51,1,213211,190,4949,1318,1411,15000,14994,41,250000,0,6,221079
2012-02-02 09:15:00,headquarters-1,195300,24240,1479,64,1,213352,174,4855,1273,1430,15000,14999,41,250000,0,1,221084
2012-02-02 09:30:00,headquarters-1,194574,24890,1566,69,1,213380,173,4921,1206,1420,15000,15011,41,250000,11,0,221100
2012-02-02 09:45:00,headquarters-1,193782,25611,1662,74,1,213341,194,4934,1267,1394,15000,15018,41,250000,18,0,221130
2012-02-02 10:00:00,headquarters-1,192966,26305,1754,78,2,213457,156,4839,1227,1426,15000,15009,41,250000,9,0,221105
2012-02-02 10:15:00,headquarters-1,192218,26999,1836,82,3,213461,178,4885,1245,1369,15000,15016,41,250000,16,0,221138
2012-02-02 10:30:00,headquarters-1,191449,27677,1930,88,3,213332,161,4966,1287,1401,15000,15011,41,250000,11,0,221147
2012-02-02 10:45:00,headquarters-1,190726,28301,2026,96,3,213370,205,4832,1307,1438,15000,15020,41,250000,20,0,221152
2012-02-02 11:00:00,headquarters-1,189908,28972,2136,102,4,213397,196,4890,1184,1455,15000,15021,41,250000,21,0,221122
2012-02-02 11:15:00,headquarters-1,189109,29621,2252,109,4,213405,191,4837,1226,1436,15000,15022,41,250000,22,0,221095
2012-02-02 11:30:00,headquarters-1,188307,30335,2336,117,6,213376,177,4959,1247,1342,15000,15021,41,250000,21,0,221101
2012-02-02 11:45:00,headquarters-1,187559,30971,2437,129,6,213365,191,4795,1319,1432,15000,15017,41,250000,17,0,221102
2012-02-02 12:00:00,headquarters-1,186834,31528,2585,135,6,213380,173,4927,1251,1357,15000,15017,41,250000,17,0,221088
2012-02-02 12:15:00,headquarters-1,213131,36460,3056,158,9,243968,194,5595,1437,1620,15000,15022,41,250000,22,0,252814
2012-02-02 12:30:00,headquarters-1,212302,37149,3205,173,9,244022,198,5559,1419,1640,15000,15026,41,250000,26,0,252838
2012-02-02 12:45:00,headquarters-1,211483,37845,3319,190,9,243925,200,5629,1535,1557,15000,15023,41,250000,23,0,252846
2012-02-02 13:00:00,headquarters-1,210640,38529,3453,204,9,243892,234,5584,1567,1558,15000,15021,41,250000,21,0,252835
2012-02-02 13:15:00,headquarters-1,217270,40635,3719,220,11,252618,205,5858,1482,1692,15000,15016,41,250000,16,0,261855
2012-02-02 13:30:00,headquarters-1,216448,41310,3863,240,12,252846,193,5741,1482,1611,15000,15016,41,250000,16,0,261873
2012-02-02 13:45:00,headquarters-1,215634,41979,3998,256,13,252753,195,5764,1528,1640,15000,15017,41,250000,17,0,261880
2012-02-02 14:00:00,headquarters-1,214787,42711,4126,272,15,252769,218,5824,1455,1645,15000,15020,41,250000,20,0,261911
2012-02-02 14:15:00,headquarters-1,213862,43439,4276,291,15,252757,209,5813,1473,1631,15000,15015,41,250000,15,0,261883
2012-02-02 14:30:00,headquarters-1,212972,44124,4451,306,16,252885,222,5715,1487,1560,15000,15018,41,250000,18,0,261869
2012-02-02 14:45:00,headquarters-1,212148,44745,4625,325,19,252778,220,5809,1472,1583,15000,15015,41,250000,15,0,261862
2012-02-02 15:00:00,headquarters-1,211277,45423,4785,339,21,252631,253,5733,1508,1720,15000,15007,41,250000,7,0,261845
2012-02-02 15:15:00,headquarters-1,210403,46083,4948,366,21,252465,231,5898,1518,1709,15000,15010,41,250000,10,0,261821
2012-02-02 15:30:00,headquarters-1,209518,46765,5118,378,24,252631,214,5750,1520,1688,15000,15013,41,250000,13,0,261803
2012-02-02 15:45:00,headquarters-1,208789,47307,5305,400,25,252699,199,5764,1470,1694,15000,15015,41,250000,15,0,261826
2012-02-02 16:00:00,headquarters-1,207964,47971,5483,420,25,252792,227,5800,1418,1626,15000,15015,41,250000,15,0,261863
2012-02-02 16:15:00,headquarters-1,207166,48614,5624,444,25,252636,206,5846,1529,1656,15000,15017,41,250000,17,0,261873
2012-02-02 16:30:00,headquarters-1,206295,49300,5790,468,26,252693,233,5781,1531,1641,15000,15016,41,250000,16,0,261879
2012-02-02 16:45:00,headquarters-1,205484,49910,5963,485,27,252635,223,5883,1441,1687,15000,15021,41,250000,21,0,261869
2012-02-02 17:00:00,headquarters-1,204629,50550,6138,506,29,252661,222,5898,1436,1635,15000,15021,41,250000,21,0,261852
2012-02-02 17:15:00,headquarters-1,203771,51227,6300,528,32,252589,238,5885,1499,1647,15000,15023,41,250000,23,0,261858
2012-02-02 17:30:00,headquarters-1,202949,51836,6471,541,36,252590,237,5859,1498,1649,15000,15021,41,250000,21,0,261833
2012-02-02 17:45:00,headquarters-1,202130,52456,6641,567,38,252673,211,5877,1459,1612,15000,15014,41,250000,14,0,261832
2012-02-02 18:00:00,headquarters-1,196518,51853,6772,580,40,255554,209,0,0,0,0,8941,41,250000,8941,0,255763
2012-02-02 18:15:00,headquarters-1,195671,52495,6943,608,43,255543,217,0,0,0,0,8928,41,250000,8928,0,255760
2012-02-02 18:30:00,headquarters-1,194861,53083,7131,637,46,255553,205,0,0,0,0,8933,41,250000,8933,0,255758
2012-02-02 18:45:00,headquarters-1,194078,53639,7338,660,49,255535,229,0,0,0,0,8945,41,250000,8945,0,255764
2012-02-02 19:00:00,headquarters-1,193245,54251,7520,681,53,255518,232,0,0,0,0,8941,41,250000,8941,0,255750
2012-02-02 19:15:00,headquarters-1,192490,54775,7705,710,55,255521,214,0,0,0,0,8931,41,250000,8931,0,255735
2012-02-02 19:30:00,headquarters-1,191708,55374,7878,740,59,255540,219,0,0,0,0,8942,41,250000,8942,0,255759
2012-02-02 19:45:00,headquarters-1,190943,55892,8093,764,62,255526,228,0,0,0,0,8937,41,250000,8937,0,255754
2012-02-02 20:00:00,headquarters-1,190164,56443,8280,794,64,255540,205,0,0,0,0,8937,41,250000,8937,0,255745
2012-02-02 20:15:00,headquarters-1,189424,57000,8465,825,65,255560,219,0,0,0,0,8938,41,250000,8938,0,255779
2012-02-02 20:30:00,headquarters-1,188644,57556,8639,854,73,255562,204,0,0,0,0,8931,41,250000,8931,0,255766
2012-02-02 20:45:00,headquarters-1,187905,58033,8873,892,76,255556,223,0,0,0,0,8931,41,250000,8931,0,255779
2012-02-02 21:00:00,headquarters-1,187155,58528,9078,927,78,255570,196,0,0,0,0,8933,41,250000,8933,0,255766
2012-02-02 21:15:00,headquarters-1,186437,59032,9294,940,85,255583,205,0,0,0,0,8931,41,250000,8931,0,255788
2012-02-02 21:30:00,headquarters-1,185736,59513,9473,973,89,255591,193,0,0,0,0,8937,41,250000,8937,0,255784
2012-02-02 21:45:00,headquarters-1,185023,60013,9674,1006,93,255627,182,0,0,0,0,8944,41,250000,8944,0,255809
2012-02-02 22:00:00,headquarters-1,184356,60481,9850,1050,97,255623,211,0,0,0,0,8935,41,250000,8935,0,255834
2012-02-02 22:15:00,headquarters-1,183627,60938,10064,1088,99,255596,220,0,0,0,0,8939,41,250000,8939,0,255816
2012-02-02 22:30:00,headquarters-1,182905,61428,10242,1126,102,255591,212,0,0,0,0,8948,41,250000,8948,0,255803
2012-02-02 22:45:00,headquarters-1,182156,61933,10438,1153,106,255576,210,0,0,0,0,8952,41,250000,8952,0,255786
2012-02-02 23:00:00,headquarters-1,181452,62401,10637,1189,108,255566,221,0,0,0,0,8948,41,250000,8948,0,255787
2012-02-02 23:15:00,headquarters-1,180802,62763,10871,1223,114,255565,208,0,0,0,0,8949,41,250000,8949,0,255773
2012-02-02 23:30:00,headquarters-1,179991,63344,11069,1258,116,255571,207,0,0,0,0,8945,41,250000,8945,0,255778
2012-02-02 23:45:00,headquarters-1,179296,63791,11279,1292,123,255581,200,0,0,0,0,8942,41,250000,8942,0,255781
2012-02-03 00:00:00,headquarters-1,178587,64275,11478,1338,125,255625,178,0,0,0,0,8934,41,250000,8934,0,255803
2012-02-03 00:15:00,headquarters-1,177897,64707,11712,1380,132,255623,205,0,0,0,0,8939,41,250000,8939,0,255828
2012-02-03 00:30:00,headquarters-1,177186,65113,11912,1431,139,255569,212,0,0,0,0,8938,41,250000,8938,0,255781
2012-02-03 00:45:00,headquarters-1,176468,65588,12123,1452,148,255585,194,0,0,0,0,8936,41,250000,8936,0,255779
2012-02-03 01:00:00,headquarters-1,175777,66037,12350,1493,153,255621,189,0,0,0,0,8946,41,250000,8946,0,255810
2012-02-03 01:15:00,headquarters-1,175086,66464,12577,1531,157,255601,214,0,0,0,0,8951,41,250000,8951,0,255815
2012-02-03 01:30:00,headquarters-1,174347,66935,12784,1571,163,255576,224,0,0,0,0,8951,41,250000,8951,0,255800
2012-02-03 01:45:00,headquarters-1,173616,67391,12987,1609,169,255590,182,0,0,0,0,8947,41,250000,8947,0,255772
2012-02-03 02:00:00,headquarters-1,172942,67821,13222,1654,177,255591,225,0,0,0,0,8950,41,250000,8950,0,255816
2012-02-03 02:15:00,headquarters-1,172222,68250,13430,1702,187,255604,187,0,0,0,0,8942,41,250000,8942,0,255791
2012-02-03 02:30:00,headquarters-1,171547,68659,13666,1741,193,255604,202,0,0,0,0,8936,41,250000,8936,0,255806
2012-02-03 02:45:00,headquarters-1,170898,69047,13865,1793,201,255594,210,0,0,0,0,8931,41,250000,8931,0,255804
2012-02-03 03:00:00,headquarters-1,170184,69462,14099,1825,210,255570,210,0,0,0,0,8933,41,250000,8933,0,255780
2012-02-03 03:15:00,headquarters-1,169513,69823,14363,1864,219,255591,191,0,0,0,0,8936,41,250000,8936,0,255782
2012-02-03 03:30:00,headquarters-1,168867,70197,14599,1903,230,255606,190,0,0,0,0,8941,41,250000,8941,0,255796
2012-02-03 03:45:00,headquarters-1,168240,70568,14834,1956,240,255642,196,0,0,0,0,8948,41,250000,8948,0,255838
2012-02-03 04:00:00,headquarters-1,167566,70991,15034,1991,249,255615,216,0,0,0,0,8947,41,250000,8947,0,255831
2012-02-03 04:15:00,headquarters-1,166923,71334,15238,2058,255,255610,198,0,0,0,0,8938,41,250000,8938,0,255808
2012-02-03 04:30:00,headquarters-1,166304,71675,15459,2112,264,255618,196,0,0,0,0,8937,41,250000,8937,0,255814
2012-02-03 04:45:00,headquarters-1,165658,72035,15676,2161,275,255574,231,0,0,0,0,8937,41,250000,8937,0,255805
2012-02-03 05:00:00,headquarters-1,164943,72420,15887,2223,283,255551,205,0,0,0,0,8941,41,250000,8941,0,255756
2012-02-03 05:15:00,headquarters-1,164297,72760,16134,2285,288,255566,198,0,0,0,0,8946,41,250000,8946,0,255764
2012-02-03 05:30:00,headquarters-1,163663,73133,16357,2333,299,255586,199,0,0,0,0,8942,41,250000,8942,0,255785
2012-02-03 05:45:00,headquarters-1,163022,73471,16619,2385,302,255617,182,0,0,0,0,8940,41,250000,8940,0,255799
2012-02-03 06:00:00,headquarters-1,162353,73902,16832,2434,308,255636,193,0,0,0,0,8939,41,250000,8939,0,255829
2012-02-03 06:15:00,headquarters-1,161716,74250,17056,2492,315,255637,192,0,0,0,0,8945,41,250000,8945,0,255829
2012-02-03 06:30:00,headquarters-1,161028,74647,17269,2561,327,255638,194,0,0,0,0,8943,41,250000,8943,0,255832
2012-02-03 06:45:00,headquarters-1,160408,74963,17488,2623,334,255592,224,0,0,0,0,8929,41,250000,8929,0,255816
2012-02-03 07:00:00,headquarters-1,163716,76958,18109,2738,346,252609,234,5774,1553,1697,15000,15006,41,250000,6,0,261867
2012-02-03 07:15:00,headquarters-1,163066,77268,18327,2817,351,252632,218,5825,1479,1675,15000,14992,41,250000,0,8,261829
2012-02-03 07:30:00,headquarters-1,162415,77617,18563,2880,360,252558,223,5956,1508,1590,15000,15001,41,250000,1,0,261835
2012-02-03 07:45:00,headquarters-1,161819,77944,18762,2968,367,252723,212,5720,1514,1691,15000,15009,41,250000,9,0,261860
2012-02-03 08:00:00,headquarters-1,161186,78266,19024,3014,385,252677,235,5753,1554,1656,15000,15022,41,250000,22,0,261875
2012-02-03 08:15:00,headquarters-1,160526,78578,19258,3076,394,252805,220,5724,1474,1609,15000,15015,41,250000,15,0,261832
2012-02-03 08:30:00,headquarters-1,159914,78909,19477,3146,412,252730,229,5804,1475,1620,15000,15022,41,250000,22,0,261858
2012-02-03 08:45:00,headquarters-1,159266,79248,19701,3217,425,252706,209,5785,1509,1648,15000,15011,41,250000,11,0,261857
2012-02-03 09:00:00,headquarters-1,158654,79544,19975,3267,438,252685,221,5842,1455,1675,15000,15014,41,250000,14,0,261878
2012-02-03 09:15:00,headquarters-1,157965,79895,20215,3331,454,252803,226,5789,1414,1628,15000,15018,41,250000,18,0,261860
2012-02-03 09:30:00,headquarters-1,157356,80170,20439,3398,468,252696,203,5796,1516,1620,15000,15011,41,250000,11,0,261831
2012-02-03 09:45:00,headquarters-1,156735,80495,20674,3473,480,252683,225,5867,1442,1640,15000,15022,41,250000,22,0,261857
2012-02-03 10:00:00,headquarters-1,156080,80837,20894,3545,492,252619,197,5893,1491,1648,15000,15021,41,250000,21,0,261848
2012-02-03 10:15:00,headquarters-1,155500,81151,21103,3628,504,252737,240,5785,1472,1652,15000,15024,41,250000,24,0,261886
2012-02-03 10:30:00,headquarters-1,154895,81427,21308,3705,513,252649,222,5848,1495,1634,15000,15012,41,250000,12,0,261848
2012-02-03 10:45:00,headquarters-1,154304,81735,21509,3775,526,252737,212,5819,1451,1630,15000,15013,41,250000,13,0,261849
2012-02-03 11:00:00,headquarters-1,153683,82016,21772,3832,548,252652,199,5876,1504,1620,15000,15012,41,250000,12,0,261851
2012-02-03 11:15:00,headquarters-1,153114,82275,22014,3895,564,252669,240,5871,1503,1579,15000,15011,41,250000,11,0,261862
2012-02-03 11:30:00,headquarters-1,152527,82513,22256,3965,582,252567,242,5869,1475,1690,15000,15007,41,250000,7,0,261843
2012-02-03 11:45:00,headquarters-1,151903,82797,22504,4038,596,252622,194,5963,1449,1610,15000,14996,41,250000,0,4,261838
2012-02-03 12:00:00,headquarters-1,151333,83073,22757,4090,611,252608,228,5941,1461,1626,15000,15011,41,250000,11,0,261864
2012-02-03 12:15:00,headquarters-1,150729,83326,23002,4172,625,252771,205,5823,1449,1606,15000,15019,41,250000,19,0,261854
2012-02-03 12:30:00,headquarters-1,150156,83561,23264,4252,640,252579,220,5869,1535,1670,15000,15022,41,250000,22,0,261873
2012-02-03 12:45:00,headquarters-1,149571,83842,23462,4333,656,252689,209,5843,1505,1618,15000,15023,41,250000,23,0,261864
2012-02-03 13:00:00,headquarters-1,148956,84145,23675,4424,673,252706,206,5873,1493,1595,15000,15024,41,250000,24,0,261873
2012-02-03 13:15:00,headquarters-1,148324,84460,23921,4498,687,252738,203,5830,1382,1737,15000,15016,41,250000,16,0,261890
2012-02-03 13:30:00,headquarters-1,147714,84732,24162,4575,708,252788,206,5766,1485,1646,15000,15016,41,250000,16,0,261891
2012-02-03 13:45:00,headquarters-1,147153,84950,24420,4650,724,252926,216,5709,1456,1590,15000,15012,41,250000,12,0,261897
2012-02-03 14:00:00,headquarters-1,146586,85193,24629,4733,740,252641,210,5875,1488,1667,15000,15018,41,250000,18,0,261881
2012-02-03 14:15:00,headquarters-1,145910,85537,24854,4808,753,252781,217,5777,1437,1650,15000,15019,41,250000,19,0,261862
2012-02-03 14:30:00,headquarters-1,145321,85763,25096,4896,776,252614,237,5817,1476,1708,15000,15013,41,250000,13,0,261852
2012-02-03 14:45:00,headquarters-1,144750,85959,25345,4987,799,252793,218,5666,1509,1654,15000,15005,41,250000,5,0,261840
2012-02-03 15:00:00,headquarters-1,144194,86167,25601,5053,819,252737,223,5784,1482,1608,15000,15009,41,250000,9,0,261834
2012-02-03 15:15:00,headquarters-1,143577,86439,25855,5145,833,252703,203,5820,1463,1660,15000,15009,41,250000,9,0,261849
2012-02-03 15:30:00,headquarters-1,142993,86682,26134,5216,849,252654,228,5876,1481,1635,15000,15009,41,250000,9,0,261874
2012-02-03 15:45:00,headquarters-1,142426,86889,26382,5300,871,252655,219,5867,1460,1667,15000,15016,41,250000,16,0,261868
2012-02-03 16:00:00,headquarters-1,141885,87115,26613,5376,900,252714,226,5790,1511,1648,15000,15020,41,250000,20,0,261889
2012-02-03 16:15:00,headquarters-1,141331,87306,26865,5457,914,252561,225,5937,1489,1661,15000,15022,41,250000,22,0,261873
2012-02-03 16:30:00,headquarters-1,140748,87498,27125,5527,937,252696,211,5874,1459,1595,15000,15014,41,250000,14,0,261835
2012-02-03 16:45:00,headquarters-1,140192,87704,27353,5628,964,252694,222,5787,1501,1637,15000,15017,41,250000,17,0,261841
2012-02-03 17:00:00,headquarters-1,139682,87857,27611,5724,989,252738,203,5742,1507,1673,15000,15016,41,250000,16,0,261863
2012-02-03 17:15:00,headquarters-1,139175,88014,27857,5808,1010,252607,222,5906,1505,1624,15000,15015,41,250000,15,0,261864
2012-02-03 17:30:00,headquarters-1,138622,88227,28075,5895,1033,252713,196,5809,1547,1587,15000,15009,41,250000,9,0,261852
2012-02-03 17:45:00,headquarters-1,138104,88440,28291,5981,1053,252680,233,5795,1490,1671,15000,15018,41,250000,18,0,261869
2012-02-03 18:00:00,headquarters-1,134285,86632,27883,5937,1057,255589,205,0,0,0,0,8941,41,250000,8941,0,255794
2012-02-03 18:15:00,headquarters-1,133763,86803,28103,6027,1086,255568,214,0,0,0,0,8949,41,250000,8949,0,255782
2012-02-03 18:30:00,headquarters-1,133220,86987,28340,6123,1099,255590,179,0,0,0,0,8946,41,250000,8946,0,255769
2012-02-03 18:45:00,headquarters-1,132715,87157,28574,6221,1120,255562,225,0,0,0,0,8938,41,250000,8938,0,255787
2012-02-03 19:00:00,headquarters-1,132156,87362,28802,6305,1146,255559,212,0,0,0,0,8937,41,250000,8937,0,255771
2012-02-03 19:15:00,headquarters-1,131643,87527,29041,6396,1175,255592,190,0,0,0,0,8943,41,250000,8943,0,255782
2012-02-03 19:30:00,headquarters-1,131161,87711,29236,6499,1198,255616,189,0,0,0,0,8944,41,250000,8944,0,255805
2012-02-03 19:45:00,headquarters-1,130681,87844,29479,6581,1226,255623,188,0,0,0,0,8945,41,250000,8945,0,255811
2012-02-03 20:00:00,headquarters-1,130181,88057,29674,6676,1255,255637,206,0,0,0,0,8937,41,250000,8937,0,255843
2012-02-03 20:15:00,headquarters-1,129662,88199,29912,6764,1278,255593,222,0,0,0,0,8942,41,250000,8942,0,255815
2012-02-03 20:30:00,headquarters-1,129131,88357,30144,6844,1311,255592,195,0,0,0,0,8944,41,250000,8944,0,255787
2012-02-03 20:45:00,headquarters-1,128578,88560,30389,6928,1341,255573,223,0,0,0,0,8937,41,250000,8937,0,255796
2012-02-03 21:00:00,headquarters-1,128060,88706,30624,7006,1373,255545,224,0,0,0,0,8940,41,250000,8940,0,255769
2012-02-03 21:15:00,headquarters-1,127541,88840,30895,7098,1403,255569,208,0,0,0,0,8937,41,250000,8937,0,255777
2012-02-03 21:30:00,headquarters-1,127046,88948,31162,7187,1429,255557,215,0,0,0,0,8942,41,250000,8942,0,255772
2012-02-03 21:45:00,headquarters-1,126605,89039,31374,7290,1451,255557,202,0,0,0,0,8940,41,250000,8940,0,255759
2012-02-03 22:00:00,headquarters-1,126129,89200,31599,7381,1472,255604,177,0,0,0,0,8942,41,250000,8942,0,255781
2012-02-03 22:15:00,headquarters-1,125669,89350,31826,7489,1492,255638,188,0,0,0,0,8944,41,250000,8944,0,255826
2012-02-03 22:30:00,headquarters-1,125180,89464,32092,7565,1538,255626,213,0,0,0,0,8944,41,250000,8944,0,255839
2012-02-03 22:45:00,headquarters-1,124672,89588,32350,7636,1575,255589,232,0,0,0,0,8945,41,250000,8945,0,255821
2012-02-03 23:00:00,headquarters-1,124121,89707,32574,7761,1599,255567,195,0,0,0,0,8946,41,250000,8946,0,255762
2012-02-03 23:15:00,headquarters-1,101330,72354,26085,6198,1260,207054,173,0,0,0,0,8940,41,250000,8940,0,207227
2012-02-03 23:30:00,headquarters-1,100890,72508,26244,6290,1282,207061,153,0,0,0,0,8943,41,250000,8943,0,207214
2012-02-03 23:45:00,headquarters-1,100512,72592,26446,6381,1299,207068,162,0,0,0,0,8947,41,250000,8947,0,207230
2012-02-04 00:00:00,headquarters-1,100121,72725,26629,6449,1325,207062,187,0,0,0,0,8947,41,250000,8947,0,207249
2012-02-04 00:15:00,headquarters-1,76961,55455,20155,4815,981,158235,132,0,0,0,0,8945,41,250000,8945,0,158367
2012-02-04 00:30:00,headquarters-1,76644,55547,20319,4860,1002,158241,131,0,0,0,0,8943,41,250000,8943,0,158372
2012-02-04 00:45:00,headquarters-1,76313,55675,20456,4915,1017,158229,147,0,0,0,0,8937,41,250000,8937,0,158376
2012-02-04 01:00:00,headquarters-1,75988,55781,20572,4979,1044,158239,125,0,0,0,0,8937,41,250000,8937,0,158364
2012-02-04 01:15:00,headquarters-1,75691,55888,20699,5035,1064,158255,122,0,0,0,0,8938,41,250000,8938,0,158377
2012-02-04 01:30:00,headquarters-1,75400,55967,20845,5098,1079,158264,125,0,0,0,0,8939,41,250000,8939,0,158389
2012-02-04 01:45:00,headquarters-1,75109,56011,21008,5159,1097,158247,137,0,0,0,0,8942,41,250000,8942,0,158384
2012-02-04 02:00:00,headquarters-1,74824,56061,21145,5234,1117,158235,146,0,0,0,0,8952,41,250000,8952,0,158381
2012-02-04 02:15:00,headquarters-1,27757,20277,7526,1826,369,57699,56,0,0,0,0,8940,41,250000,8940,0,57755
2012-02-04 02:30:00,headquarters-1,27664,20285,7557,1859,378,57684,59,0,0,0,0,8938,41,250000,8938,0,57743
2012-02-04 02:45:00,headquarters-1,27547,20323,7585,1891,382,57669,59,0,0,0,0,8935,41,250000,8935,0,57728
2012-02-04 03:00:00,headquarters-1,27435,20341,7639,1913,390,57683,35,0,0,0,0,8933,41,250000,8933,0,57718
2012-02-04 03:15:00,headquarters-1,27322,20388,7692,1937,399,57686,52,0,0,0,0,8936,41,250000,8936,0,57738
2012-02-04 03:30:00,headquarters-1,27225,20397,7753,1966,403,57694,50,0,0,0,0,8937,41,250000,8937,0,57744
2012-02-04 03:45:00,headquarters-1,27117,20436,7780,2001,409,57701,42,0,0,0,0,8935,41,250000,8935,0,57743
2012-02-04 04:00:00,headquarters-1,27032,20438,7841,2023,412,57684,62,0,0,0,0,8933,41,250000,8933,0,57746
2012-02-01 23:15:00,region-1,30262,112,0,0,0,30343,31,0,0,0,0,3995,6,50000,3995,0,30374
2012-02-01 23:30:00,region-1,30128,215,0,0,0,30311,32,0,0,0,0,3989,6,50000,3989,0,30343
2012-02-01 23:45:00,region-1,29997,322,1,0,0,30297,23,0,0,0,0,3984,6,50000,3984,0,30320
2012-02-02 00:00:00,region-1,29865,448,2,0,0,30283,32,0,0,0,0,3984,6,50000,3984,0,30315
2012-02-02 00:15:00,region-1,36348,569,3,0,0,36887,33,0,0,0,0,6472,6,50000,6472,0,36920
2012-02-02 00:30:00,region-1,36206,711,5,0,0,36884,38,0,0,0,0,6467,6,50000,6467,0,36922
