healthtime,businessunit,lag,file_server_reported,file_server_avg_conn,multiple_reported,multiple_avg_conn,email_reported,email_avg_conn,compute_reported,compute_avg_conn,web_reported,web_avg_conn
2012-02-02 23:15:00,region-1,9,5629,52.6459406644164150,11734,52.5588886995057099,2777,52.1706877925819229,1344,52.0275297619047619,7058,52.4749220742419949
2012-02-02 23:30:00,region-1,9,5638,52.2098261794962753,11731,52.4939050379336800,2777,52.7803384947785380,1343,52.2889054355919583,7065,52.5726822363765039
2012-02-02 23:45:00,region-1,9,5645,52.2765279007971656,11727,52.4944998720900486,2773,52.7371078254597908,1343,53.5778108711839166,7065,53.0341118188251946
2012-02-03 00:00:00,region-1,9,5638,52.3843561546647747,11721,51.9835338281716577,2771,52.2518946228798268,1344,51.8846726190476190,7070,52.6114568599717115
2012-02-03 00:15:00,region-1,9,5635,52.0157941437444543,11725,52.5126652452025586,2770,52.0039711191335740,1344,51.5200892857142857,7068,52.2119411431805320
2012-02-03 00:30:00,region-1,9,5635,52.7086069210292813,11730,52.5552429667519182,2771,52.2619992782389029,1345,53.8401486988847584,7065,52.4523708421797594
2012-02-03 00:45:00,region-1,9,5636,52.5365507452093683,11731,52.1471315318387179,2776,52.3090778097982709,1345,51.3301115241635688,7066,51.9834418341352958
2012-02-03 01:00:00,region-1,9,5638,52.6857041504079461,11733,52.4858092559447712,2777,53.3075261073100468,1345,53.0676579925650558,7072,52.7280825791855204
2012-02-03 01:15:00,region-1,9,5636,52.3864442867281760,11734,52.2210669848304074,2774,52.8803172314347513,1345,52.6721189591078067,7074,51.7342380548487419
2012-02-03 01:30:00,region-1,9,5632,52.7636718750000000,11733,52.6074320293190147,2777,52.3957508102268635,1343,52.5107967237527923,7079,52.8755473936996751
2012-02-03 01:45:00,region-1,9,5634,52.2525736599219027,11736,52.9820211315610089,2776,53.3029538904899135,1344,53.4575892857142857,7073,53.0288420754983741
2012-02-03 02:00:00,region-1,9,5640,49.7382978723404255,11736,49.2307430129516019,2777,48.7378465970471732,1344,50.7693452380952381,7065,49.3477707006369427
2012-02-03 02:15:00,region-1,9,5640,49.4542553191489362,11733,48.8084036478309043,2775,49.2392792792792793,1344,49.6688988095238095,7072,49.5729638009049774
2012-02-03 02:30:00,region-1,9,5640,49.2828014184397163,11733,48.8111309980397170,2772,49.7882395382395382,1345,48.6468401486988848,7072,48.7642816742081448
2012-02-03 02:45:00,region-1,9,5637,49.5160546389923718,11733,49.8845989942896105,2775,49.9434234234234234,1345,48.8215613382899628,7075,49.1313074204946996
2012-02-03 03:00:00,region-1,9,5636,25.3301987224982257,11731,25.2796010570283863,2774,25.5479452054794521,1345,25.5390334572490706,7070,25.5005657708628006
2012-02-03 03:15:00,region-1,9,5633,25.8959701757500444,11732,25.5994715308557791,2771,25.3320101046553591,1344,25.5007440476190476,7073,25.6782129223808851
2012-02-03 03:30:00,region-1,9,5639,25.7598865046994148,11731,25.4609155229733186,2773,25.1709340064911648,1343,25.5227103499627699,7067,25.8300551860761285
2012-02-03 03:45:00,region-1,9,5638,25.6144022703086201,11732,25.2868223661779748,2773,25.3793725207356653,1345,25.6542750929368030,7068,25.5522071307300509
2012-02-03 04:00:00,region-1,9,5641,25.6091118595993618,11725,25.2001705756929638,2776,25.5417867435158501,1346,26.0222882615156018,7071,25.3435157686324424
2012-02-03 04:15:00,region-1,9,5641,25.6112391419961000,11719,25.5479989760218449,2775,25.8580180180180180,1346,25.7659732540861813,7071,25.2500353556781219
2012-02-03 04:30:00,region-1,9,5639,25.3397765561269729,11724,25.6140395769361992,2772,25.2586580086580087,1344,25.5014880952380952,7072,25.3728789592760181
2012-02-03 04:45:00,region-1,9,5637,25.6838744012772751,11723,25.5619721914185789,2773,25.3617021276595745,1342,25.7682563338301043,7075,25.4897526501766784
2012-02-03 05:00:00,region-1,9,5634,25.9098331558395456,11725,25.5247761194029851,2773,25.5715831229715110,1341,25.2356450410141685,7073,25.4648663933267355
2012-02-03 05:15:00,region-1,9,5630,25.6870337477797513,11723,25.2873837754840911,2773,25.4424810674359899,1342,25.8792846497764531,7076,25.6533352176370831
2012-02-03 05:30:00,region-1,9,5630,25.4536412078152753,11725,25.5281023454157783,2776,25.6956051873198847,1345,25.5962825278810409,7079,25.3453877666337053
2012-02-03 05:45:00,region-1,9,5634,25.2433439829605964,11732,25.3925161950221616,2777,25.2635938062657544,1342,26.1423248882265276,7074,25.5517387616624258
2012-02-03 06:00:00,region-1,9,5636,25.1664300922640170,11728,25.6688267394270123,2777,25.4303204897371264,1341,25.6502609992542878,7077,25.1869436201780415
2012-02-03 06:15:00,region-1,9,5635,25.7352262644188110,11729,25.5735356807912013,2773,25.6307248467363866,1342,26.4001490312965723,7074,25.3107152954481199
2012-02-03 06:30:00,region-1,9,5632,25.8870738636363636,11732,25.6760143198090692,2772,25.7601010101010101,1343,25.6790766939687267,7070,25.5663366336633663
2012-02-03 06:45:00,region-1,9,5633,25.4026273744008521,11728,25.2785641200545703,2772,25.3831168831168831,1345,25.2966542750929368,7066,25.4552787998867818
2012-02-03 07:00:00,region-1,9,5632,25.6178977272727273,11730,25.2203751065643649,2773,25.7839884601514605,1346,25.9063893016344725,7067,25.5636054903070610
2012-02-03 07:15:00,region-1,9,5636,25.3876863023420866,11733,25.6382851785562090,2774,25.6020187454938717,1345,25.2594795539033457,7067,25.7210980614121975
2012-02-03 07:30:00,region-1,9,5641,25.2421556461620280,11733,25.6983721128441149,2774,25.5255948089401586,1345,25.6669144981412639,7074,25.6659598529827537
2012-02-03 07:45:00,region-1,9,5640,25.3294326241134752,11732,25.5286396181384248,2776,25.7474783861671470,1346,25.8811292719167905,7072,25.2959558823529412
2012-02-03 08:00:00,region-1,9,5639,25.4577052668912928,11730,25.7028132992327366,2773,25.3112152902993148,1346,26.1136701337295691,7071,25.4036204214396832
2012-02-03 08:15:00,region-1,9,5635,25.3091393078970719,11720,25.7885665529010239,2775,25.5632432432432432,1344,25.3355654761904762,7070,25.7841584158415842
2012-02-03 08:30:00,region-1,9,5637,25.3037076459109455,11726,25.4387685485246461,2775,25.2407207207207207,1343,25.4802680565897245,7071,25.5963795785603168
2012-02-03 08:45:00,region-1,9,5637,25.4105020400922476,11731,25.5872474639843151,2774,25.7545061283345350,1343,25.4169769173492182,7069,25.6330456924600368
2012-02-03 09:00:00,region-1,9,5641,25.1919872363056196,11733,25.3578794852126481,2775,25.5783783783783784,1344,25.3973214285714286,7067,25.5403990377812367
2012-02-03 09:15:00,region-1,9,5641,25.4626839212905513,11733,25.6196198755646467,2774,24.9477289113193944,1345,25.5315985130111524,7064,25.6929501698754247
2012-02-03 09:30:00,region-1,9,5639,25.6249334988473134,11735,25.4383468257349808,2775,25.1859459459459459,1346,25.3848439821693908,7063,25.6865354665156449
2012-02-03 09:45:00,region-1,9,5638,25.4311812699538844,11732,25.6246164336856461,2775,25.6306306306306306,1345,25.3449814126394052,7065,25.4792639773531493
2012-02-03 10:00:00,region-1,9,5638,25.4489180560482441,11730,25.7178175618073316,2775,25.4093693693693694,1345,26.1881040892193309,7066,25.4109821681290688
2012-02-03 10:15:00,region-1,9,5640,25.4897163120567376,11727,25.4632898439498593,2777,26.0741807706157724,1344,25.3132440476190476,7070,25.3807637906647808
2012-02-03 10:30:00,region-1,9,5640,25.8758865248226950,11728,25.3670702592087312,2777,25.4241987756571840,1343,25.2829486224869695,7067,25.5630394792698458
2012-02-03 10:45:00,region-1,9,5641,25.4626839212905513,11731,25.4358537209104083,2777,25.5722002160604969,1345,25.7717472118959108,7063,25.4819481806597763
2012-02-03 11:00:00,region-1,9,5640,25.8888297872340426,11730,25.7360613810741688,2774,25.9516943042537851,1345,25.1427509293680297,7066,25.3982451174639117
2012-02-03 11:15:00,region-1,9,5643,25.3962431330852383,11729,25.3728365589564328,2776,25.5036023054755043,1345,25.9070631970260223,7067,25.6340738644403566
2012-02-03 11:30:00,region-1,9,5642,25.1958525345622120,11735,25.4476352790796762,2779,25.7157250809643757,1344,26.1860119047619048,7069,25.5258169472344037
2012-02-03 11:45:00,region-1,9,5640,25.3409574468085106,11732,25.7029491987725878,2776,26.2705331412103746,1344,25.0944940476190476,7069,25.4870561607016551
2012-02-03 12:00:00,region-1,9,5643,25.6998050682261209,11734,25.4344639509118800,2775,25.5924324324324324,1344,25.5498511904761905,7070,25.5014144271570014
2012-02-03 12:15:00,region-1,9,5640,25.6989361702127660,11734,25.6212715186637123,2778,25.6526277897768179,1345,25.7910780669144981,7070,25.3090523338048091
2012-02-03 12:30:00,region-1,9,5638,25.3866619368570415,11733,25.4422568822977926,2778,25.7390208783297336,1344,25.9724702380952381,7075,25.3953356890459364
2012-02-03 12:45:00,region-1,9,5635,25.6165039929015084,11726,25.4210301893228722,2777,25.8768455167446885,1345,25.4208178438661710,7073,25.6408878835006362
2012-02-03 13:00:00,region-1,9,5638,25.1766583894998226,11730,25.3379369138959932,2774,25.0818312905551550,1343,25.4028294862248697,7072,25.2784219457013575
2012-02-03 13:15:00,region-1,9,5641,25.3350469774862613,11726,25.4701517994200921,2772,25.7243867243867244,1343,25.1757259865971705,7068,25.5219298245614035
2012-02-03 13:30:00,region-1,9,5640,25.2875886524822695,11736,25.4111281526925699,2773,25.5120807789397764,1346,26.2734026745913819,7071,25.1353415358506576
2012-02-03 13:45:00,region-1,9,5640,25.6265957446808511,11741,25.3507367345200579,2772,25.7503607503607504,1346,25.2696879643387816,7068,25.8230050933786078
2012-02-03 14:00:00,region-1,9,5639,25.7669799609859904,11740,25.4892674616695060,2774,25.2490987743330930,1345,25.7204460966542751,7074,25.4211195928753181
2012-02-03 14:15:00,region-1,9,5636,25.5748757984386089,11742,25.7209163685913814,2777,25.2149801944544472,1344,25.3072916666666667,7071,25.7059821807382266
2012-02-03 14:30:00,region-1,9,5634,25.2765353212637558,11734,25.4039543207772286,2777,25.8231904933381347,1341,25.6920208799403430,7067,25.5494552143766803
2012-02-03 14:45:00,region-1,9,5633,25.4624533996094443,11729,25.3626055077159178,2775,25.1394594594594595,1340,25.5082089552238806,7059,25.4673466496670917
2012-02-03 15:00:00,region-1,9,5639,28.4257847136017024,11729,28.7142978941086197,2774,28.3183129055515501,1342,28.0611028315946349,7062,28.9078164825828377
2012-02-03 15:15:00,region-1,9,5640,28.2070921985815603,11726,29.0756438683267952,2776,28.2600864553314121,1342,27.7779433681073025,7066,28.5244834418341353
2012-02-03 15:30:00,region-1,9,5640,28.5735815602836879,11725,28.7631556503198294,2779,28.9319899244332494,1343,27.2271034996276992,7068,28.6003112620260328
2012-02-03 15:45:00,region-1,9,5637,29.1587723966648927,11722,28.8539498379116192,2778,28.5514758819294456,1344,27.9657738095238095,7072,28.6167986425339367
2012-02-03 16:00:00,region-1,9,5637,52.2073798119567146,11733,52.3935907270092900,2777,52.0514944184371624,1344,52.6845238095238095,7070,52.1592644978783593
2012-02-03 16:15:00,region-1,9,5640,52.5234042553191489,11733,52.6030000852296940,2775,52.5531531531531532,1344,52.1123511904761905,7068,52.3163554046406338
2012-02-03 16:30:00,region-1,9,5640,52.1806737588652482,11734,52.3967956366115562,2775,52.1517117117117117,1344,51.4813988095238095,7066,52.6381262383243702
2012-02-03 16:45:00,region-1,9,5635,52.3107364685004437,11728,52.7910982264665757,2776,52.5162103746397695,1345,52.3003717472118959,7069,52.2440231998868298
2012-02-03 17:00:00,region-1,9,5636,53.1887863733144074,11728,52.5410129604365621,2775,52.1318918918918919,1343,53.3060312732688012,7067,52.6146879864157351
2012-02-03 17:15:00,region-1,9,5642,52.1635944700460829,11734,52.7691324356570649,2776,52.5742074927953890,1341,50.9455630126771066,7065,52.8437367303609342
2012-02-03 17:30:00,region-1,9,5636,52.5636976579134138,11730,52.3591645353793691,2775,52.4634234234234234,1344,53.8095238095238095,7066,52.1858194169261251
2012-02-03 17:45:00,region-1,9,5636,52.3605393896380412,11727,52.4875074614138313,2773,52.5647313379011900,1344,51.7127976190476190,7071,52.3860840050912176
2012-02-03 18:00:00,region-1,9,5637,52.6774880255455029,11725,52.7885714285714286,2773,52.4377930039668229,1344,52.9002976190476190,7071,52.7146089661999717
2012-02-03 18:15:00,region-1,9,5642,53.1375398794753633,11733,52.2567970680985255,2769,52.3329721921271217,1345,52.4817843866171004,7069,52.4699391710284340
2012-02-03 18:30:00,region-1,9,5643,52.7398546872231083,11733,52.6073467996249893,2769,52.2885518237630914,1345,52.9910780669144981,7069,52.2853303154618758
2012-02-03 18:45:00,region-1,9,5637,53.2419726805038141,11737,52.0211297605861805,2773,52.0764514965741075,1344,52.8005952380952381,7071,52.1919106208457078
2012-02-03 19:00:00,region-1,9,5638,52.8494146860588861,11727,52.1852988829197578,2776,52.4009365994236311,1344,53.0334821428571429,7069,51.9874098175130853
2012-02-03 19:15:00,region-1,9,5638,52.6500532103582831,11728,52.8675818553888131,2777,52.6244148361541232,1344,53.2113095238095238,7065,52.6683651804670913
2012-02-03 19:30:00,region-1,9,5637,51.7346106084796878,11727,52.4619254711349876,2777,52.0810226863521786,1345,52.1992565055762082,7069,53.2162965058707031
2012-02-03 19:45:00,region-1,9,5638,52.2995743171337354,11735,52.2842778014486579,2775,52.4699099099099099,1345,53.7241635687732342,7067,52.2796094523843215
2012-02-03 20:00:00,region-1,9,5638,52.8664420007094714,11735,52.3647209203238176,2772,51.7842712842712843,1345,52.9003717472118959,7066,52.8666855363713558
2012-02-03 20:15:00,region-1,9,5636,52.1809794180269695,11733,52.3799539759652263,2776,53.0475504322766571,1344,52.1250000000000000,7072,52.5721153846153846
2012-02-03 20:30:00,region-1,9,5635,53.1244010647737356,11732,52.4922434367541766,2776,52.1552593659942363,1344,52.6681547619047619,7073,52.4166548847730807
2012-02-03 20:45:00,region-1,9,5637,52.5550824906865354,11732,52.6320320490964882,2775,52.3834234234234234,1342,53.4202682563338301,7069,52.3444617343330033
2012-02-03 21:00:00,region-1,9,5641,52.7347987945399752,11729,52.4759996589649586,2776,51.8353746397694524,1345,53.4394052044609665,7068,52.5887096774193548
2012-02-03 21:15:00,region-1,9,5644,51.9397590361445783,11722,52.1841835864186999,2776,52.0353025936599424,1344,53.5401785714285714,7068,51.7560837577815507
2012-02-03 21:30:00,region-1,9,5644,52.5030120481927711,11724,52.6247014670760832,2777,52.7630536550234066,1343,53.1816827997021593,7072,52.0589649321266968
2012-02-03 21:45:00,region-1,9,5640,52.8328014184397163,11727,52.4265370512492539,2778,52.2962562994960403,1343,52.4601638123603872,7067,52.7434554973821990
2012-02-03 22:00:00,region-1,9,5636,52.5839247693399574,11728,52.4386937244201910,2774,52.9167267483777938,1342,52.5514157973174367,7074,52.4467062482329658
2012-02-03 22:15:00,region-1,9,5637,52.2139435870143693,11721,52.6228990700452180,2773,52.3187883159033538,1342,52.6371087928464978,7069,51.9751025604753148
2012-02-03 22:30:00,region-1,9,5639,51.5059407696400071,11726,52.2742623230428108,2775,52.1185585585585586,1343,52.9724497393894267,7068,52.6717600452744765
2012-02-03 22:45:00,region-1,9,5640,53.0987588652482270,11722,52.5732810100665415,2776,52.4682997118155620,1344,52.6339285714285714,7066,52.3719218794225870
2012-02-03 23:00:00,region-1,9,5638,52.3355799929052856,11725,52.6221748400852878,2778,52.6173506119510439,1345,52.0907063197026022,7068,52.2045840407470289
2012-02-03 23:15:00,region-1,9,5636,52.2611781405251952,11721,52.6045559252623496,2776,51.9221902017291066,1344,53.3214285714285714,7069,52.4482953741689065
2012-02-03 23:30:00,region-1,9,5636,52.8875088715400994,11723,52.1202763797662714,2777,52.3564998199495859,1343,51.5897244973938943,7072,52.2275169683257919
2012-02-03 23:45:00,region-1,9,5637,52.0654603512506652,11721,52.4659158774848562,2778,52.4629229661627070,1343,53.8093819806403574,7073,52.5373957302417645
2012-02-04 00:00:00,region-1,9,5642,52.1074087203119461,11732,52.3588475963177634,2778,52.0086393088552916,1346,52.5007429420505201,7071,52.8428793664262481
2012-02-04 00:15:00,region-1,9,5643,52.6748183590288853,11731,52.3055153013383343,2776,51.6246397694524496,1346,53.1456166419019316,7068,52.8807300509337861
2012-02-04 00:30:00,region-1,9,5638,52.9084781837531039,11727,52.6275262215400358,2774,52.0775054073540014,1346,52.1500742942050520,7073,52.0680050897780291
2012-02-04 00:45:00,region-1,9,5631,52.2420529213283609,11725,52.4669509594882729,2773,52.2996754417598269,1346,52.6040118870728083,7070,53.0803394625176803
2012-02-04 01:00:00,region-1,9,5631,52.4574675901260877,11728,52.4655525238744884,2775,51.6554954954954955,1346,52.6396731054977712,7069,52.2481256188994200
2012-02-04 01:15:00,region-1,9,5634,52.0841320553780618,11724,52.5511770726714432,2773,51.8727010457987739,1346,52.4762258543833581,7071,52.7242257106491303
2012-02-04 01:30:00,region-1,9,5635,52.1930789707187223,11731,52.3930611201091126,2775,52.2926126126126126,1344,52.6666666666666667,7067,52.6838828357152964
2012-02-04 01:45:00,region-1,9,5638,52.8721177722596665,11735,52.5314870046868343,2776,52.4268731988472622,1343,52.7788533134772897,7069,52.3250813410666289
2012-02-04 02:00:00,region-1,9,5639,49.5000886682035822,11733,49.3652944685928578,2775,49.5697297297297297,1341,49.8381804623415362,7063,49.5391476709613479
2012-02-04 02:15:00,region-1,9,5641,50.2410920049636589,11732,49.5436413228775997,2776,48.8879682997118156,1342,49.5290611028315946,7063,49.7192411156732267
2012-02-04 02:30:00,region-1,9,5642,49.2623183268344559,11732,49.1022843504943744,2776,49.9196685878962536,1343,48.5115413253909159,7072,49.4739819004524887
2012-02-04 02:45:00,region-1,9,5640,49.2620567375886525,11725,49.4440085287846482,2773,49.0003606202668590,1345,50.2847583643122677,7073,49.3233422875724586
2012-02-04 03:00:00,region-1,9,5641,25.1542279737635171,11726,25.6465973051338905,2773,25.4226469527587450,1346,25.9219910846953938,7071,25.2293876396549286
2012-02-04 03:15:00,region-1,9,5639,25.4302181237808122,11727,25.5731218555470282,2771,25.4741970407795020,1345,25.4029739776951673,7069,25.4866317725279389
2012-02-04 03:30:00,region-1,9,5638,25.5156083717630365,11733,25.3940168754794170,2773,25.5329967544175983,1346,24.6463595839524517,7067,25.6112919201924438
