time	region	pol1	pol2	pol3	pol4	pol5	act1	act2	act3	act4	act5	expected	reported	order	size	erspreadmax	erspreadmin	sizepol
2012-02-02 13:45:00	headquarters-1	194153	17834	741	23	1	208409	191	2614	677	861	15000	15012	41	250000	12	0	212752
2012-02-02 14:00:00	headquarters-1	193353	18552	797	25	1	208588	162	2506	621	851	15000	15003	41	250000	3	0	212728
2012-02-02 14:15:00	headquarters-1	192610	19243	856	26	1	208493	193	2587	663	800	15000	15010	41	250000	10	0	212736
2012-02-02 14:30:00	headquarters-1	191813	19951	925	27	1	208511	155	2627	627	797	15000	15006	41	250000	6	0	212717
2012-02-02 14:45:00	headquarters-1	198534	21518	1048	31	1	216635	198	2678	726	895	15000	15015	41	250000	15	0	221132
2012-02-02 15:00:00	headquarters-1	197717	22244	1125	35	1	214857	185	3916	1002	1162	15000	15018	41	250000	18	0	221122
2012-02-02 15:15:00	headquarters-1	196867	22987	1212	40	1	215086	182	3749	968	1122	15000	15019	41	250000	19	0	221107
2012-02-02 15:30:00	headquarters-1	196046	23719	1275	44	1	215076	187	3810	950	1062	15000	15017	41	250000	17	0	221085
2012-02-02 15:45:00	headquarters-1	195270	24420	1362	47	1	214981	146	3846	1008	1119	15000	15014	41	250000	14	0	221100
2012-02-02 16:00:00	headquarters-1	194510	25085	1477	49	2	213430	163	4817	1339	1374	15000	15017	41	250000	17	0	221123
2012-02-02 16:15:00	headquarters-1	193772	25755	1567	53	2	213442	163	4853	1249	1442	15000	15022	41	250000	22	0	221149
2012-02-02 16:30:00	headquarters-1	193068	26374	1663	58	2	213348	170	4940	1240	1467	15000	15026	41	250000	26	0	221165
2012-02-02 16:45:00	headquarters-1	192343	27005	1757	63	2	213379	174	4871	1311	1435	15000	15023	41	250000	23	0	221170
2012-02-02 17:00:00	headquarters-1	191559	27658	1857	72	2	213346	207	4906	1275	1414	15000	15021	41	250000	21	0	221148
2012-02-02 17:15:00	headquarters-1	190724	28341	1958	83	2	213352	180	4854	1266	1456	15000	15017	41	250000	17	0	221108
2012-02-02 17:30:00	headquarters-1	189937	29023	2051	95	3	213377	168	4925	1244	1395	15000	15016	41	250000	16	0	221109
2012-02-02 17:45:00	headquarters-1	189187	29684	2155	104	3	213493	201	4746	1251	1442	15000	15017	41	250000	17	0	221133
2012-02-02 18:00:00	headquarters-1	188399	30319	2269	109	3	213304	188	4948	1229	1430	15000	15020	41	250000	20	0	221099
2012-02-02 18:15:00	headquarters-1	214605	35313	2719	137	4	243855	203	5648	1477	1595	15000	15015	41	250000	15	0	252778
2012-02-02 18:30:00	headquarters-1	213764	36020	2857	150	4	243958	195	5649	1447	1546	15000	15018	41	250000	18	0	252795
2012-02-02 18:45:00	headquarters-1	212958	36689	2986	164	4	243955	206	5639	1441	1560	15000	15015	41	250000	15	0	252801
2012-02-02 19:00:00	headquarters-1	212100	37391	3133	170	6	243998	243	5530	1438	1591	15000	15007	41	250000	7	0	252800
2012-02-02 19:15:00	headquarters-1	218774	39470	3396	188	8	252570	227	5822	1508	1709	15000	15010	41	250000	10	0	261836
2012-02-02 19:30:00	headquarters-1	217867	40212	3544	203	9	252731	215	5778	1486	1625	15000	15013	41	250000	13	0	261835
2012-02-02 19:45:00	headquarters-1	217045	40882	3689	212	10	252574	195	5880	1518	1671	15000	15015	41	250000	15	0	261838
2012-02-02 20:00:00	headquarters-1	216201	41601	3843	221	11	252685	232	5908	1434	1618	15000	15015	41	250000	15	0	261877
2012-02-02 20:15:00	headquarters-1	215298	42325	4001	231	12	252744	222	5771	1454	1676	15000	15017	41	250000	17	0	261867
2012-02-02 20:30:00	headquarters-1	214398	43065	4144	244	13	252758	223	5775	1501	1607	15000	15016	41	250000	16	0	261864
2012-02-02 20:45:00	headquarters-1	213556	43721	4297	267	13	252602	220	5849	1510	1673	15000	15021	41	250000	21	0	261854
2012-02-02 21:00:00	headquarters-1	212725	44368	4459	287	14	252680	221	5761	1513	1678	15000	15021	41	250000	21	0	261853
2012-02-02 21:15:00	headquarters-1	211913	45034	4607	311	18	252598	223	5876	1505	1681	15000	15022	41	250000	22	0	261883
2012-02-02 21:30:00	headquarters-1	211105	45645	4776	323	22	252792	199	5701	1542	1637	15000	15021	41	250000	21	0	261871
2012-02-02 21:45:00	headquarters-1	210259	46315	4933	345	22	252790	217	5722	1525	1620	15000	15014	41	250000	14	0	261874
2012-02-02 22:00:00	headquarters-1	204609	45812	5009	353	21	248987	204	4373	1149	1091	15000	8949	41	250000	0	6051	255804
2012-02-02 22:15:00	headquarters-1	203766	46467	5161	375	21	248953	183	4444	1101	1109	15000	8936	41	250000	0	6064	255790
2012-02-02 22:30:00	headquarters-1	202973	47090	5339	395	22	249082	211	4361	1087	1078	15000	8941	41	250000	0	6059	255819
2012-02-02 22:45:00	headquarters-1	202179	47694	5509	413	25	248992	204	4404	1121	1099	15000	8953	41	250000	0	6047	255820
2012-02-02 23:00:00	headquarters-1	201310	48364	5670	435	26	248917	215	4437	1125	1111	0	8949	41	250000	8949	0	255805
2012-02-02 23:15:00	headquarters-1	200429	49036	5822	458	26	248780	220	4542	1143	1086	0	8939	41	250000	8939	0	255771
2012-02-02 23:30:00	headquarters-1	199579	49685	5989	472	27	248990	243	4281	1090	1148	0	8950	41	250000	8950	0	255752
2012-02-02 23:45:00	headquarters-1	198797	50240	6167	496	30	248904	201	4416	1113	1096	0	8945	41	250000	8945	0	255730
2012-02-03 00:00:00	headquarters-1	198051	50782	6372	516	32	252269	232	2152	549	551	0	8942	41	250000	8942	0	255753
2012-02-03 00:15:00	headquarters-1	197227	51390	6565	538	34	252177	201	2193	576	607	0	8943	41	250000	8943	0	255754
2012-02-03 00:30:00	headquarters-1	196432	52000	6746	560	38	252306	214	2121	573	562	0	8936	41	250000	8936	0	255776
2012-02-03 00:45:00	headquarters-1	195689	52509	6943	588	38	252293	216	2128	551	579	0	8936	41	250000	8936	0	255767
2012-02-03 01:00:00	headquarters-1	194846	53142	7132	612	38	252323	215	2162	510	560	0	8938	41	250000	8938	0	255770
2012-02-03 01:15:00	headquarters-1	194094	53685	7318	633	43	252305	208	2166	562	532	0	8936	41	250000	8936	0	255773
2012-02-03 01:30:00	headquarters-1	193285	54274	7499	661	47	252150	198	2243	587	588	0	8942	41	250000	8942	0	255766
2012-02-03 01:45:00	headquarters-1	192538	54829	7705	684	52	252311	205	2197	550	545	0	8949	41	250000	8949	0	255808
2012-02-03 02:00:00	headquarters-1	191764	55366	7892	711	58	253944	211	1113	253	270	0	8938	41	250000	8938	0	255791
2012-02-03 02:15:00	headquarters-1	190977	55953	8069	748	59	253990	230	1056	288	242	0	8942	41	250000	8942	0	255806
2012-02-03 02:30:00	headquarters-1	190163	56507	8270	768	68	253901	205	1098	301	271	0	8951	41	250000	8951	0	255776
2012-02-03 02:45:00	headquarters-1	189400	57024	8486	803	72	253943	230	1094	255	263	0	8955	41	250000	8955	0	255785
2012-02-03 03:00:00	headquarters-1	188712	57488	8662	846	72	255566	214	0	0	0	0	8948	41	250000	8948	0	255780
2012-02-03 03:15:00	headquarters-1	188004	57956	8870	868	77	255574	201	0	0	0	0	8949	41	250000	8949	0	255775
2012-02-03 03:30:00	headquarters-1	187225	58560	9024	904	81	255609	185	0	0	0	0	8945	41	250000	8945	0	255794
2012-02-03 03:45:00	headquarters-1	186520	59063	9218	918	85	255573	231	0	0	0	0	8942	41	250000	8942	0	255804
2012-02-03 04:00:00	headquarters-1	185729	59602	9400	950	90	255559	212	0	0	0	0	8934	41	250000	8934	0	255771
2012-02-03 04:15:00	headquarters-1	185022	60056	9627	980	93	255541	237	0	0	0	0	8939	41	250000	8939	0	255778
2012-02-03 04:30:00	headquarters-1	184287	60554	9780	1028	96	255522	223	0	0	0	0	8938	41	250000	8938	0	255745
2012-02-03 04:45:00	headquarters-1	183593	61014	9990	1055	99	255541	210	0	0	0	0	8936	41	250000	8936	0	255751
2012-02-03 05:00:00	headquarters-1	182854	61520	10208	1081	101	255563	201	0	0	0	0	8946	41	250000	8946	0	255764
2012-02-03 05:15:00	headquarters-1	182168	61975	10419	1114	106	255582	200	0	0	0	0	8951	41	250000	8951	0	255782
2012-02-03 05:30:00	headquarters-1	181481	62456	10601	1161	108	255585	222	0	0	0	0	8951	41	250000	8951	0	255807
2012-02-03 05:45:00	headquarters-1	180741	62939	10802	1210	114	255625	181	0	0	0	0	8947	41	250000	8947	0	255806
2012-02-03 06:00:00	headquarters-1	180032	63399	11013	1259	116	255629	190	0	0	0	0	8950	41	250000	8950	0	255819
2012-02-03 06:15:00	headquarters-1	179279	63898	11218	1302	120	255620	197	0	0	0	0	8942	41	250000	8942	0	255817
2012-02-03 06:30:00	headquarters-1	178594	64319	11434	1333	127	255618	189	0	0	0	0	8936	41	250000	8936	0	255807
2012-02-03 06:45:00	headquarters-1	177880	64791	11646	1360	134	255611	200	0	0	0	0	8931	41	250000	8931	0	255811
2012-02-03 07:00:00	headquarters-1	177181	65246	11856	1402	139	255637	187	0	0	0	0	8933	41	250000	8933	0	255824
2012-02-03 07:15:00	headquarters-1	176476	65659	12100	1452	144	255649	182	0	0	0	0	8936	41	250000	8936	0	255831
2012-02-03 07:30:00	headquarters-1	175708	66167	12314	1487	147	255611	212	0	0	0	0	8941	41	250000	8941	0	255823
2012-02-03 07:45:00	headquarters-1	174971	66605	12532	1528	154	255595	195	0	0	0	0	8948	41	250000	8948	0	255790
2012-02-03 08:00:00	headquarters-1	174316	67060	12727	1568	158	255606	223	0	0	0	0	8947	41	250000	8947	0	255829
2012-02-03 08:15:00	headquarters-1	173616	67448	12960	1605	170	255587	212	0	0	0	0	8938	41	250000	8938	0	255799
2012-02-03 08:30:00	headquarters-1	172903	67857	13177	1664	174	255577	198	0	0	0	0	8937	41	250000	8937	0	255775
2012-02-03 08:45:00	headquarters-1	172228	68257	13394	1708	180	255551	216	0	0	0	0	8937	41	250000	8937	0	255767
2012-02-03 09:00:00	headquarters-1	171495	68710	13623	1754	185	255578	189	0	0	0	0	8941	41	250000	8941	0	255767
2012-02-03 09:15:00	headquarters-1	170856	69064	13870	1798	190	255570	208	0	0	0	0	8946	41	250000	8946	0	255778
2012-02-03 09:30:00	headquarters-1	170191	69425	14101	1848	199	255574	190	0	0	0	0	8942	41	250000	8942	0	255764
2012-02-03 09:45:00	headquarters-1	169559	69832	14328	1895	208	255640	182	0	0	0	0	8940	41	250000	8940	0	255822
2012-02-03 10:00:00	headquarters-1	168914	70228	14547	1934	215	255633	205	0	0	0	0	8939	41	250000	8939	0	255838
2012-02-03 10:15:00	headquarters-1	168275	70577	14774	1986	219	255620	211	0	0	0	0	8945	41	250000	8945	0	255831
2012-02-03 10:30:00	headquarters-1	167629	70941	14995	2021	229	255598	217	0	0	0	0	8943	41	250000	8943	0	255815
2012-02-03 10:45:00	headquarters-1	166978	71317	15182	2077	237	255570	221	0	0	0	0	8929	41	250000	8929	0	255791
2012-02-03 11:00:00	headquarters-1	170192	73432	15777	2179	251	259261	225	1408	381	556	15000	14998	41	250000	0	2	261831
2012-02-03 11:15:00	headquarters-1	169531	73770	16021	2236	259	259298	209	1403	359	548	15000	14984	41	250000	0	16	261817
2012-02-03 11:30:00	headquarters-1	168864	74167	16259	2280	272	259356	206	1434	360	486	15000	14993	41	250000	0	7	261842
2012-02-03 11:45:00	headquarters-1	168256	74473	16517	2349	281	259345	206	1416	361	548	15000	15001	41	250000	1	0	261876
2012-02-03 12:00:00	headquarters-1	167559	74878	16745	2397	299	259295	259	1406	384	534	15000	15014	41	250000	14	0	261878
2012-02-03 12:15:00	headquarters-1	166850	75257	16947	2455	305	259232	212	1437	376	557	15000	15007	41	250000	7	0	261814
2012-02-03 12:30:00	headquarters-1	166194	75619	17202	2517	316	259414	202	1386	364	482	15000	15014	41	250000	14	0	261848
2012-02-03 12:45:00	headquarters-1	165545	75980	17442	2565	326	259251	224	1456	380	547	15000	15003	41	250000	3	0	261858
2012-02-03 13:00:00	headquarters-1	164900	76314	17674	2626	333	255974	235	3600	927	1111	15000	15009	41	250000	9	0	261847
2012-02-03 13:15:00	headquarters-1	164227	76696	17877	2695	343	256052	204	3575	929	1078	15000	15013	41	250000	13	0	261838
2012-02-03 13:30:00	headquarters-1	163553	77092	18087	2767	356	255937	218	3684	947	1069	15000	15006	41	250000	6	0	261855
2012-02-03 13:45:00	headquarters-1	162904	77444	18320	2828	364	255990	224	3616	907	1123	15000	15017	41	250000	17	0	261860
2012-02-03 14:00:00	headquarters-1	162198	77825	18577	2883	373	255936	192	3597	981	1150	15000	15016	41	250000	16	0	261856
2012-02-03 14:15:00	headquarters-1	161560	78160	18830	2940	389	256011	219	3647	919	1083	15000	15019	41	250000	19	0	261879
2012-02-03 14:30:00	headquarters-1	160905	78509	19048	3002	400	256010	220	3604	946	1084	15000	15007	41	250000	7	0	261864
2012-02-03 14:45:00	headquarters-1	160266	78831	19286	3059	410	255970	225	3599	937	1121	15000	15008	41	250000	8	0	261852
2012-02-03 15:00:00	headquarters-1	159611	79163	19541	3107	429	254274	209	4767	1225	1376	15000	15009	41	250000	9	0	261851
2012-02-03 15:15:00	headquarters-1	158983	79487	19774	3175	438	254366	239	4754	1166	1332	15000	15008	41	250000	8	0	261857
2012-02-03 15:30:00	headquarters-1	158310	79851	20004	3235	452	254233	225	4798	1218	1378	15000	15004	41	250000	4	0	261852
2012-02-03 15:45:00	headquarters-1	157670	80203	20196	3309	466	254333	202	4699	1220	1390	15000	14993	41	250000	0	7	261844
2012-02-03 16:00:00	headquarters-1	157095	80524	20421	3360	485	252755	201	5881	1465	1583	15000	15011	41	250000	11	0	261885
2012-02-03 16:15:00	headquarters-1	156539	80798	20623	3457	488	252932	222	5725	1441	1585	15000	15019	41	250000	19	0	261905
2012-02-03 16:30:00	headquarters-1	155945	81034	20881	3531	495	252639	222	5868	1517	1640	15000	15022	41	250000	22	0	261886
2012-02-03 16:45:00	headquarters-1	155310	81348	21090	3610	512	252759	203	5783	1505	1620	15000	15023	41	250000	23	0	261870
2012-02-03 17:00:00	headquarters-1	154721	81593	21370	3671	521	252698	206	5843	1488	1641	15000	15024	41	250000	24	0	261876
2012-02-03 17:15:00	headquarters-1	154096	81874	21626	3740	533	252751	234	5765	1474	1645	15000	15016	41	250000	16	0	261869
2012-02-03 17:30:00	headquarters-1	153528	82102	21850	3809	552	252796	222	5755	1415	1653	15000	15016	41	250000	16	0	261841
2012-02-03 17:45:00	headquarters-1	152921	82379	22117	3881	566	252667	204	5901	1453	1639	15000	15012	41	250000	12	0	261864
2012-02-03 18:00:00	headquarters-1	152276	82667	22392	3957	578	252530	225	5963	1476	1676	15000	15018	41	250000	18	0	261870
2012-02-03 18:15:00	headquarters-1	151590	83015	22602	4035	594	252783	206	5784	1453	1610	15000	15019	41	250000	19	0	261836
2012-02-03 18:30:00	headquarters-1	151040	83275	22813	4116	611	252580	205	5792	1580	1698	15000	15013	41	250000	13	0	261855
2012-02-03 18:45:00	headquarters-1	150473	83573	23018	4195	621	252746	212	5841	1499	1582	15000	15005	41	250000	5	0	261880
2012-02-03 19:00:00	headquarters-1	149874	83818	23260	4273	641	252548	226	5955	1530	1607	15000	15009	41	250000	9	0	261866
2012-02-03 19:15:00	headquarters-1	149260	84063	23509	4365	652	252616	226	5877	1438	1692	15000	15009	41	250000	9	0	261849
2012-02-03 19:30:00	headquarters-1	148641	84306	23775	4448	668	252593	227	5893	1471	1654	15000	15009	41	250000	9	0	261838
2012-02-03 19:45:00	headquarters-1	148063	84548	23998	4538	684	252761	206	5894	1426	1544	15000	15016	41	250000	16	0	261831
2012-02-03 20:00:00	headquarters-1	147511	84830	24232	4605	700	252713	219	5798	1509	1639	15000	15020	41	250000	20	0	261878
2012-02-03 20:15:00	headquarters-1	146912	85046	24515	4685	715	252551	225	5975	1443	1679	15000	15022	41	250000	22	0	261873
2012-02-03 20:30:00	headquarters-1	146301	85270	24776	4764	737	252490	213	5939	1476	1730	15000	15014	41	250000	14	0	261848
2012-02-03 20:45:00	headquarters-1	145685	85553	24997	4860	758	252787	205	5715	1488	1658	15000	15017	41	250000	17	0	261853
2012-02-03 21:00:00	headquarters-1	145126	85825	25213	4933	774	252705	209	5849	1501	1607	15000	15016	41	250000	16	0	261871
2012-02-03 21:15:00	headquarters-1	144535	86091	25466	4995	795	252763	198	5828	1450	1643	15000	15015	41	250000	15	0	261882
2012-02-03 21:30:00	headquarters-1	143942	86357	25712	5080	809	252719	212	5802	1540	1627	15000	15010	41	250000	10	0	261900
2012-02-03 21:45:00	headquarters-1	143357	86616	25968	5141	825	252880	230	5727	1487	1583	15000	15019	41	250000	19	0	261907
2012-02-03 22:00:00	headquarters-1	139536	84805	25560	5078	829	249059	188	4423	1074	1064	15000	8950	41	250000	0	6050	255808
2012-02-03 22:15:00	headquarters-1	138967	85055	25812	5151	841	249063	196	4377	1075	1115	15000	8957	41	250000	0	6043	255826
2012-02-03 22:30:00	headquarters-1	138440	85243	26046	5220	862	248956	224	4480	1109	1042	15000	8954	41	250000	0	6046	255811
2012-02-03 22:45:00	headquarters-1	137911	85368	26294	5320	884	248977	223	4315	1137	1125	15000	8946	41	250000	0	6054	255777
2012-02-03 23:00:00	headquarters-1	137373	85560	26525	5407	906	249007	194	4294	1152	1124	0	8945	41	250000	8945	0	255771
2012-02-03 23:15:00	headquarters-1	136823	85801	26750	5494	924	248818	178	4466	1164	1166	0	8951	41	250000	8951	0	255792
2012-02-03 23:30:00	headquarters-1	136279	86041	26969	5581	952	248924	195	4472	1121	1110	0	8952	41	250000	8952	0	255822
2012-02-03 23:45:00	headquarters-1	135789	86195	27199	5679	971	248908	234	4399	1101	1191	0	8953	41	250000	8953	0	255833
2012-02-04 00:00:00	headquarters-1	135248	86371	27420	5757	1000	252273	217	2152	555	599	0	8942	41	250000	8942	0	255796
2012-02-04 00:15:00	headquarters-1	134669	86591	27637	5849	1018	252337	218	2141	549	519	0	8947	41	250000	8947	0	255764
2012-02-04 00:30:00	headquarters-1	134115	86780	27884	5938	1037	252244	207	2163	574	566	0	8949	41	250000	8949	0	255754
2012-02-04 00:45:00	headquarters-1	133579	86974	28093	6048	1057	252281	233	2183	524	530	0	8942	41	250000	8942	0	255751
2012-02-04 01:00:00	headquarters-1	133031	87151	28352	6118	1087	252222	230	2165	575	547	0	8945	41	250000	8945	0	255739
2012-02-04 01:15:00	headquarters-1	132543	87300	28576	6227	1104	252163	219	2248	551	569	0	8942	41	250000	8942	0	255750
2012-02-04 01:30:00	headquarters-1	132042	87483	28792	6306	1123	252371	185	2135	533	522	0	8946	41	250000	8946	0	255746
2012-02-04 01:45:00	headquarters-1	131563	87648	29024	6402	1151	252289	185	2186	571	557	0	8944	41	250000	8944	0	255788
2012-02-04 02:00:00	headquarters-1	131045	87877	29251	6501	1170	254049	178	1042	276	299	0	8944	41	250000	8944	0	255844
2012-02-04 02:15:00	headquarters-1	130579	87985	29503	6579	1202	254010	213	1085	280	260	0	8947	41	250000	8947	0	255848
2012-02-04 02:30:00	headquarters-1	130045	88094	29797	6655	1238	254032	183	1079	281	254	0	8947	41	250000	8947	0	255829
2012-02-04 02:45:00	headquarters-1	129555	88240	30036	6723	1268	253945	198	1091	290	298	0	8948	41	250000	8948	0	255822
2012-02-04 03:00:00	headquarters-1	129038	88421	30234	6818	1298	255580	229	0	0	0	0	8946	41	250000	8946	0	255809
2012-02-04 03:15:00	headquarters-1	128531	88551	30484	6899	1331	255603	193	0	0	0	0	8941	41	250000	8941	0	255796
2012-02-04 03:30:00	headquarters-1	128030	88726	30689	6998	1355	255600	198	0	0	0	0	8944	41	250000	8944	0	255798
2012-02-04 03:45:00	headquarters-1	127570	88846	30929	7081	1377	255602	201	0	0	0	0	8948	41	250000	8948	0	255803
2012-02-04 04:00:00	headquarters-1	127058	89035	31132	7171	1406	255603	199	0	0	0	0	8948	41	250000	8948	0	255802
2012-02-04 04:15:00	headquarters-1	126556	89200	31363	7263	1435	255620	197	0	0	0	0	8948	41	250000	8948	0	255817
2012-02-04 04:30:00	headquarters-1	126061	89345	31592	7347	1462	255582	225	0	0	0	0	8946	41	250000	8946	0	255807
2012-02-04 04:45:00	headquarters-1	125554	89454	31869	7418	1498	255565	228	0	0	0	0	8940	41	250000	8940	0	255793
2012-02-04 05:00:00	headquarters-1	125049	89593	32084	7517	1526	255546	223	0	0	0	0	8940	41	250000	8940	0	255769
2012-02-04 05:15:00	headquarters-1	124554	89732	32308	7612	1559	255550	215	0	0	0	0	8941	41	250000	8941	0	255765
2012-02-04 05:30:00	headquarters-1	124042	89883	32531	7706	1592	255558	196	0	0	0	0	8942	41	250000	8942	0	255754
2012-02-04 05:45:00	headquarters-1	123569	89968	32794	7817	1614	255570	192	0	0	0	0	8945	41	250000	8945	0	255762
2012-02-04 06:00:00	headquarters-1	123131	90121	33007	7914	1639	255591	221	0	0	0	0	8955	41	250000	8955	0	255812
2012-02-04 06:15:00	headquarters-1	122646	90233	33240	8009	1666	255587	207	0	0	0	0	8949	41	250000	8949	0	255794
2012-02-04 06:30:00	headquarters-1	122187	90318	33468	8119	1705	255585	212	0	0	0	0	8947	41	250000	8947	0	255797
2012-02-04 06:45:00	headquarters-1	121703	90478	33659	8229	1727	255580	216	0	0	0	0	8944	41	250000	8944	0	255796
2012-02-04 07:00:00	headquarters-1	121190	90579	33888	8349	1767	255608	165	0	0	0	0	8942	41	250000	8942	0	255773
2012-02-04 07:15:00	headquarters-1	120737	90728	34108	8453	1794	255608	212	0	0	0	0	8945	41	250000	8945	0	255820
2012-02-04 07:30:00	headquarters-1	120242	90842	34356	8562	1822	255619	205	0	0	0	0	8946	41	250000	8946	0	255824
2012-02-04 07:45:00	headquarters-1	119733	90994	34555	8668	1857	255572	235	0	0	0	0	8944	41	250000	8944	0	255807
2012-02-04 08:00:00	headquarters-1	119268	91026	34800	8784	1889	255546	221	0	0	0	0	8942	41	250000	8942	0	255767
2012-02-02 08:15:00	region-1	36860	132	0	0	0	36955	37	0	0	0	0	6486	6	50000	6486	0	36992
2012-02-02 08:30:00	region-1	36693	262	0	0	0	36918	37	0	0	0	0	6477	6	50000	6477	0	36955
2012-02-02 08:45:00	region-1	36528	400	1	0	0	36902	27	0	0	0	0	6470	6	50000	6470	0	36929
2012-02-02 09:00:00	region-1	36367	553	2	0	0	36883	39	0	0	0	0	6469	6	50000	6469	0	36922
2012-02-02 09:15:00	region-1	36219	684	3	0	0	36877	29	0	0	0	0	6461	6	50000	6461	0	36906
2012-02-02 09:30:00	region-1	36083	827	5	0	0	36876	39	0	0	0	0	6459	6	50000	6459	0	36915
2012-02-02 09:45:00	region-1	35939	964	8	0	0	36889	22	0	0	0	0	6455	6	50000	6455	0	36911
2012-02-02 10:00:00	region-1	35779	1132	10	0	0	36884	37	0	0	0	0	6458	6	50000	6458	0	36921
2012-02-02 10:15:00	region-1	35633	1277	11	0	0	36901	20	0	0	0	0	6460	6	50000	6460	0	36921
2012-02-02 10:30:00	region-1	35489	1415	14	0	0	36889	29	0	0	0	0	6465	6	50000	6465	0	36918
2012-02-02 10:45:00	region-1	35326	1574	18	0	0	36893	25	0	0	0	0	6464	6	50000	6464	0	36918
2012-02-02 11:00:00	region-1	35196	1705	22	0	0	36888	35	0	0	0	0	6468	6	50000	6468	0	36923
2012-02-02 11:15:00	region-1	35060	1829	24	0	0	36877	36	0	0	0	0	6463	6	50000	6463	0	36913
2012-02-02 11:30:00	region-1	34922	1957	34	0	0	36881	32	0	0	0	0	6459	6	50000	6459	0	36913
2012-02-02 11:45:00	region-1	34788	2075	46	0	0	36868	41	0	0	0	0	6457	6	50000	6457	0	36909
2012-02-02 12:00:00	region-1	34641	2202	50	0	0	36859	34	0	0	0	0	6451	6	50000	6451	0	36893
2012-02-02 12:15:00	region-1	34520	2314	59	0	0	36859	34	0	0	0	0	6452	6	50000	6452	0	36893
2012-02-02 12:30:00	region-1	34396	2434	66	0	0	36861	35	0	0	0	0	6460	6	50000	6460	0	36896
2012-02-02 12:45:00	region-1	34259	2566	72	0	0	36861	36	0	0	0	0	6467	6	50000	6467	0	36897
2012-02-02 13:00:00	region-1	34127	2688	81	0	0	36856	40	0	0	0	0	6465	6	50000	6465	0	36896
2012-02-02 13:15:00	region-1	33986	2813	92	1	0	36861	31	0	0	0	0	6457	6	50000	6457	0	36892
2012-02-02 13:30:00	region-1	33878	2929	102	1	0	36872	38	0	0	0	0	6459	6	50000	6459	0	36910
2012-02-02 13:45:00	region-1	33739	3051	115	2	0	36867	40	0	0	0	0	6454	6	50000	6454	0	36907
2012-02-02 14:00:00	region-1	33617	3160	126	2	0	36873	32	0	0	0	0	6457	6	50000	6457	0	36905
2012-02-02 14:15:00	region-1	33484	3278	140	3	0	36862	43	0	0	0	0	6454	6	50000	6454	0	36905
2012-02-02 14:30:00	region-1	33339	3402	155	5	0	36874	27	0	0	0	0	6451	6	50000	6451	0	36901
