healthtime,businessunit,policystatus,ipaddrcount
2012-02-03 01:30:00,headquarters,3,7499
2012-02-03 01:45:00,headquarters,3,7705
2012-02-03 02:00:00,headquarters,3,7892
2012-02-03 02:15:00,headquarters,3,8069
2012-02-03 02:30:00,headquarters,3,8270
2012-02-03 02:45:00,headquarters,3,8486
2012-02-03 03:00:00,headquarters,3,8662
2012-02-03 03:15:00,headquarters,3,8870
2012-02-03 03:30:00,headquarters,3,9024
2012-02-03 03:45:00,headquarters,3,9218
2012-02-03 04:00:00,headquarters,3,9400
2012-02-03 04:15:00,headquarters,3,9627
2012-02-03 04:30:00,headquarters,3,9780
2012-02-03 04:45:00,headquarters,3,9990
2012-02-03 05:00:00,headquarters,3,10208
2012-02-03 05:15:00,headquarters,3,10419
2012-02-03 05:30:00,headquarters,3,10601
2012-02-03 05:45:00,headquarters,3,10802
2012-02-03 06:00:00,headquarters,3,11013
2012-02-03 06:15:00,headquarters,3,11218
2012-02-03 06:30:00,headquarters,3,11434
2012-02-03 06:45:00,headquarters,3,11646
2012-02-03 07:00:00,headquarters,3,11856
2012-02-03 07:15:00,headquarters,3,12100
2012-02-03 07:30:00,headquarters,3,12314
2012-02-03 07:45:00,headquarters,3,12532
2012-02-03 08:00:00,headquarters,3,12727
2012-02-03 08:15:00,headquarters,3,12960
2012-02-03 08:30:00,headquarters,3,13177
2012-02-03 08:45:00,headquarters,3,13394
2012-02-03 09:00:00,headquarters,3,13623
2012-02-03 09:15:00,headquarters,3,13870
2012-02-03 09:30:00,headquarters,3,14101
2012-02-03 09:45:00,headquarters,3,14328
2012-02-03 10:00:00,headquarters,3,14547
2012-02-03 10:15:00,headquarters,3,14774
2012-02-03 10:30:00,headquarters,3,14995
2012-02-03 10:45:00,headquarters,3,15182
2012-02-03 11:00:00,headquarters,3,15777
2012-02-03 11:15:00,headquarters,3,16021
2012-02-03 11:30:00,headquarters,3,16259
2012-02-03 11:45:00,headquarters,3,16517
2012-02-03 12:00:00,headquarters,3,16745
2012-02-03 12:15:00,headquarters,3,16947
2012-02-03 12:30:00,headquarters,3,17202
2012-02-03 12:45:00,headquarters,3,17442
2012-02-03 13:00:00,headquarters,3,17674
2012-02-03 13:15:00,headquarters,3,17877
2012-02-03 13:30:00,headquarters,3,18087
2012-02-03 13:45:00,headquarters,3,18320
2012-02-03 14:00:00,headquarters,3,18577
2012-02-03 14:15:00,headquarters,3,18830
2012-02-03 14:30:00,headquarters,3,19048
2012-02-03 14:45:00,headquarters,3,19286
2012-02-03 15:00:00,headquarters,3,19541
2012-02-03 15:15:00,headquarters,3,19774
2012-02-03 15:30:00,headquarters,3,20004
2012-02-03 15:45:00,headquarters,3,20196
2012-02-03 16:00:00,headquarters,3,20421
2012-02-03 16:15:00,headquarters,3,20623
2012-02-03 16:30:00,headquarters,3,20881
2012-02-03 16:45:00,headquarters,3,21090
2012-02-03 17:00:00,headquarters,3,21370
2012-02-03 17:15:00,headquarters,3,21626
2012-02-03 17:30:00,headquarters,3,21850
2012-02-03 17:45:00,headquarters,3,22117
2012-02-03 18:00:00,headquarters,3,22392
2012-02-03 18:15:00,headquarters,3,22602
2012-02-03 18:30:00,headquarters,3,22813
2012-02-03 18:45:00,headquarters,3,23018
2012-02-03 19:00:00,headquarters,3,23260
2012-02-03 19:15:00,headquarters,3,23509
2012-02-03 19:30:00,headquarters,3,23775
2012-02-03 19:45:00,headquarters,3,23998
2012-02-03 20:00:00,headquarters,3,24232
2012-02-03 20:15:00,headquarters,3,24515
2012-02-03 20:30:00,headquarters,3,24776
2012-02-03 20:45:00,headquarters,3,24997
2012-02-03 21:00:00,headquarters,3,25213
2012-02-03 21:15:00,headquarters,3,25466
2012-02-03 21:30:00,headquarters,3,25712
2012-02-03 21:45:00,headquarters,3,25968
2012-02-03 22:00:00,headquarters,3,25560
2012-02-03 22:15:00,headquarters,3,25812
2012-02-03 22:30:00,headquarters,3,26046
2012-02-03 22:45:00,headquarters,3,26294
2012-02-03 23:00:00,headquarters,3,26525
2012-02-03 23:15:00,headquarters,3,26750
2012-02-03 23:30:00,headquarters,3,26969
2012-02-03 23:45:00,headquarters,3,27199
2012-02-04 00:00:00,headquarters,3,27420
2012-02-04 00:15:00,headquarters,3,27637
2012-02-04 00:30:00,headquarters,3,27884
2012-02-04 00:45:00,headquarters,3,28093
2012-02-04 01:00:00,headquarters,3,28352
2012-02-04 01:15:00,headquarters,3,28576
2012-02-04 01:30:00,headquarters,3,28792
2012-02-04 01:45:00,headquarters,3,29024
2012-02-04 02:00:00,headquarters,3,29251
2012-02-04 02:15:00,headquarters,3,29503
2012-02-04 02:30:00,headquarters,3,29797
2012-02-04 02:45:00,headquarters,3,30036
2012-02-04 03:00:00,headquarters,3,30234
2012-02-04 03:15:00,headquarters,3,30484
2012-02-04 03:30:00,headquarters,3,30689
2012-02-04 03:45:00,headquarters,3,30929
2012-02-04 04:00:00,headquarters,3,31132
2012-02-04 04:15:00,headquarters,3,31363
2012-02-04 04:30:00,headquarters,3,31592
2012-02-04 04:45:00,headquarters,3,31869
2012-02-04 05:00:00,headquarters,3,32084
2012-02-04 05:15:00,headquarters,3,32308
2012-02-04 05:30:00,headquarters,3,32531
2012-02-04 05:45:00,headquarters,3,32794
2012-02-04 06:00:00,headquarters,3,33007
2012-02-04 06:15:00,headquarters,3,33240
2012-02-04 06:30:00,headquarters,3,33468
2012-02-04 06:45:00,headquarters,3,33659
2012-02-04 07:00:00,headquarters,3,33888
2012-02-04 07:15:00,headquarters,3,34108
2012-02-04 07:30:00,headquarters,3,34356
2012-02-04 07:45:00,headquarters,3,34555
2012-02-04 08:00:00,headquarters,3,34800
2012-02-02 08:45:00,region-1,3,1
2012-02-02 09:00:00,region-1,3,2
2012-02-02 09:15:00,region-1,3,3
2012-02-02 09:30:00,region-1,3,5
2012-02-02 09:45:00,region-1,3,8
2012-02-02 10:00:00,region-1,3,10
2012-02-02 10:15:00,region-1,3,11
2012-02-02 10:30:00,region-1,3,14
2012-02-02 10:45:00,region-1,3,18
2012-02-02 11:00:00,region-1,3,22
2012-02-02 11:15:00,region-1,3,24
2012-02-02 11:30:00,region-1,3,34
2012-02-02 11:45:00,region-1,3,46
2012-02-02 12:00:00,region-1,3,50
2012-02-02 12:15:00,region-1,3,59
2012-02-02 12:30:00,region-1,3,66
2012-02-02 12:45:00,region-1,3,72
2012-02-02 13:00:00,region-1,3,81
2012-02-02 13:15:00,region-1,3,92
2012-02-02 13:30:00,region-1,3,102
2012-02-02 13:45:00,region-1,3,115
2012-02-02 14:00:00,region-1,3,126
2012-02-02 14:15:00,region-1,3,140
2012-02-02 14:30:00,region-1,3,155
2012-02-02 14:45:00,region-1,3,171
2012-02-02 15:00:00,region-1,3,193
2012-02-02 15:15:00,region-1,3,209
2012-02-02 15:30:00,region-1,3,218
2012-02-02 15:45:00,region-1,3,227
2012-02-02 16:00:00,region-1,3,262
2012-02-02 16:15:00,region-1,3,285
2012-02-02 16:30:00,region-1,3,299
2012-02-02 16:45:00,region-1,3,315
2012-02-02 17:00:00,region-1,3,333
2012-02-02 17:15:00,region-1,3,343
2012-02-02 17:30:00,region-1,3,359
2012-02-02 17:45:00,region-1,3,375
2012-02-02 18:00:00,region-1,3,398
2012-02-02 18:15:00,region-1,3,421
2012-02-02 18:30:00,region-1,3,434
2012-02-02 18:45:00,region-1,3,457
2012-02-02 19:00:00,region-1,3,485
2012-02-02 19:15:00,region-1,3,511
2012-02-02 19:30:00,region-1,3,539
2012-02-02 19:45:00,region-1,3,555
2012-02-02 20:00:00,region-1,3,578
2012-02-02 20:15:00,region-1,3,606
2012-02-02 20:30:00,region-1,3,624
2012-02-02 20:45:00,region-1,3,655
2012-02-02 21:00:00,region-1,3,687
2012-02-02 21:15:00,region-1,3,712
2012-02-02 21:30:00,region-1,3,732
2012-02-02 21:45:00,region-1,3,763
2012-02-02 22:00:00,region-1,3,792
2012-02-02 22:15:00,region-1,3,817
2012-02-02 22:30:00,region-1,3,840
2012-02-02 22:45:00,region-1,3,881
2012-02-02 23:00:00,region-1,3,899
2012-02-02 23:15:00,region-1,3,925
2012-02-02 23:30:00,region-1,3,947
2012-02-02 23:45:00,region-1,3,969
2012-02-03 00:00:00,region-1,3,986
2012-02-03 00:15:00,region-1,3,1010
2012-02-03 00:30:00,region-1,3,1053
2012-02-03 00:45:00,region-1,3,1095
2012-02-03 01:00:00,region-1,3,1125
2012-02-03 01:15:00,region-1,3,1156
2012-02-03 01:30:00,region-1,3,1192
2012-02-03 01:45:00,region-1,3,1214
2012-02-03 02:00:00,region-1,3,1199
2012-02-03 02:15:00,region-1,3,1219
2012-02-03 02:30:00,region-1,3,1251
2012-02-03 02:45:00,region-1,3,1270
2012-02-03 03:00:00,region-1,3,1228
2012-02-03 03:15:00,region-1,3,1262
2012-02-03 03:30:00,region-1,3,1292
2012-02-03 03:45:00,region-1,3,1314
2012-02-03 04:00:00,region-1,3,1340
2012-02-03 04:15:00,region-1,3,1365
2012-02-03 04:30:00,region-1,3,1391
2012-02-03 04:45:00,region-1,3,1409
2012-02-03 05:00:00,region-1,3,1436
2012-02-03 05:15:00,region-1,3,1476
2012-02-03 05:30:00,region-1,3,1499
2012-02-03 05:45:00,region-1,3,1541
2012-02-03 06:00:00,region-1,3,1561
2012-02-03 06:15:00,region-1,3,1597
2012-02-03 06:30:00,region-1,3,1630
2012-02-03 06:45:00,region-1,3,1664
2012-02-03 07:00:00,region-1,3,1702
2012-02-03 07:15:00,region-1,3,1722
2012-02-03 07:30:00,region-1,3,1754
2012-02-03 07:45:00,region-1,3,1775
2012-02-03 08:00:00,region-1,3,1807
2012-02-03 08:15:00,region-1,3,1844
2012-02-03 08:30:00,region-1,3,1877
2012-02-03 08:45:00,region-1,3,1902
2012-02-03 09:00:00,region-1,3,1922
2012-02-03 09:15:00,region-1,3,1957
2012-02-03 09:30:00,region-1,3,1995
2012-02-03 09:45:00,region-1,3,2011
2012-02-03 10:00:00,region-1,3,2059
2012-02-03 10:15:00,region-1,3,2087
2012-02-03 10:30:00,region-1,3,2117
2012-02-03 10:45:00,region-1,3,2149
2012-02-03 11:00:00,region-1,3,2176
2012-02-03 11:15:00,region-1,3,2203
2012-02-03 11:30:00,region-1,3,2232
2012-02-03 11:45:00,region-1,3,2260
2012-02-03 12:00:00,region-1,3,2300
2012-02-03 12:15:00,region-1,3,2330
2012-02-03 12:30:00,region-1,3,2368
2012-02-03 12:45:00,region-1,3,2403
2012-02-03 13:00:00,region-1,3,2444
2012-02-03 13:15:00,region-1,3,2468
2012-02-03 13:30:00,region-1,3,2506
2012-02-03 13:45:00,region-1,3,2534
2012-02-03 14:00:00,region-1,3,2562
2012-02-03 14:15:00,region-1,3,2582
2012-02-03 14:30:00,region-1,3,2607
2012-02-03 14:45:00,region-1,3,2638
2012-02-03 15:00:00,region-1,3,2801
2012-02-03 15:15:00,region-1,3,2832
2012-02-03 15:30:00,region-1,3,2864
2012-02-03 15:45:00,region-1,3,2903
2012-02-03 16:00:00,region-1,3,3118
2012-02-03 16:15:00,region-1,3,3140
2012-02-03 16:30:00,region-1,3,3170
2012-02-03 16:45:00,region-1,3,3202
2012-02-03 17:00:00,region-1,3,3242
2012-02-03 17:15:00,region-1,3,3274
2012-02-03 17:30:00,region-1,3,3295
2012-02-03 17:45:00,region-1,3,3327
2012-02-03 18:00:00,region-1,3,3361
2012-02-03 18:15:00,region-1,3,3391
2012-02-03 18:30:00,region-1,3,3448
2012-02-03 18:45:00,region-1,3,3468
2012-02-03 19:00:00,region-1,3,3509
2012-02-03 19:15:00,region-1,3,3539
2012-02-03 19:30:00,region-1,3,3563
2012-02-03 19:45:00,region-1,3,3607
2012-02-03 20:00:00,region-1,3,3650
2012-02-03 20:15:00,region-1,3,3691
2012-02-03 20:30:00,region-1,3,3716
2012-02-03 20:45:00,region-1,3,3758
2012-02-03 21:00:00,region-1,3,3789
2012-02-03 21:15:00,region-1,3,3832
2012-02-03 21:30:00,region-1,3,3859
2012-02-03 21:45:00,region-1,3,3896
2012-02-03 22:00:00,region-1,3,3926
2012-02-03 22:15:00,region-1,3,3956
2012-02-03 22:30:00,region-1,3,3997
2012-02-03 22:45:00,region-1,3,4040
2012-02-03 23:00:00,region-1,3,4072
2012-02-03 23:15:00,region-1,3,4109
2012-02-03 23:30:00,region-1,3,4154
2012-02-03 23:45:00,region-1,3,4194
2012-02-04 00:00:00,region-1,3,4222
2012-02-04 00:15:00,region-1,3,4259
2012-02-04 00:30:00,region-1,3,4289
2012-02-04 00:45:00,region-1,3,4342
2012-02-04 01:00:00,region-1,3,4375
2012-02-04 01:15:00,region-1,3,4419
2012-02-04 01:30:00,region-1,3,4443
2012-02-04 01:45:00,region-1,3,4479
2012-02-04 02:00:00,region-1,3,4336
2012-02-04 02:15:00,region-1,3,4384
2012-02-04 02:30:00,region-1,3,4416
2012-02-04 02:45:00,region-1,3,4454
2012-02-04 03:00:00,region-1,3,4202
2012-02-04 03:15:00,region-1,3,4222
2012-02-04 03:30:00,region-1,3,4270
2012-02-04 03:45:00,region-1,3,4275
2012-02-04 04:00:00,region-1,3,4302
2012-02-04 04:15:00,region-1,3,4331
2012-02-04 04:30:00,region-1,3,4352
2012-02-04 04:45:00,region-1,3,4383
2012-02-04 05:00:00,region-1,3,4424
2012-02-04 05:15:00,region-1,3,4456
2012-02-04 05:30:00,region-1,3,4500
2012-02-04 05:45:00,region-1,3,4541
2012-02-04 06:00:00,region-1,3,4559
2012-02-04 06:15:00,region-1,3,4586
2012-02-04 06:30:00,region-1,3,4632
2012-02-04 06:45:00,region-1,3,4666
2012-02-04 07:00:00,region-1,3,4695
2012-02-04 07:15:00,region-1,3,4739
2012-02-04 07:30:00,region-1,3,4777
2012-02-04 07:45:00,region-1,3,4804
2012-02-04 08:00:00,region-1,3,4833
2012-02-02 08:30:00,region-2,3,1
2012-02-02 08:45:00,region-2,3,1
2012-02-02 09:00:00,region-2,3,3
2012-02-02 09:15:00,region-2,3,4
2012-02-02 09:30:00,region-2,3,5
2012-02-02 09:45:00,region-2,3,12
2012-02-02 10:00:00,region-2,3,12
2012-02-02 10:15:00,region-2,3,14
2012-02-02 10:30:00,region-2,3,17
2012-02-02 10:45:00,region-2,3,21
2012-02-02 11:00:00,region-2,3,24
2012-02-02 11:15:00,region-2,3,30
2012-02-02 11:30:00,region-2,3,43
2012-02-02 11:45:00,region-2,3,50
2012-02-02 12:00:00,region-2,3,56
2012-02-02 12:15:00,region-2,3,64
2012-02-02 12:30:00,region-2,3,74
2012-02-02 12:45:00,region-2,3,83
2012-02-02 13:00:00,region-2,3,93
2012-02-02 13:15:00,region-2,3,102
2012-02-02 13:30:00,region-2,3,108
2012-02-02 13:45:00,region-2,3,118
2012-02-02 14:00:00,region-2,3,125
2012-02-02 14:15:00,region-2,3,141
2012-02-02 14:30:00,region-2,3,156
2012-02-02 14:45:00,region-2,3,168
2012-02-02 15:00:00,region-2,3,180
2012-02-02 15:15:00,region-2,3,197
2012-02-02 15:30:00,region-2,3,215
2012-02-02 15:45:00,region-2,3,222
2012-02-02 16:00:00,region-2,3,257
2012-02-02 16:15:00,region-2,3,277
2012-02-02 16:30:00,region-2,3,297
2012-02-02 16:45:00,region-2,3,312
2012-02-02 17:00:00,region-2,3,348
2012-02-02 17:15:00,region-2,3,359
2012-02-02 17:30:00,region-2,3,386
2012-02-02 17:45:00,region-2,3,403
2012-02-02 18:00:00,region-2,3,422
2012-02-02 18:15:00,region-2,3,438
2012-02-02 18:30:00,region-2,3,455
2012-02-02 18:45:00,region-2,3,480
2012-02-02 19:00:00,region-2,3,505
2012-02-02 19:15:00,region-2,3,524
2012-02-02 19:30:00,region-2,3,554
2012-02-02 19:45:00,region-2,3,582
2012-02-02 20:00:00,region-2,3,613
2012-02-02 20:15:00,region-2,3,643
2012-02-02 20:30:00,region-2,3,661
2012-02-02 20:45:00,region-2,3,685
2012-02-02 21:00:00,region-2,3,713
2012-02-02 21:15:00,region-2,3,735
2012-02-02 21:30:00,region-2,3,767
2012-02-02 21:45:00,region-2,3,793
2012-02-02 22:00:00,region-2,3,822
2012-02-02 22:15:00,region-2,3,855
2012-02-02 22:30:00,region-2,3,881
2012-02-02 22:45:00,region-2,3,918
2012-02-02 23:00:00,region-2,3,938
2012-02-02 23:15:00,region-2,3,964
2012-02-02 23:30:00,region-2,3,991
2012-02-02 23:45:00,region-2,3,1012
2012-02-03 00:00:00,region-2,3,1036
2012-02-03 00:15:00,region-2,3,1050
2012-02-03 00:30:00,region-2,3,1088
2012-02-03 00:45:00,region-2,3,1128
2012-02-03 01:00:00,region-2,3,1159
2012-02-03 01:15:00,region-2,3,1186
2012-02-03 01:30:00,region-2,3,1215
2012-02-03 01:45:00,region-2,3,1243
2012-02-03 02:00:00,region-2,3,1278
2012-02-03 02:15:00,region-2,3,1314
2012-02-03 02:30:00,region-2,3,1342
2012-02-03 02:45:00,region-2,3,1367
2012-02-03 03:00:00,region-2,3,1316
2012-02-03 03:15:00,region-2,3,1351
2012-02-03 03:30:00,region-2,3,1380
2012-02-03 03:45:00,region-2,3,1411
2012-02-03 04:00:00,region-2,3,1384
2012-02-03 04:15:00,region-2,3,1424
2012-02-03 04:30:00,region-2,3,1458
2012-02-03 04:45:00,region-2,3,1486
2012-02-03 05:00:00,region-2,3,1514
2012-02-03 05:15:00,region-2,3,1537
2012-02-03 05:30:00,region-2,3,1566
2012-02-03 05:45:00,region-2,3,1605
2012-02-03 06:00:00,region-2,3,1627
2012-02-03 06:15:00,region-2,3,1661
2012-02-03 06:30:00,region-2,3,1688
2012-02-03 06:45:00,region-2,3,1717
2012-02-03 07:00:00,region-2,3,1746
2012-02-03 07:15:00,region-2,3,1765
2012-02-03 07:30:00,region-2,3,1803
2012-02-03 07:45:00,region-2,3,1832
2012-02-03 08:00:00,region-2,3,1852
2012-02-03 08:15:00,region-2,3,1875
2012-02-03 08:30:00,region-2,3,1911
2012-02-03 08:45:00,region-2,3,1942
2012-02-03 09:00:00,region-2,3,1963
2012-02-03 09:15:00,region-2,3,1991
2012-02-03 09:30:00,region-2,3,2035
2012-02-03 09:45:00,region-2,3,2059
2012-02-03 10:00:00,region-2,3,2095
2012-02-03 10:15:00,region-2,3,2122
2012-02-03 10:30:00,region-2,3,2144
2012-02-03 10:45:00,region-2,3,2175
2012-02-03 11:00:00,region-2,3,2200
2012-02-03 11:15:00,region-2,3,2224
2012-02-03 11:30:00,region-2,3,2257
2012-02-03 11:45:00,region-2,3,2282
2012-02-03 12:00:00,region-2,3,2320
2012-02-03 12:15:00,region-2,3,2355
2012-02-03 12:30:00,region-2,3,2383
2012-02-03 12:45:00,region-2,3,2415
2012-02-03 13:00:00,region-2,3,2447
2012-02-03 13:15:00,region-2,3,2474
2012-02-03 13:30:00,region-2,3,2515
2012-02-03 13:45:00,region-2,3,2549
2012-02-03 14:00:00,region-2,3,2576
2012-02-03 14:15:00,region-2,3,2604
2012-02-03 14:30:00,region-2,3,2638
2012-02-03 14:45:00,region-2,3,2668
2012-02-03 15:00:00,region-2,3,2707
2012-02-03 15:15:00,region-2,3,2744
2012-02-03 15:30:00,region-2,3,2783
2012-02-03 15:45:00,region-2,3,2815
2012-02-03 16:00:00,region-2,3,3057
2012-02-03 16:15:00,region-2,3,3090
2012-02-03 16:30:00,region-2,3,3120
2012-02-03 16:45:00,region-2,3,3151
2012-02-03 17:00:00,region-2,3,3317
2012-02-03 17:15:00,region-2,3,3354
2012-02-03 17:30:00,region-2,3,3382
2012-02-03 17:45:00,region-2,3,3409
2012-02-03 18:00:00,region-2,3,3466
2012-02-03 18:15:00,region-2,3,3493
2012-02-03 18:30:00,region-2,3,3540
2012-02-03 18:45:00,region-2,3,3568
2012-02-03 19:00:00,region-2,3,3619
2012-02-03 19:15:00,region-2,3,3653
2012-02-03 19:30:00,region-2,3,3685
2012-02-03 19:45:00,region-2,3,3723
2012-02-03 20:00:00,region-2,3,3766
2012-02-03 20:15:00,region-2,3,3806
2012-02-03 20:30:00,region-2,3,3837
2012-02-03 20:45:00,region-2,3,3874
2012-02-03 21:00:00,region-2,3,3916
2012-02-03 21:15:00,region-2,3,3948
2012-02-03 21:30:00,region-2,3,3983
2012-02-03 21:45:00,region-2,3,4010
2012-02-03 22:00:00,region-2,3,4041
2012-02-03 22:15:00,region-2,3,4089
2012-02-03 22:30:00,region-2,3,4126
2012-02-03 22:45:00,region-2,3,4167
2012-02-03 23:00:00,region-2,3,4191
2012-02-03 23:15:00,region-2,3,4234
2012-02-03 23:30:00,region-2,3,4264
2012-02-03 23:45:00,region-2,3,4298
2012-02-04 00:00:00,region-2,3,4341
2012-02-04 00:15:00,region-2,3,4374
2012-02-04 00:30:00,region-2,3,4410
2012-02-04 00:45:00,region-2,3,4455
2012-02-04 01:00:00,region-2,3,4474
2012-02-04 01:15:00,region-2,3,4509
2012-02-04 01:30:00,region-2,3,4558
2012-02-04 01:45:00,region-2,3,4591
2012-02-04 02:00:00,region-2,3,4639
2012-02-04 02:15:00,region-2,3,4688
2012-02-04 02:30:00,region-2,3,4738
2012-02-04 02:45:00,region-2,3,4774
2012-02-04 03:00:00,region-2,3,4480
2012-02-04 03:15:00,region-2,3,4498
2012-02-04 03:30:00,region-2,3,4535
2012-02-04 03:45:00,region-2,3,4553
2012-02-04 04:00:00,region-2,3,4398
2012-02-04 04:15:00,region-2,3,4425
2012-02-04 04:30:00,region-2,3,4448
2012-02-04 04:45:00,region-2,3,4474
2012-02-04 05:00:00,region-2,3,4502
2012-02-04 05:15:00,region-2,3,4550
2012-02-04 05:30:00,region-2,3,4588
2012-02-04 05:45:00,region-2,3,4634
2012-02-04 06:00:00,region-2,3,4666
2012-02-04 06:15:00,region-2,3,4704
2012-02-04 06:30:00,region-2,3,4725
2012-02-04 06:45:00,region-2,3,4755
2012-02-04 07:00:00,region-2,3,4792
2012-02-04 07:15:00,region-2,3,4834
2012-02-04 07:30:00,region-2,3,4871
2012-02-04 07:45:00,region-2,3,4891
2012-02-04 08:00:00,region-2,3,4931
2012-02-02 09:00:00,region-3,3,4
2012-02-02 09:15:00,region-3,3,8
2012-02-02 09:30:00,region-3,3,13
2012-02-02 09:45:00,region-3,3,17
2012-02-02 10:00:00,region-3,3,20
2012-02-02 10:15:00,region-3,3,20
2012-02-02 10:30:00,region-3,3,22
2012-02-02 10:45:00,region-3,3,31
2012-02-02 11:00:00,region-3,3,33
2012-02-02 11:15:00,region-3,3,40
2012-02-02 11:30:00,region-3,3,51
2012-02-02 11:45:00,region-3,3,60
2012-02-02 12:00:00,region-3,3,68
2012-02-02 12:15:00,region-3,3,77
2012-02-02 12:30:00,region-3,3,82
2012-02-02 12:45:00,region-3,3,90
2012-02-02 13:00:00,region-3,3,101
2012-02-02 13:15:00,region-3,3,113
2012-02-02 13:30:00,region-3,3,120
2012-02-02 13:45:00,region-3,3,133
2012-02-02 14:00:00,region-3,3,160
2012-02-02 14:15:00,region-3,3,176
2012-02-02 14:30:00,region-3,3,190
2012-02-02 14:45:00,region-3,3,210
2012-02-02 15:00:00,region-3,3,222
2012-02-02 15:15:00,region-3,3,237
2012-02-02 15:30:00,region-3,3,251
2012-02-02 15:45:00,region-3,3,269
2012-02-02 16:00:00,region-3,3,289
2012-02-02 16:15:00,region-3,3,305
2012-02-02 16:30:00,region-3,3,320
2012-02-02 16:45:00,region-3,3,335
2012-02-02 17:00:00,region-3,3,375
2012-02-02 17:15:00,region-3,3,394
2012-02-02 17:30:00,region-3,3,411
2012-02-02 17:45:00,region-3,3,429
2012-02-02 18:00:00,region-3,3,450
2012-02-02 18:15:00,region-3,3,473
2012-02-02 18:30:00,region-3,3,489
2012-02-02 18:45:00,region-3,3,498
2012-02-02 19:00:00,region-3,3,510
2012-02-02 19:15:00,region-3,3,543
2012-02-02 19:30:00,region-3,3,564
2012-02-02 19:45:00,region-3,3,601
2012-02-02 20:00:00,region-3,3,620
2012-02-02 20:15:00,region-3,3,641
2012-02-02 20:30:00,region-3,3,659
2012-02-02 20:45:00,region-3,3,686
2012-02-02 21:00:00,region-3,3,719
2012-02-02 21:15:00,region-3,3,735
2012-02-02 21:30:00,region-3,3,762
2012-02-02 21:45:00,region-3,3,785
2012-02-02 22:00:00,region-3,3,804
2012-02-02 22:15:00,region-3,3,829
2012-02-02 22:30:00,region-3,3,852
2012-02-02 22:45:00,region-3,3,875
2012-02-02 23:00:00,region-3,3,901
2012-02-02 23:15:00,region-3,3,927
2012-02-02 23:30:00,region-3,3,949
2012-02-02 23:45:00,region-3,3,977
2012-02-03 00:00:00,region-3,3,977
2012-02-03 00:15:00,region-3,3,1004
2012-02-03 00:30:00,region-3,3,1028
