businessunit,healthtime,a1,a2,a3,a4,a5,p1,p2,p3,p4,p5
2012-02-03 02:00:00,region-1,8877,11,156,33,111,6865,2006,291,24,2
2012-02-03 02:15:00,region-1,8877,17,146,29,125,6835,2038,293,26,2
2012-02-03 02:30:00,region-1,8874,15,163,39,108,6814,2057,299,27,2
2012-02-03 02:45:00,region-1,8856,11,162,32,132,6783,2075,306,27,2
2012-02-03 03:00:00,region-1,6449,12,0,0,0,4750,1455,235,19,2
2012-02-03 03:15:00,region-1,6452,9,0,0,0,4737,1461,237,24,2
2012-02-03 03:30:00,region-1,6453,13,0,0,0,4726,1471,242,25,2
2012-02-03 03:45:00,region-1,6454,3,0,0,0,4701,1485,243,26,2
2012-02-03 04:00:00,region-1,6456,12,0,0,0,4697,1496,246,27,2
2012-02-03 04:15:00,region-1,6455,9,0,0,0,4686,1501,247,27,3
2012-02-03 04:30:00,region-1,6459,5,0,0,0,4664,1520,248,29,3
2012-02-03 04:45:00,region-1,6453,11,0,0,0,4650,1532,247,32,3
2012-02-03 05:00:00,region-1,6457,6,0,0,0,4628,1545,254,33,3
2012-02-03 05:15:00,region-1,6455,15,0,0,0,4604,1567,261,35,3
2012-02-03 05:30:00,region-1,6445,13,0,0,0,4582,1573,262,37,4
2012-02-03 05:45:00,region-1,6453,5,0,0,0,4559,1589,269,37,4
2012-02-03 06:00:00,region-1,6450,12,0,0,0,4545,1600,274,39,4
2012-02-03 06:15:00,region-1,6452,7,0,0,0,4535,1596,284,40,4
2012-02-03 06:30:00,region-1,6461,6,0,0,0,4520,1606,297,40,4
2012-02-03 06:45:00,region-1,6456,14,0,0,0,4500,1619,307,40,4
2012-02-03 07:00:00,region-1,6450,12,0,0,0,4470,1633,313,42,4
2012-02-03 07:15:00,region-1,6452,6,0,0,0,4454,1639,319,42,4
2012-02-03 07:30:00,region-1,6456,7,0,0,0,4433,1659,323,44,4
2012-02-03 07:45:00,region-1,6458,10,0,0,0,4419,1675,325,45,4
2012-02-03 08:00:00,region-1,6454,9,0,0,0,4401,1679,332,47,4
2012-02-03 08:15:00,region-1,6455,11,0,0,0,4386,1686,342,48,4
2012-02-03 08:30:00,region-1,6458,6,0,0,0,4369,1693,349,49,4
2012-02-03 08:45:00,region-1,6457,13,0,0,0,4358,1704,352,52,4
2012-02-03 09:00:00,region-1,6449,11,0,0,0,4335,1712,357,52,4
2012-02-03 09:15:00,region-1,6462,2,0,0,0,4321,1719,368,52,4
2012-02-03 09:30:00,region-1,6463,10,0,0,0,4308,1737,370,54,4
2012-02-03 09:45:00,region-1,6460,8,0,0,0,4283,1754,369,57,5
2012-02-03 10:00:00,region-1,6456,9,0,0,0,4259,1765,378,58,5
2012-02-03 10:15:00,region-1,6461,8,0,0,0,4248,1773,384,59,5
2012-02-03 10:30:00,region-1,6454,11,0,0,0,4232,1777,390,60,6
2012-02-03 10:45:00,region-1,6447,14,0,0,0,4208,1789,398,59,7
2012-02-03 11:00:00,region-1,6447,7,0,0,0,4185,1801,399,62,7
2012-02-03 11:15:00,region-1,6451,9,0,0,0,4177,1809,405,62,7
2012-02-03 11:30:00,region-1,6454,8,0,0,0,4163,1822,405,65,7
2012-02-03 11:45:00,region-1,6453,15,0,0,0,4153,1828,413,67,7
2012-02-03 12:00:00,region-1,6452,7,0,0,0,4135,1828,418,71,7
2012-02-03 12:15:00,region-1,6452,8,0,0,0,4115,1840,426,72,7
2012-02-03 12:30:00,region-1,6458,6,0,0,0,4101,1850,434,72,7
2012-02-03 12:45:00,region-1,6463,3,0,0,0,4089,1858,439,73,7
2012-02-03 13:00:00,region-1,6461,13,0,0,0,4075,1872,444,76,7
2012-02-03 13:15:00,region-1,6455,12,0,0,0,4053,1880,445,81,8
2012-02-03 13:30:00,region-1,6455,7,0,0,0,4033,1888,450,83,8
2012-02-03 13:45:00,region-1,6452,14,0,0,0,4016,1901,457,82,10
2012-02-03 14:00:00,region-1,6445,15,0,0,0,4001,1905,461,83,10
2012-02-03 14:15:00,region-1,6444,9,0,0,0,3982,1915,460,86,10
2012-02-03 14:30:00,region-1,6450,6,0,0,0,3971,1922,465,87,11
2012-02-03 14:45:00,region-1,6448,14,0,0,0,3959,1935,470,87,11
2012-02-03 15:00:00,region-1,7909,13,86,18,79,4930,2456,602,103,14
2012-02-03 15:15:00,region-1,7940,13,77,20,54,4914,2468,604,104,14
2012-02-03 15:30:00,region-1,7949,6,76,19,54,4892,2482,608,107,15
2012-02-03 15:45:00,region-1,7916,9,89,25,71,4876,2493,616,110,15
2012-02-03 16:00:00,region-1,10314,16,254,59,198,6505,3357,803,158,18
2012-02-03 16:15:00,region-1,10327,18,238,70,193,6479,3375,811,163,18
2012-02-03 16:30:00,region-1,10346,15,239,62,176,6443,3392,818,167,18
2012-02-03 16:45:00,region-1,10313,10,255,68,198,6420,3403,832,170,19
2012-02-03 17:00:00,region-1,10378,8,259,50,158,6399,3416,847,171,20
2012-02-03 17:15:00,region-1,10344,7,232,79,195,6376,3430,857,174,20
2012-02-03 17:30:00,region-1,10396,9,217,73,163,6358,3437,867,176,20
2012-02-03 17:45:00,region-1,10390,10,204,71,184,6332,3450,878,178,21
2012-02-03 18:00:00,region-1,10315,17,265,63,200,6308,3458,892,178,24
2012-02-03 18:15:00,region-1,10337,13,252,73,174,6283,3456,902,183,25
2012-02-03 18:30:00,region-1,10365,8,239,53,188,6255,3471,919,182,26
2012-02-03 18:45:00,region-1,10381,14,217,59,185,6237,3485,921,187,26
2012-02-03 19:00:00,region-1,10347,15,256,62,172,6205,3501,930,189,27
2012-02-03 19:15:00,region-1,10343,16,245,53,195,6177,3516,941,191,27
2012-02-03 19:30:00,region-1,10354,16,252,56,167,6149,3525,948,195,28
2012-02-03 19:45:00,region-1,10323,19,270,55,182,6130,3536,955,200,28
2012-02-03 20:00:00,region-1,10390,14,196,67,177,6111,3535,965,203,30
2012-02-03 20:15:00,region-1,10295,21,241,88,203,6096,3541,972,207,32
2012-02-03 20:30:00,region-1,10336,16,251,57,180,6056,3568,978,204,34
2012-02-03 20:45:00,region-1,10305,21,249,60,200,6026,3574,989,210,36
2012-02-03 21:00:00,region-1,10321,20,234,67,194,6010,3579,999,211,37
2012-02-03 21:15:00,region-1,10340,19,235,61,175,5983,3579,1014,216,38
2012-02-03 21:30:00,region-1,10323,18,272,50,170,5967,3590,1018,219,39
2012-02-03 21:45:00,region-1,10321,18,245,79,175,5936,3610,1032,220,40
2012-02-03 22:00:00,region-1,10321,14,264,48,192,5914,3623,1040,222,40
2012-02-03 22:15:00,region-1,10364,28,213,62,173,5893,3639,1037,228,43
2012-02-03 22:30:00,region-1,10312,20,262,62,174,5866,3648,1043,230,43
2012-02-03 22:45:00,region-1,10323,14,245,60,193,5849,3658,1053,232,43
2012-02-03 23:00:00,region-1,10346,23,223,51,195,5830,3664,1066,235,43
2012-02-03 23:15:00,region-1,10326,15,228,52,213,5802,3677,1072,240,43
2012-02-03 23:30:00,region-1,10346,12,248,66,168,5776,3690,1089,241,44
2012-02-03 23:45:00,region-1,10337,18,245,67,175,5745,3707,1103,241,46
2012-02-04 00:00:00,region-1,10327,22,244,60,187,5724,3715,1110,242,49
2012-02-04 00:15:00,region-1,10344,13,224,79,174,5694,3725,1121,244,50
2012-02-04 00:30:00,region-1,10343,15,254,65,162,5683,3732,1126,246,52
2012-02-04 00:45:00,region-1,10324,21,239,65,192,5658,3737,1140,253,53
2012-02-04 01:00:00,region-1,10368,12,229,60,174,5640,3738,1157,255,53
2012-02-04 01:15:00,region-1,10342,22,234,63,183,5611,3748,1174,257,54
2012-02-04 01:30:00,region-1,10347,26,212,65,182,5582,3759,1175,258,58
2012-02-04 01:45:00,region-1,10299,16,264,61,183,5563,3748,1191,264,57
2012-02-04 02:00:00,region-1,8857,9,157,34,126,4727,3164,1009,237,46
2012-02-04 02:15:00,region-1,8862,14,131,48,136,4713,3176,1010,245,47
2012-02-04 02:30:00,region-1,8878,11,164,42,101,4697,3187,1014,250,48
2012-02-04 02:45:00,region-1,8907,14,145,33,101,4674,3194,1031,253,48
2012-02-04 03:00:00,region-1,6459,8,0,0,0,3255,2254,745,181,32
2012-02-04 03:15:00,region-1,6463,5,0,0,0,3237,2265,749,183,34
2012-02-04 03:30:00,region-1,6461,8,0,0,0,3221,2272,757,185,34
2012-02-04 03:45:00,region-1,6456,14,0,0,0,3207,2277,764,185,37
2012-02-04 04:00:00,region-1,6454,10,0,0,0,3185,2286,769,186,38
2012-02-04 04:15:00,region-1,6454,10,0,0,0,3174,2286,776,189,39
2012-02-04 04:30:00,region-1,6446,13,0,0,0,3157,2292,778,192,40
2012-02-04 04:45:00,region-1,6449,7,0,0,0,3141,2297,788,191,39
2012-02-04 05:00:00,region-1,6453,7,0,0,0,3133,2298,795,194,40
2012-02-04 05:15:00,region-1,6450,13,0,0,0,3118,2310,795,198,42
2012-02-04 05:30:00,region-1,6450,8,0,0,0,3103,2307,808,198,42
2012-02-04 05:45:00,region-1,6443,16,0,0,0,3093,2308,814,199,45
2012-02-04 06:00:00,region-1,6445,6,0,0,0,3075,2314,816,201,45
2012-02-04 06:15:00,region-1,6448,15,0,0,0,3071,2323,822,201,46
2012-02-04 06:30:00,region-1,6439,15,0,0,0,3057,2316,833,201,47
2012-02-04 06:45:00,region-1,6436,14,0,0,0,3043,2321,838,201,47
2012-02-04 07:00:00,region-1,6435,13,0,0,0,3034,2322,844,201,47
2012-02-04 07:15:00,region-1,6440,10,0,0,0,3029,2320,847,207,47
2012-02-04 07:30:00,region-1,6446,14,0,0,0,3025,2326,851,211,47
2012-02-04 07:45:00,region-1,6447,7,0,0,0,3014,2322,858,212,48
2012-02-04 08:00:00,region-1,6451,9,0,0,0,2998,2337,857,219,49
2012-02-02 08:15:00,region-2,6546,8,0,0,0,6525,29,0,0,0
2012-02-02 08:30:00,region-2,6531,15,0,0,0,6496,50,0,0,0
2012-02-02 08:45:00,region-2,6522,11,0,0,0,6458,75,0,0,0
2012-02-02 09:00:00,region-2,6522,8,0,0,0,6433,97,0,0,0
2012-02-02 09:15:00,region-2,6517,12,0,0,0,6413,116,0,0,0
2012-02-02 09:30:00,region-2,6513,14,0,0,0,6396,131,0,0,0
2012-02-02 09:45:00,region-2,6511,11,0,0,0,6370,148,4,0,0
2012-02-02 10:00:00,region-2,6516,6,0,0,0,6343,175,4,0,0
2012-02-02 10:15:00,region-2,6519,11,0,0,0,6325,201,4,0,0
2012-02-02 10:30:00,region-2,6512,15,0,0,0,6297,226,4,0,0
2012-02-02 10:45:00,region-2,6517,10,0,0,0,6271,251,5,0,0
2012-02-02 11:00:00,region-2,6517,12,0,0,0,6249,275,5,0,0
2012-02-02 11:15:00,region-2,6513,12,0,0,0,6222,297,6,0,0
2012-02-02 11:30:00,region-2,6516,12,0,0,0,6198,322,8,0,0
2012-02-02 11:45:00,region-2,6517,9,0,0,0,6173,342,11,0,0
2012-02-02 12:00:00,region-2,6514,11,0,0,0,6150,361,14,0,0
2012-02-02 12:15:00,region-2,6515,12,0,0,0,6127,385,15,0,0
2012-02-02 12:30:00,region-2,6513,12,0,0,0,6105,404,16,0,0
2012-02-02 12:45:00,region-2,6510,9,0,0,0,6064,438,16,1,0
2012-02-02 13:00:00,region-2,6515,10,0,0,0,6044,460,20,1,0
2012-02-02 13:15:00,region-2,6514,12,0,0,0,6020,483,22,1,0
2012-02-02 13:30:00,region-2,6510,16,0,0,0,6002,500,23,1,0
2012-02-02 13:45:00,region-2,6509,13,0,0,0,5966,530,25,1,0
2012-02-02 14:00:00,region-2,6514,7,0,0,0,5941,554,25,1,0
2012-02-02 14:15:00,region-2,6518,11,0,0,0,5921,580,27,1,0
2012-02-02 14:30:00,region-2,6518,9,0,0,0,5898,597,31,1,0
2012-02-02 14:45:00,region-2,6511,13,0,0,0,5862,627,34,1,0
2012-02-02 15:00:00,region-2,6515,11,0,0,0,5831,657,37,1,0
2012-02-02 15:15:00,region-2,6513,11,0,0,0,5805,679,39,1,0
2012-02-02 15:30:00,region-2,6520,5,0,0,0,5784,694,46,1,0
2012-02-02 15:45:00,region-2,6521,10,0,0,0,5764,720,46,1,0
2012-02-02 16:00:00,region-2,8956,9,142,38,109,8160,1026,66,2,0
2012-02-02 16:15:00,region-2,8949,14,161,39,99,8133,1057,70,2,0
2012-02-02 16:30:00,region-2,8932,12,169,44,99,8107,1070,77,2,0
2012-02-02 16:45:00,region-2,8914,11,176,37,117,8066,1107,79,3,0
2012-02-02 17:00:00,region-2,10335,17,266,66,169,9414,1339,95,5,0
2012-02-02 17:15:00,region-2,10335,16,252,66,177,9365,1376,99,6,0
2012-02-02 17:30:00,region-2,10344,17,220,63,204,9310,1426,106,6,0
2012-02-02 17:45:00,region-2,10377,12,231,72,156,9261,1469,112,6,0
2012-02-02 18:00:00,region-2,10321,22,248,52,204,9228,1497,115,7,0
2012-02-02 18:15:00,region-2,10369,18,229,64,159,9185,1526,121,7,0
2012-02-02 18:30:00,region-2,10365,21,212,62,177,9161,1539,130,7,0
2012-02-02 18:45:00,region-2,10305,25,239,65,204,9115,1580,136,7,0
2012-02-02 19:00:00,region-2,10343,11,255,43,179,9079,1604,141,7,0
2012-02-02 19:15:00,region-2,10307,17,233,82,206,9061,1630,147,7,0
2012-02-02 19:30:00,region-2,10339,25,248,56,178,9027,1656,156,7,0
2012-02-02 19:45:00,region-2,10347,18,234,59,183,8982,1685,166,8,0
2012-02-02 20:00:00,region-2,10350,16,221,74,180,8941,1717,174,9,0
2012-02-02 20:15:00,region-2,10337,13,251,69,174,8906,1746,182,10,0
2012-02-02 20:30:00,region-2,10340,17,230,66,191,8878,1768,188,10,0
2012-02-02 20:45:00,region-2,10332,15,250,53,201,8855,1787,198,11,0
2012-02-02 21:00:00,region-2,10370,12,206,85,175,8805,1830,202,11,0
2012-02-02 21:15:00,region-2,10335,26,236,58,202,8768,1870,208,11,0
2012-02-02 21:30:00,region-2,10327,11,257,62,186,8716,1897,218,12,0
2012-02-02 21:45:00,region-2,10328,14,247,55,200,8689,1918,223,14,0
2012-02-02 22:00:00,region-2,10372,14,217,63,181,8657,1947,229,14,0
2012-02-02 22:15:00,region-2,10322,25,234,61,209,8623,1978,236,14,0
2012-02-02 22:30:00,region-2,10356,8,240,83,151,8578,1998,248,14,0
2012-02-02 22:45:00,region-2,10349,17,234,64,180,8548,2029,252,15,0
2012-02-02 23:00:00,region-2,10386,9,226,60,165,8522,2054,255,15,0
2012-02-02 23:15:00,region-2,10346,20,235,71,182,8496,2082,261,15,0
2012-02-02 23:30:00,region-2,10331,25,227,64,200,8435,2126,269,17,0
2012-02-02 23:45:00,region-2,10362,10,229,50,189,8408,2135,278,19,0
2012-02-03 00:00:00,region-2,10342,25,233,64,179,8382,2151,290,20,0
2012-02-03 00:15:00,region-2,10352,16,211,63,195,8344,2179,293,20,1
2012-02-03 00:30:00,region-2,10330,19,255,54,178,8308,2210,296,21,1
2012-02-03 00:45:00,region-2,10338,21,245,56,179,8270,2242,304,22,1
2012-02-03 01:00:00,region-2,10367,14,217,50,189,8227,2272,314,23,1
2012-02-03 01:15:00,region-2,10388,16,210,57,169,8197,2293,325,24,1
2012-02-03 01:30:00,region-2,10351,18,218,76,181,8158,2330,330,25,1
2012-02-03 01:45:00,region-2,10378,20,226,55,170,8141,2340,341,26,1
2012-02-03 02:00:00,region-2,10366,14,235,55,171,8112,2351,350,27,1
2012-02-03 02:15:00,region-2,10362,22,223,52,186,8088,2365,364,27,1
2012-02-03 02:30:00,region-2,10375,12,209,57,185,8052,2385,373,27,1
2012-02-03 02:45:00,region-2,10357,15,222,60,190,8024,2412,379,28,1
2012-02-03 03:00:00,region-2,7918,11,93,31,65,5990,1807,293,27,1
2012-02-03 03:15:00,region-2,7933,14,85,24,68,5971,1822,303,27,1
2012-02-03 03:30:00,region-2,7943,10,94,10,69,5945,1845,307,28,1
2012-02-03 03:45:00,region-2,7940,13,96,26,54,5919,1865,315,29,1
2012-02-03 04:00:00,region-2,6523,9,0,0,0,4720,1523,265,23,1
2012-02-03 04:15:00,region-2,6517,14,0,0,0,4702,1532,271,25,1
2012-02-03 04:30:00,region-2,6515,10,0,0,0,4684,1536,279,24,2
2012-02-03 04:45:00,region-2,6519,2,0,0,0,4666,1541,287,25,2
2012-02-03 05:00:00,region-2,6521,9,0,0,0,4662,1546,295,25,2
2012-02-03 05:15:00,region-2,6529,8,0,0,0,4647,1563,300,25,2
2012-02-03 05:30:00,region-2,6514,21,0,0,0,4636,1568,302,27,2
2012-02-03 05:45:00,region-2,6507,16,0,0,0,4612,1571,310,28,2
2012-02-03 06:00:00,region-2,6507,9,0,0,0,4594,1577,314,29,2
2012-02-03 06:15:00,region-2,6508,12,0,0,0,4583,1584,321,30,2
2012-02-03 06:30:00,region-2,6514,10,0,0,0,4575,1586,330,31,2
2012-02-03 06:45:00,region-2,6524,8,0,0,0,4560,1605,332,33,2
2012-02-03 07:00:00,region-2,6525,9,0,0,0,4545,1620,332,35,2
2012-02-03 07:15:00,region-2,6521,8,0,0,0,4529,1623,339,36,2
2012-02-03 07:30:00,region-2,6519,13,0,0,0,4517,1631,345,37,2
2012-02-03 07:45:00,region-2,6511,12,0,0,0,4498,1636,348,39,2
2012-02-03 08:00:00,region-2,6511,12,0,0,0,4474,1657,350,40,2
2012-02-03 08:15:00,region-2,6507,16,0,0,0,4456,1669,354,42,2
2012-02-03 08:30:00,region-2,6508,12,0,0,0,4435,1677,362,44,2
2012-02-03 08:45:00,region-2,6510,10,0,0,0,4419,1685,370,44,2
2012-02-03 09:00:00,region-2,6507,11,0,0,0,4402,1694,372,47,3
2012-02-03 09:15:00,region-2,6516,6,0,0,0,4378,1716,378,47,3
2012-02-03 09:30:00,region-2,6529,7,0,0,0,4380,1718,388,47,3
2012-02-03 09:45:00,region-2,6522,13,0,0,0,4361,1726,395,49,4
2012-02-03 10:00:00,region-2,6519,10,0,0,0,4337,1733,405,50,4
2012-02-03 10:15:00,region-2,6522,10,0,0,0,4325,1742,410,51,4
2012-02-03 10:30:00,region-2,6523,8,0,0,0,4306,1748,419,54,4
2012-02-03 10:45:00,region-2,6520,13,0,0,0,4290,1761,423,55,4
2012-02-03 11:00:00,region-2,6512,17,0,0,0,4274,1765,426,60,4
2012-02-03 11:15:00,region-2,6506,17,0,0,0,4258,1771,428,62,4
2012-02-03 11:30:00,region-2,6506,11,0,0,0,4234,1786,430,63,4
2012-02-03 11:45:00,region-2,6512,10,0,0,0,4212,1808,435,62,5
2012-02-03 12:00:00,region-2,6516,9,0,0,0,4193,1817,441,69,5
2012-02-03 12:15:00,region-2,6524,6,0,0,0,4181,1820,454,69,6
2012-02-03 12:30:00,region-2,6525,9,0,0,0,4164,1836,457,71,6
2012-02-03 12:45:00,region-2,6525,10,0,0,0,4145,1850,460,74,6
2012-02-03 13:00:00,region-2,6524,9,0,0,0,4125,1860,467,75,6
2012-02-03 13:15:00,region-2,6524,9,0,0,0,4108,1869,472,78,6
2012-02-03 13:30:00,region-2,6524,8,0,0,0,4095,1874,477,79,7
2012-02-03 13:45:00,region-2,6522,10,0,0,0,4084,1879,481,79,9
2012-02-03 14:00:00,region-2,6514,15,0,0,0,4067,1884,488,79,11
2012-02-03 14:15:00,region-2,6515,10,0,0,0,4048,1892,494,80,11
2012-02-03 14:30:00,region-2,6519,9,0,0,0,4030,1907,500,80,11
2012-02-03 14:45:00,region-2,6517,12,0,0,0,4014,1915,509,80,11
2012-02-03 15:00:00,region-2,6517,13,0,0,0,3994,1926,516,83,11
2012-02-03 15:15:00,region-2,6518,11,0,0,0,3978,1936,517,86,12
2012-02-03 15:30:00,region-2,6515,8,0,0,0,3953,1951,518,88,13
2012-02-03 15:45:00,region-2,6516,15,0,0,0,3933,1967,527,91,13
2012-02-03 16:00:00,region-2,8948,16,143,31,111,5518,2857,737,121,16
2012-02-03 16:15:00,region-2,8920,14,137,51,126,5497,2863,750,121,17
2012-02-03 16:30:00,region-2,8921,15,145,45,122,5467,2883,758,122,18
2012-02-03 16:45:00,region-2,8918,17,145,47,124,5446,2897,765,125,18
2012-02-03 17:00:00,region-2,10366,15,232,57,183,6361,3409,906,157,20
2012-02-03 17:15:00,region-2,10362,17,245,58,166,6335,3413,922,158,20
2012-02-03 17:30:00,region-2,10344,21,222,52,208,6311,3424,929,162,21
2012-02-03 17:45:00,region-2,10333,19,242,71,178,6289,3434,933,166,21
2012-02-03 18:00:00,region-2,10322,16,276,54,179,6262,3448,948,168,21
2012-02-03 18:15:00,region-2,10297,23,245,70,212,6240,3456,959,170,22
2012-02-03 18:30:00,region-2,10351,19,227,60,181,6215,3452,976,171,24
2012-02-03 18:45:00,region-2,10317,19,243,67,190,6197,3452,987,176,24
2012-02-03 19:00:00,region-2,10321,17,249,61,190,6161,3472,1001,179,25
2012-02-03 19:15:00,region-2,10313,18,249,81,178,6128,3489,1015,180,27
2012-02-03 19:30:00,region-2,10336,24,246,67,169,6111,3498,1023,183,27
2012-02-03 19:45:00,region-2,10331,17,206,63,219,6083,3510,1025,190,28
2012-02-03 20:00:00,region-2,10391,16,203,53,173,6065,3514,1036,192,29
2012-02-03 20:15:00,region-2,10353,21,238,73,155,6031,3533,1049,197,30
2012-02-03 20:30:00,region-2,10331,24,243,60,181,6007,3537,1065,199,31
2012-02-03 20:45:00,region-2,10308,16,269,59,187,5976,3555,1073,204,31
2012-02-03 21:00:00,region-2,10306,19,252,69,193,5953,3559,1089,206,32
2012-02-03 21:15:00,region-2,10348,20,234,63,173,5929,3570,1099,207,33
2012-02-03 21:30:00,region-2,10374,19,216,56,176,5914,3578,1110,205,34
2012-02-03 21:45:00,region-2,10375,14,227,51,172,5884,3596,1115,208,36
2012-02-03 22:00:00,region-2,10333,11,240,65,190,5854,3613,1127,209,36
2012-02-03 22:15:00,region-2,10329,20,237,71,194,5835,3626,1142,209,39
2012-02-03 22:30:00,region-2,10327,18,250,69,182,5810,3636,1148,212,40
2012-02-03 22:45:00,region-2,10319,13,245,61,209,5791,3641,1161,213,41
2012-02-03 23:00:00,region-2,10332,22,249,63,181,5763,3660,1163,220,41
