healthtime,businessunit,lag,teller_reported,teller_avg_conn,loan_reported,loan_avg_conn,office_reported,office_avg_conn
2012-02-02 14:30:00,region-1,9,1495,5.4046822742474916,1548,5.4670542635658915,3408,5.4419014084507042
2012-02-02 14:45:00,region-1,9,1499,5.5290193462308205,1550,5.4374193548387097,3409,5.5784687591669111
2012-02-02 15:00:00,region-1,9,1902,16.8296529968454259,1930,16.9103626943005181,4270,16.2517564402810304
2012-02-02 15:15:00,region-1,9,1901,16.4124145186743819,1931,16.6670119109269808,4268,16.2242268041237113
2012-02-02 15:30:00,region-1,9,1903,17.1502890173410405,1931,17.3713102019678923,4264,16.1397748592870544
2012-02-02 15:45:00,region-1,9,1904,17.2410714285714286,1929,16.7833074131674443,4263,16.2805536007506451
2012-02-02 16:00:00,region-1,9,2540,27.3429133858267717,2539,27.5722725482473415,5750,27.4848695652173913
2012-02-02 16:15:00,region-1,9,2537,27.7930626724477730,2537,27.4418604651162791,5755,27.5098175499565595
2012-02-02 16:30:00,region-1,9,2532,27.4269352290679305,2538,27.4156816390858944,5753,27.5800451938119242
2012-02-02 16:45:00,region-1,9,2527,27.2572220023743569,2538,27.8845547675334909,5751,27.5486002434359242
2012-02-02 17:00:00,region-1,9,2533,27.5763916304776944,2537,27.8052818289318092,5756,27.6626129256428075
2012-02-02 17:15:00,region-1,9,2536,27.2768138801261830,2537,27.5947970043358297,5754,27.3550573514077164
2012-02-02 17:30:00,region-1,9,2535,27.6808678500986193,2530,27.4015810276679842,5763,27.8278674301579039
2012-02-02 17:45:00,region-1,9,2536,27.3820977917981073,2534,27.8804262036306235,5765,27.5866435385949696
2012-02-02 18:00:00,region-1,9,2535,27.7550295857988166,2539,27.6364710515951162,5761,27.3945495573685124
2012-02-02 18:15:00,region-1,9,2534,27.7170481452249408,2536,27.4570189274447950,5757,27.3578252562098315
2012-02-02 18:30:00,region-1,9,2535,27.7936883629191321,2535,27.3905325443786982,5758,27.4583188607155262
2012-02-02 18:45:00,region-1,9,2535,27.8859960552268245,2535,27.9416173570019724,5757,27.5233628626020497
2012-02-02 19:00:00,region-1,9,2537,27.9318092234923138,2538,27.5114263199369582,5755,27.9289313640312772
2012-02-02 19:15:00,region-1,9,2535,27.9278106508875740,2543,27.1844278411325206,5763,27.4313725490196078
2012-02-02 19:30:00,region-1,9,2541,27.3726879181424636,2542,27.4925255704169945,5758,27.4199374782910733
2012-02-02 19:45:00,region-1,9,2542,27.7675059008654603,2542,27.0668764752163651,5759,27.3792325056433409
2012-02-02 20:00:00,region-1,9,2540,27.5598425196850394,2542,27.4138473642800944,5759,27.4938357353707241
2012-02-02 20:15:00,region-1,9,2537,27.3689396925502562,2542,27.7816679779701023,5756,27.9119179986101459
2012-02-02 20:30:00,region-1,9,2539,27.4233950374163056,2539,27.4631744781410004,5760,27.3791666666666667
2012-02-02 20:45:00,region-1,9,2540,27.5799212598425197,2539,27.1130366285939346,5762,27.6784102742103436
2012-02-02 21:00:00,region-1,9,2543,28.1502162799842705,2540,27.6578740157480315,5763,27.4983515530105848
2012-02-02 21:15:00,region-1,9,2542,27.4984264358772620,2539,27.3599842457660496,5762,27.7877473099618188
2012-02-02 21:30:00,region-1,9,2543,27.5245772709398348,2543,27.1856075501376327,5757,27.5813791905506340
2012-02-02 21:45:00,region-1,9,2542,27.5035405192761605,2540,27.9066929133858268,5758,27.6266064605765891
2012-02-02 22:00:00,region-1,9,2545,27.8310412573673870,2540,26.9244094488188976,5761,27.6158653011629925
2012-02-02 22:15:00,region-1,9,2542,27.6290322580645161,2539,27.8322174084285152,5761,27.3438639125151883
2012-02-02 22:30:00,region-1,9,2536,27.5563880126182965,2541,27.5828414010232192,5759,27.4622330265671123
2012-02-02 22:45:00,region-1,9,2537,27.7031927473393772,2543,27.3476209201730240,5759,27.4940093766278868
2012-02-02 23:00:00,region-1,9,2538,27.3904649330181245,2540,27.4834645669291339,5762,27.4401249566122874
2012-02-02 23:15:00,region-1,9,2536,27.3154574132492114,2544,27.2790880503144654,5766,27.4882067291016302
2012-02-02 23:30:00,region-1,9,2539,27.3072075620322962,2541,27.3577331759149941,5757,27.4578773666840368
2012-02-02 23:45:00,region-1,9,2538,27.9523246650906225,2536,27.2452681388012618,5756,27.4581306462821404
2012-02-03 00:00:00,region-1,9,2541,27.7284533648170012,2538,27.8226950354609929,5762,27.6771954182575495
2012-02-03 00:15:00,region-1,9,2541,27.4864226682408501,2537,27.7607410327158061,5759,27.6343115124153499
2012-02-03 00:30:00,region-1,9,2542,27.5291109362706530,2536,27.6230283911671924,5761,27.4565179656309668
2012-02-03 00:45:00,region-1,9,2542,27.6274586939417781,2536,27.7728706624605678,5765,27.4683434518647008
2012-02-03 01:00:00,region-1,9,2540,26.9173228346456693,2538,27.1883372734436564,5764,27.3143650242886884
2012-02-03 01:15:00,region-1,9,2539,27.2489168964159118,2542,27.3505114083398899,5754,27.7247132429614181
2012-02-03 01:30:00,region-1,9,2538,27.7722616233254531,2536,27.8481861198738170,5751,27.5717266562336985
2012-02-03 01:45:00,region-1,9,2541,27.6064541519086974,2533,27.6229767074615081,5757,27.2664582247698454
2012-02-03 02:00:00,region-1,9,2136,21.7134831460674157,2149,21.4578873894834807,4903,21.9767489292270039
2012-02-03 02:15:00,region-1,9,2135,21.7569086651053864,2150,21.1800000000000000,4909,21.7156243634141373
2012-02-03 02:30:00,region-1,9,2136,21.4410112359550562,2160,21.3592592592592593,4903,21.9767489292270039
2012-02-03 02:45:00,region-1,9,2139,21.6040205703599813,2157,21.0644413537320352,4897,21.9081070042883398
2012-02-03 03:00:00,region-1,9,1499,5.6511007338225484,1549,5.4990316333118141,3413,5.4755347201875183
2012-02-03 03:15:00,region-1,9,1502,5.5525965379494008,1546,5.5737386804657180,3413,5.4802226779958980
2012-02-03 03:30:00,region-1,9,1500,5.4820000000000000,1550,5.5270967741935484,3416,5.5169789227166276
2012-02-03 03:45:00,region-1,9,1499,5.4609739826551034,1546,5.3706338939197930,3412,5.4958968347010551
2012-02-03 04:00:00,region-1,9,1502,5.4147802929427430,1547,5.4906270200387847,3419,5.5364141561860193
2012-02-03 04:15:00,region-1,9,1501,5.5483011325782811,1551,5.6202450032237266,3412,5.5586166471277843
2012-02-03 04:30:00,region-1,9,1502,5.6444740346205060,1548,5.4605943152454780,3414,5.5571177504393673
2012-02-03 04:45:00,region-1,9,1503,5.4723885562208916,1548,5.4916020671834625,3413,5.4646938177556402
2012-02-03 05:00:00,region-1,9,1503,5.4550898203592814,1549,5.6178179470626210,3411,5.4470829668718851
2012-02-03 05:15:00,region-1,9,1501,5.5556295802798135,1552,5.3421391752577320,3417,5.4741000877963126
2012-02-03 05:30:00,region-1,9,1500,5.4986666666666667,1548,5.6427648578811370,3410,5.4577712609970674
2012-02-03 05:45:00,region-1,9,1501,5.6229180546302465,1548,5.5025839793281654,3409,5.4933998239953065
2012-02-03 06:00:00,region-1,9,1501,5.4956695536309127,1551,5.4558349451966473,3410,5.5392961876832845
2012-02-03 06:15:00,region-1,9,1499,5.5316877918612408,1550,5.4445161290322581,3410,5.5090909090909091
2012-02-03 06:30:00,region-1,9,1502,5.4494007989347537,1552,5.4452319587628866,3413,5.4535599179607384
2012-02-03 06:45:00,region-1,9,1501,5.4883411059293804,1552,5.5219072164948454,3417,5.5370207784606380
2012-02-03 07:00:00,region-1,9,1498,5.4225634178905207,1549,5.5790832795351840,3415,5.5677891654465593
2012-02-03 07:15:00,region-1,9,1500,5.6286666666666667,1548,5.7196382428940568,3410,5.4744868035190616
2012-02-03 07:30:00,region-1,9,1499,5.4869913275517011,1550,5.4354838709677419,3414,5.5325131810193322
2012-02-03 07:45:00,region-1,9,1501,5.4257161892071952,1548,5.5219638242894057,3419,5.5112606025153554
2012-02-03 08:00:00,region-1,9,1502,5.5379494007989348,1544,5.5550518134715026,3417,5.5215100965759438
2012-02-03 08:15:00,region-1,9,1503,5.5369261477045908,1545,5.4834951456310680,3418,5.4622586307782329
2012-02-03 08:30:00,region-1,9,1498,5.6041388518024032,1547,5.6212023270846800,3419,5.5329043579994150
2012-02-03 08:45:00,region-1,9,1500,5.4393333333333333,1551,5.5493230174081238,3419,5.5741444866920152
2012-02-03 09:00:00,region-1,9,1498,5.5861148197596796,1550,5.4348387096774194,3412,5.5515826494724502
2012-02-03 09:15:00,region-1,9,1498,5.4973297730307076,1551,5.4680851063829787,3415,5.5484626647144949
2012-02-03 09:30:00,region-1,9,1503,5.5129740518962076,1551,5.5145067698259188,3419,5.4729453056449254
2012-02-03 09:45:00,region-1,9,1499,5.4736490993995997,1551,5.6408768536428111,3418,5.5620245757753072
2012-02-03 10:00:00,region-1,9,1497,5.4321977287909152,1552,5.3485824742268041,3416,5.4751170960187354
2012-02-03 10:15:00,region-1,9,1502,5.5559254327563249,1551,5.4364925854287556,3416,5.5120023419203747
2012-02-03 10:30:00,region-1,9,1502,5.6045272969374168,1550,5.5741935483870968,3413,5.4585408731321418
2012-02-03 10:45:00,region-1,9,1500,5.5506666666666667,1550,5.4793548387096774,3411,5.4919378481383758
2012-02-03 11:00:00,region-1,9,1502,5.4700399467376831,1547,5.5268261150614092,3405,5.5010279001468429
2012-02-03 11:15:00,region-1,9,1501,5.5702864756828781,1550,5.3458064516129032,3409,5.6072161924317982
2012-02-03 11:30:00,region-1,9,1502,5.4587217043941411,1548,5.2829457364341085,3412,5.5049824150058617
2012-02-03 11:45:00,region-1,9,1501,5.4290473017988008,1549,5.4409296320206585,3418,5.5155061439438268
2012-02-03 12:00:00,region-1,9,1498,5.4632843791722296,1546,5.3764553686934023,3415,5.5809663250366032
2012-02-03 12:15:00,region-1,9,1494,5.5348058902275770,1547,5.4854557207498384,3419,5.4814273179292191
2012-02-03 12:30:00,region-1,9,1499,5.5083388925950634,1548,5.5058139534883721,3417,5.5007316359379573
2012-02-03 12:45:00,region-1,9,1499,5.4889926617745163,1549,5.5939315687540349,3418,5.5751901696898771
2012-02-03 13:00:00,region-1,9,1501,5.5463024650233178,1552,5.5122422680412371,3421,5.5176848874598071
2012-02-03 13:15:00,region-1,9,1499,5.5336891260840560,1547,5.4964447317388494,3421,5.5787781350482315
2012-02-03 13:30:00,region-1,9,1500,5.5746666666666667,1545,5.4964401294498382,3417,5.4064969271290606
2012-02-03 13:45:00,region-1,9,1501,5.3524317121918721,1549,5.5029051000645578,3416,5.4432084309133489
2012-02-03 14:00:00,region-1,9,1500,5.5426666666666667,1548,5.4418604651162791,3412,5.4891559202813599
2012-02-03 14:15:00,region-1,9,1500,5.5206666666666667,1547,5.4705882352941176,3406,5.5026423957721668
2012-02-03 14:30:00,region-1,9,1498,5.4732977303070761,1547,5.4343891402714932,3411,5.5065963060686016
2012-02-03 14:45:00,region-1,9,1497,5.4883099532398130,1548,5.4806201550387597,3417,5.5059994146912496
2012-02-03 15:00:00,region-1,9,1899,17.4702474986835176,1928,17.1540456431535270,4278,16.5848527349228612
2012-02-03 15:15:00,region-1,9,1903,17.4524435102469785,1927,16.7171769590036326,4274,16.3900327562002808
2012-02-03 15:30:00,region-1,9,1904,16.6328781512605042,1926,16.7180685358255452,4274,16.4824520355638746
2012-02-03 15:45:00,region-1,9,1908,16.8438155136268344,1926,16.4948078920041537,4276,16.3833021515434986
2012-02-03 16:00:00,region-1,9,2544,27.7952044025157233,2535,27.3739644970414201,5762,27.6969802152030545
2012-02-03 16:15:00,region-1,9,2540,27.1185039370078740,2537,27.6223886480094600,5769,27.6495059802392096
2012-02-03 16:30:00,region-1,9,2532,27.7006319115323855,2538,27.3494877856579984,5768,27.4559639389736477
2012-02-03 16:45:00,region-1,9,2537,27.6424911312573906,2539,27.5360378101614809,5768,27.3829750346740638
2012-02-03 17:00:00,region-1,9,2539,27.6746750689247735,2543,27.4675580023594180,5771,27.2365274649107607
2012-02-03 17:15:00,region-1,9,2542,27.7250196695515342,2545,27.6636542239685658,5770,27.4705372616984402
2012-02-03 17:30:00,region-1,9,2546,26.9057344854673998,2543,27.8041683051513960,5769,27.3863754550182007
2012-02-03 17:45:00,region-1,9,2546,27.4469756480754124,2540,27.4220472440944882,5773,27.4595530919799065
2012-02-03 18:00:00,region-1,9,2548,27.3504709576138148,2538,27.8230890464933018,5774,27.6338759958434361
2012-02-03 18:15:00,region-1,9,2544,27.4693396226415094,2539,27.5309176841276093,5766,27.6944155393687131
2012-02-03 18:30:00,region-1,9,2545,27.3127701375245580,2540,27.4625984251968504,5768,27.2848474341192788
2012-02-03 18:45:00,region-1,9,2544,27.5361635220125786,2545,27.4200392927308448,5767,27.5345933761054274
2012-02-03 19:00:00,region-1,9,2543,27.3653165552497051,2546,27.5443833464257659,5763,27.5009543640465036
2012-02-03 19:15:00,region-1,9,2544,27.5943396226415094,2545,27.4137524557956778,5763,27.3253513794898490
2012-02-03 19:30:00,region-1,9,2545,27.5127701375245580,2534,27.6985003946329913,5766,27.2006590357266736
2012-02-03 19:45:00,region-1,9,2544,27.1894654088050314,2537,27.3685455262120615,5768,27.7042302357836338
2012-02-03 20:00:00,region-1,9,2542,27.8493312352478363,2538,27.9267139479905437,5764,27.4651283830673144
2012-02-03 20:15:00,region-1,9,2542,27.5948072383949646,2541,27.6166863439590712,5765,27.3257588898525585
2012-02-03 20:30:00,region-1,9,2538,27.4842395587076438,2537,28.0197083169097359,5765,27.5495229835212489
2012-02-03 20:45:00,region-1,9,2539,27.9515557306025994,2529,27.2574139976275208,5767,27.5628576382868042
2012-02-03 21:00:00,region-1,9,2541,27.2935852026761118,2527,27.4503363672338742,5768,27.5296463245492372
2012-02-03 21:15:00,region-1,9,2539,27.8215833005120126,2532,27.4308846761453397,5759,27.4374023267928460
2012-02-03 21:30:00,region-1,9,2537,27.2230981474182105,2538,27.4377462568951931,5758,27.8353594998263286
2012-02-03 21:45:00,region-1,9,2538,27.9322301024428684,2543,27.7966968147856862,5757,27.2556887267674136
2012-02-03 22:00:00,region-1,9,2539,27.6246553761323356,2543,27.4184034604797483,5757,27.5542817439638701
2012-02-03 22:15:00,region-1,9,2540,27.5330708661417323,2542,27.5173092053501180,5758,27.4680444598819034
2012-02-03 22:30:00,region-1,9,2540,27.7775590551181102,2537,27.9215608986992511,5753,27.5550147749000521
2012-02-03 22:45:00,region-1,9,2538,27.0925925925925926,2539,27.1969279243796770,5758,27.1483153872872525
2012-02-03 23:00:00,region-1,9,2540,27.8897637795275591,2539,27.4769594328475778,5759,27.2509116166001042
2012-02-03 23:15:00,region-1,9,2537,27.3862830114308238,2541,27.5753640299094845,5756,27.7077831827658096
2012-02-03 23:30:00,region-1,9,2543,27.3857648446716477,2539,27.1996849153209925,5758,27.5435915248350122
2012-02-03 23:45:00,region-1,9,2541,27.0413223140495868,2537,27.4126921560898699,5764,27.3055170020818876
2012-02-04 00:00:00,region-1,9,2539,27.1827491138243403,2536,27.4175867507886435,5765,27.5953165654813530
2012-02-04 00:15:00,region-1,9,2538,27.3018124507486210,2537,27.4615687820260150,5759,27.4066678242750478
2012-02-04 00:30:00,region-1,9,2535,27.5368836291913215,2539,27.5911776289877905,5765,27.4178664353859497
2012-02-04 00:45:00,region-1,9,2538,27.5390070921985816,2539,27.5758172508861757,5764,27.4503816793893130
2012-02-04 01:00:00,region-1,9,2543,27.4191899331498230,2542,27.6101494885916601,5758,27.3093087877735325
2012-02-04 01:15:00,region-1,9,2543,27.4915454187966968,2541,27.8099173553719008,5760,27.6156250000000000
2012-02-04 01:30:00,region-1,9,2543,27.7801808887141172,2537,27.3153330705557745,5752,27.2703407510431154
2012-02-04 01:45:00,region-1,9,2539,27.5001969279243797,2536,27.3765772870662461,5748,27.1866736256089074
2012-02-04 02:00:00,region-1,9,2130,21.8107981220657277,2157,21.2582290217895225,4896,21.8525326797385621
2012-02-04 02:15:00,region-1,9,2130,21.0488262910798122,2159,21.2728114867994442,4902,21.7739698082415341
2012-02-04 02:30:00,region-1,9,2131,21.1065227592679493,2162,21.1716003700277521,4903,21.7171119722618805
2012-02-04 02:45:00,region-1,9,2135,21.4646370023419204,2164,21.2592421441774492,4901,21.9587839216486431
2012-02-04 03:00:00,region-1,9,1497,5.4582498329993320,1553,5.4546039922730200,3417,5.5218027509511267
2012-02-04 03:15:00,region-1,9,1501,5.5729513657561626,1552,5.5238402061855670,3415,5.4579795021961933
2012-02-04 03:30:00,region-1,9,1500,5.4613333333333333,1553,5.6387636831938184,3416,5.5439110070257611
2012-02-04 03:45:00,region-1,9,1502,5.5019973368841545,1549,5.4809554551323434,3419,5.4852295992980404
2012-02-04 04:00:00,region-1,9,1500,5.4580000000000000,1547,5.4408532643826761,3417,5.4717588527948493
2012-02-04 04:15:00,region-1,9,1495,5.4508361204013378,1550,5.4077419354838710,3419,5.4735302720093595
2012-02-04 04:30:00,region-1,9,1497,5.5410821643286573,1545,5.5734627831715210,3417,5.4243488440152180
2012-02-04 04:45:00,region-1,9,1495,5.4321070234113712,1547,5.4505494505494505,3414,5.5172817809021675
2012-02-04 05:00:00,region-1,9,1499,5.4703135423615744,1547,5.4906270200387847,3414,5.4554774458113650
2012-02-04 05:15:00,region-1,9,1500,5.4353333333333333,1548,5.5529715762273902,3415,5.4489019033674963
2012-02-04 05:30:00,region-1,9,1501,5.4536975349766822,1543,5.4458846403110823,3414,5.4411247803163445
2012-02-04 05:45:00,region-1,9,1501,5.3084610259826782,1540,5.4987012987012987,3418,5.3820947922761849
2012-02-04 06:00:00,region-1,9,1500,5.5626666666666667,1540,5.3902597402597403,3411,5.6062738199941366
2012-02-04 06:15:00,region-1,9,1502,5.4414114513981358,1543,5.5035644847699287,3418,5.5757753071971913
2012-02-04 06:30:00,region-1,9,1498,5.5667556742323097,1543,5.4465327284510693,3413,5.5493700556694990
2012-02-04 06:45:00,region-1,9,1498,5.5273698264352470,1544,5.5408031088082902,3408,5.4498239436619718
2012-02-04 07:00:00,region-1,9,1500,5.6346666666666667,1547,5.5862960568842922,3401,5.5521905321964128
2012-02-04 07:15:00,region-1,9,1496,5.4512032085561497,1547,5.5158371040723982,3407,5.4693278544173760
2012-02-04 07:30:00,region-1,9,1500,5.5173333333333333,1549,5.5171078114912847,3411,5.4508941659337438
2012-02-04 07:45:00,region-1,9,1499,5.4563042028018679,1544,5.6832901554404145,3411,5.4705364995602463
2012-02-04 08:00:00,region-1,9,1500,5.6653333333333333,1547,5.3968972204266322,3413,5.5106944037503662
2012-02-02 08:15:00,region-2,9,1533,5.4370515329419439,1535,5.4807817589576547,3486,5.4621342512908778
2012-02-02 08:30:00,region-2,9,1532,5.5789817232375979,1535,5.5687296416938111,3479,5.5616556481747629
2012-02-02 08:45:00,region-2,9,1531,5.6159372958850425,1530,5.4156862745098039,3472,5.5406105990783410
2012-02-02 09:00:00,region-2,9,1531,5.5447419986936643,1528,5.6688481675392670,3471,5.4549121290694324
2012-02-02 09:15:00,region-2,9,1530,5.5287581699346405,1526,5.4718217562254260,3473,5.5608983587676360
2012-02-02 09:30:00,region-2,9,1524,5.5242782152230971,1525,5.5829508196721311,3478,5.5250143760782059
2012-02-02 09:45:00,region-2,9,1525,5.4721311475409836,1524,5.3589238845144357,3473,5.5107975813417794
2012-02-02 10:00:00,region-2,9,1524,5.5104986876640420,1527,5.4479371316306483,3471,5.4756554307116105
2012-02-02 10:15:00,region-2,9,1526,5.4233289646133683,1529,5.6154349247874428,3475,5.4811510791366906
2012-02-02 10:30:00,region-2,9,1527,5.5717092337917485,1527,5.6260641781270465,3473,5.4892024186582206
2012-02-02 10:45:00,region-2,9,1526,5.4128440366972477,1526,5.5235910878112713,3475,5.4889208633093525
2012-02-02 11:00:00,region-2,9,1524,5.3786089238845144,1528,5.3579842931937173,3477,5.4969801553062985
2012-02-02 11:15:00,region-2,9,1525,5.5429508196721311,1527,5.5920104780615586,3473,5.4912179671753527
2012-02-02 11:30:00,region-2,9,1527,5.5900458415193189,1526,5.5484927916120577,3475,5.5007194244604317
2012-02-02 11:45:00,region-2,9,1527,5.3713163064833006,1524,5.4947506561679790,3475,5.4834532374100719
2012-02-02 12:00:00,region-2,9,1527,5.5638506876227898,1526,5.3826998689384010,3472,5.4942396313364055
2012-02-02 12:15:00,region-2,9,1526,5.5353866317169069,1529,5.5094833224329627,3472,5.4654377880184332
2012-02-02 12:30:00,region-2,9,1526,5.3787680209698558,1526,5.4980340760157274,3473,5.4555139648718687
2012-02-02 12:45:00,region-2,9,1523,5.5344714379514117,1524,5.3444881889763780,3472,5.5264976958525346
2012-02-02 13:00:00,region-2,9,1526,5.5262123197903014,1526,5.4934469200524246,3473,5.4486035128131299
2012-02-02 13:15:00,region-2,9,1527,5.4499017681728880,1525,5.6380327868852459,3474,5.4409902130109384
2012-02-02 13:30:00,region-2,9,1527,5.4721676489849378,1530,5.5281045751633987,3469,5.4842894205823004
2012-02-02 13:45:00,region-2,9,1528,5.5647905759162304,1527,5.4413883431565160,3467,5.4920680703778483
2012-02-02 14:00:00,region-2,9,1526,5.5091743119266055,1523,5.3814839133289560,3472,5.5250576036866359
2012-02-02 14:15:00,region-2,9,1525,5.5278688524590164,1529,5.5709614126880314,3475,5.4592805755395683
2012-02-02 14:30:00,region-2,9,1523,5.5416940249507551,1529,5.6232831916285154,3475,5.4589928057553957
2012-02-02 14:45:00,region-2,9,1522,5.5604467805519054,1526,5.4325032765399738,3476,5.5356731875719217
2012-02-02 15:00:00,region-2,9,1524,5.5104986876640420,1528,5.3867801047120419,3474,5.5523891767415083
2012-02-02 15:15:00,region-2,9,1524,5.4862204724409449,1528,5.5274869109947644,3472,5.5236175115207373
2012-02-02 15:30:00,region-2,9,1525,5.5855737704918033,1525,5.5245901639344262,3475,5.5217266187050360
2012-02-02 15:45:00,region-2,9,1527,5.4289456450556647,1527,5.4322200392927308,3477,5.4630428530342249
2012-02-02 16:00:00,region-2,9,2152,21.5339219330855019,2118,21.7880075542965061,4984,21.8904494382022472
2012-02-02 16:15:00,region-2,9,2156,21.5320037105751391,2121,21.8547854785478548,4985,21.8228686058174524
2012-02-02 16:30:00,region-2,9,2155,21.6593967517401392,2120,21.1608490566037736,4981,21.7548685003011443
2012-02-02 16:45:00,region-2,9,2153,21.5559684161634928,2124,22.0621468926553672,4978,21.8798714343109683
2012-02-02 17:00:00,region-2,9,2539,27.3064198503347775,2544,27.5357704402515723,5770,27.4301559792027730
2012-02-02 17:15:00,region-2,9,2541,27.8189689098780008,2540,27.0338582677165354,5765,27.4253252385082394
2012-02-02 17:30:00,region-2,9,2541,27.2660369933097206,2538,27.2423167848699764,5769,27.4030161206448258
2012-02-02 17:45:00,region-2,9,2544,27.5062893081761006,2537,27.6586519511233741,5767,27.3733310213282469
2012-02-02 18:00:00,region-2,9,2540,27.3755905511811024,2538,27.9802994483845548,5769,27.6382388628878488
2012-02-02 18:15:00,region-2,9,2538,27.4507486209613869,2533,27.4437425977102250,5768,27.2794729542302358
2012-02-02 18:30:00,region-2,9,2534,27.7205998421468035,2532,27.7176145339652449,5771,27.5971235487783746
2012-02-02 18:45:00,region-2,9,2535,27.5282051282051282,2535,27.4228796844181460,5768,27.3958044382801664
2012-02-02 19:00:00,region-2,9,2533,27.3513620213185946,2536,27.2492113564668770,5762,27.5513710517181534
2012-02-02 19:15:00,region-2,9,2536,27.0035488958990536,2541,27.3423848878394333,5768,27.3808945908460472
2012-02-02 19:30:00,region-2,9,2540,27.8476377952755906,2539,27.7361165813312328,5767,27.5656320443904977
2012-02-02 19:45:00,region-2,9,2536,27.6131703470031546,2539,27.6163844033083891,5766,27.4717308359347901
2012-02-02 20:00:00,region-2,9,2539,27.4021268215833005,2540,27.7570866141732283,5762,27.4847275251648733
2012-02-02 20:15:00,region-2,9,2536,27.8335962145110410,2542,27.5255704169944925,5766,27.4892473118279570
2012-02-02 20:30:00,region-2,9,2535,27.6461538461538462,2544,27.1847484276729560,5765,27.6601908065915004
2012-02-02 20:45:00,region-2,9,2540,27.8385826771653543,2542,27.6435877261998426,5769,27.5536488126191714
2012-02-02 21:00:00,region-2,9,2541,27.7009051554506100,2539,27.5714848365498228,5768,27.4996532593619972
2012-02-02 21:15:00,region-2,9,2545,27.0502946954813360,2543,27.5992921745969328,5769,27.5942104350840700
2012-02-02 21:30:00,region-2,9,2541,27.0972058244785518,2538,27.6662726556343578,5764,27.3197432338653713
2012-02-02 21:45:00,region-2,9,2540,27.7688976377952756,2538,27.6012608353033885,5766,27.4810960804717308
2012-02-02 22:00:00,region-2,9,2541,27.3817394726485636,2539,27.5340685309176841,5767,27.5753424657534247
2012-02-02 22:15:00,region-2,9,2543,27.8022021234762092,2542,27.2450826121164437,5766,27.6349288935137010
2012-02-02 22:30:00,region-2,9,2534,27.8133385951065509,2538,27.7123719464144996,5766,27.4894207422823448
2012-02-02 22:45:00,region-2,9,2537,27.2979897516752069,2541,27.6568280204643841,5766,27.0608740894901145
2012-02-02 23:00:00,region-2,9,2538,27.7407407407407407,2541,27.4167650531286895,5767,27.6707126755678862
