businessunit,healthtime,a1,a2,a3,a4,a5,p1,p2,p3,p4,p5
2012-02-03 07:00:00,region-1,1893,2,0,0,0,1318,468,96,13,0
2012-02-03 07:15:00,region-1,1893,0,0,0,0,1315,468,97,13,0
2012-02-03 07:30:00,region-1,1894,0,0,0,0,1303,480,98,13,0
2012-02-03 07:45:00,region-1,1894,0,0,0,0,1297,485,98,14,0
2012-02-03 08:00:00,region-1,1893,2,0,0,0,1292,491,98,13,1
2012-02-03 08:15:00,region-1,1894,0,0,0,0,1287,493,100,13,1
2012-02-03 08:30:00,region-1,1894,0,0,0,0,1280,498,102,13,1
2012-02-03 08:45:00,region-1,1895,0,0,0,0,1275,503,102,14,1
2012-02-03 09:00:00,region-1,1896,0,0,0,0,1270,509,102,14,1
2012-02-03 09:15:00,region-1,1896,0,0,0,0,1262,517,102,14,1
2012-02-03 09:30:00,region-1,1895,1,0,0,0,1258,520,103,14,1
2012-02-03 09:45:00,region-1,1895,0,0,0,0,1251,523,104,16,1
2012-02-03 10:00:00,region-1,1895,1,0,0,0,1252,520,106,17,1
2012-02-03 10:15:00,region-1,1895,0,0,0,0,1246,521,110,17,1
2012-02-03 10:30:00,region-1,1895,0,0,0,0,1242,524,111,17,1
2012-02-03 10:45:00,region-1,1895,1,0,0,0,1238,528,112,17,1
2012-02-03 11:00:00,region-1,1895,0,0,0,0,1232,530,115,17,1
2012-02-03 11:15:00,region-1,1895,0,0,0,0,1224,536,115,19,1
2012-02-03 11:30:00,region-1,1896,0,0,0,0,1218,541,116,20,1
2012-02-03 11:45:00,region-1,1896,0,0,0,0,1213,542,118,22,1
2012-02-03 12:00:00,region-1,1896,0,0,0,0,1205,548,120,22,1
2012-02-03 12:15:00,region-1,1896,0,0,0,0,1200,553,120,22,1
2012-02-03 12:30:00,region-1,1894,2,0,0,0,1196,556,121,22,1
2012-02-03 12:45:00,region-1,1893,1,0,0,0,1191,557,123,21,2
2012-02-03 13:00:00,region-1,1891,2,0,0,0,1183,561,125,22,2
2012-02-03 13:15:00,region-1,1892,1,0,0,0,1180,565,124,22,2
2012-02-03 13:30:00,region-1,1893,0,0,0,0,1174,569,126,22,2
2012-02-03 13:45:00,region-1,1894,0,0,0,0,1171,573,126,22,2
2012-02-03 14:00:00,region-1,1896,0,0,0,0,1168,574,129,23,2
2012-02-03 14:15:00,region-1,1896,0,0,0,0,1163,579,129,23,2
2012-02-03 14:30:00,region-1,1894,2,0,0,0,1161,581,128,24,2
2012-02-03 14:45:00,region-1,1892,2,0,0,0,1153,582,132,25,2
2012-02-03 15:00:00,region-1,1885,1,4,0,2,1143,589,133,25,2
2012-02-03 15:15:00,region-1,1883,0,2,0,8,1139,592,135,25,2
2012-02-03 15:30:00,region-1,1886,1,2,0,5,1136,595,136,25,2
2012-02-03 15:45:00,region-1,1886,0,3,0,5,1129,599,138,26,2
2012-02-03 16:00:00,region-1,1879,0,12,0,4,1123,603,141,25,3
2012-02-03 16:15:00,region-1,1881,0,3,0,11,1121,603,141,27,3
2012-02-03 16:30:00,region-1,1876,3,10,0,6,1120,599,145,28,3
2012-02-03 16:45:00,region-1,1869,1,10,0,13,1113,602,144,30,4
2012-02-03 17:00:00,region-1,1875,0,10,0,7,1109,603,146,30,4
2012-02-03 17:15:00,region-1,1867,1,10,0,14,1105,605,147,31,4
2012-02-03 17:30:00,region-1,1871,1,8,0,14,1102,609,148,31,4
2012-02-03 17:45:00,region-1,1877,0,8,0,9,1094,615,149,32,4
2012-02-03 18:00:00,region-1,1878,0,9,0,9,1094,615,149,34,4
2012-02-03 18:15:00,region-1,1876,0,12,0,8,1088,618,151,35,4
2012-02-03 18:30:00,region-1,1873,1,11,0,11,1086,618,153,35,4
2012-02-03 18:45:00,region-1,1872,0,15,0,8,1081,621,154,35,4
2012-02-03 19:00:00,region-1,1862,1,17,0,15,1076,625,154,36,4
2012-02-03 19:15:00,region-1,1873,0,11,0,11,1072,628,154,37,4
2012-02-03 19:30:00,region-1,1872,1,7,0,15,1069,629,155,38,4
2012-02-03 19:45:00,region-1,1876,0,9,0,9,1066,628,158,38,4
2012-02-03 20:00:00,region-1,1869,0,16,0,10,1060,633,160,38,4
2012-02-03 20:15:00,region-1,1877,0,15,0,4,1059,632,163,37,5
2012-02-03 20:30:00,region-1,1867,0,13,0,16,1057,633,164,37,5
2012-02-03 20:45:00,region-1,1883,0,10,0,3,1050,636,167,38,5
2012-02-03 21:00:00,region-1,1869,1,11,0,15,1046,638,168,39,5
2012-02-03 21:15:00,region-1,1877,0,5,0,13,1040,641,170,39,5
2012-02-03 21:30:00,region-1,1876,0,10,0,9,1034,644,172,40,5
2012-02-03 21:45:00,region-1,1871,2,10,0,12,1032,644,174,39,6
2012-02-03 22:00:00,region-1,1869,0,15,0,10,1027,640,180,41,6
2012-02-03 22:15:00,region-1,1874,1,8,0,11,1023,638,186,41,6
2012-02-03 22:30:00,region-1,1870,0,9,0,14,1017,637,191,42,6
2012-02-03 22:45:00,region-1,1875,0,14,0,6,1015,637,195,42,6
2012-02-03 23:00:00,region-1,1874,0,8,0,14,1008,640,197,45,6
2012-02-03 23:15:00,region-1,1864,2,15,0,15,1004,643,197,46,6
2012-02-03 23:30:00,region-1,1877,0,9,0,8,999,645,198,46,6
2012-02-03 23:45:00,region-1,1870,2,7,0,15,997,645,200,46,6
2012-02-04 00:00:00,region-1,1873,1,11,0,7,993,645,201,47,6
2012-02-04 00:15:00,region-1,1874,1,10,0,8,989,643,208,45,8
2012-02-04 00:30:00,region-1,1870,0,13,0,10,986,643,211,45,8
2012-02-04 00:45:00,region-1,1872,0,9,0,14,981,646,214,46,8
2012-02-04 01:00:00,region-1,1876,0,10,0,10,980,646,213,49,8
2012-02-04 01:15:00,region-1,1879,0,9,0,8,974,648,215,50,9
2012-02-04 01:30:00,region-1,1871,0,14,0,11,970,647,220,50,9
2012-02-04 01:45:00,region-1,1872,0,16,0,8,964,650,221,52,9
2012-02-04 02:00:00,region-1,1882,1,9,0,4,964,646,225,52,9
2012-02-04 02:15:00,region-1,1886,1,3,0,5,954,653,227,51,10
2012-02-04 02:30:00,region-1,1883,0,8,0,3,949,654,228,53,10
2012-02-04 02:45:00,region-1,1881,0,7,0,6,946,654,231,53,10
2012-02-04 03:00:00,region-1,1893,2,0,0,0,942,655,235,53,10
2012-02-04 03:15:00,region-1,1892,1,0,0,0,937,658,234,54,10
2012-02-04 03:30:00,region-1,1893,0,0,0,0,934,657,236,56,10
2012-02-04 03:45:00,region-1,1892,1,0,0,0,931,658,237,57,10
2012-02-04 04:00:00,region-1,1893,0,0,0,0,926,661,239,57,10
2012-02-04 04:15:00,region-1,1894,1,0,0,0,924,662,241,58,10
2012-02-04 04:30:00,region-1,1894,0,0,0,0,918,663,243,60,10
2012-02-04 04:45:00,region-1,1895,0,0,0,0,918,662,244,60,11
2012-02-04 05:00:00,region-1,1896,0,0,0,0,916,662,247,60,11
2012-02-04 05:15:00,region-1,1896,0,0,0,0,913,663,249,58,13
2012-02-04 05:30:00,region-1,1895,1,0,0,0,907,666,250,60,13
2012-02-04 05:45:00,region-1,1894,1,0,0,0,901,667,253,61,13
2012-02-04 06:00:00,region-1,1894,0,0,0,0,897,668,255,61,13
2012-02-04 06:15:00,region-1,1894,0,0,0,0,896,665,258,62,13
2012-02-04 06:30:00,region-1,1895,0,0,0,0,896,661,263,62,13
2012-02-04 06:45:00,region-1,1896,0,0,0,0,893,662,266,61,14
2012-02-04 07:00:00,region-1,1895,1,0,0,0,890,663,268,61,14
2012-02-04 07:15:00,region-1,1895,0,0,0,0,884,665,271,61,14
2012-02-04 07:30:00,region-1,1895,0,0,0,0,882,662,276,61,14
2012-02-04 07:45:00,region-1,1896,0,0,0,0,882,660,278,62,14
2012-02-04 08:00:00,region-1,1895,1,0,0,0,876,663,280,63,14
2012-02-02 08:15:00,region-2,1903,0,0,0,0,1893,10,0,0,0
2012-02-02 08:30:00,region-2,1903,0,0,0,0,1887,16,0,0,0
2012-02-02 08:45:00,region-2,1903,0,0,0,0,1879,24,0,0,0
2012-02-02 09:00:00,region-2,1903,0,0,0,0,1868,35,0,0,0
2012-02-02 09:15:00,region-2,1901,2,0,0,0,1863,39,1,0,0
2012-02-02 09:30:00,region-2,1901,0,0,0,0,1852,48,1,0,0
2012-02-02 09:45:00,region-2,1901,0,0,0,0,1844,56,1,0,0
2012-02-02 10:00:00,region-2,1901,0,0,0,0,1835,65,1,0,0
2012-02-02 10:15:00,region-2,1900,2,0,0,0,1832,69,1,0,0
2012-02-02 10:30:00,region-2,1901,0,0,0,0,1824,76,1,0,0
2012-02-02 10:45:00,region-2,1901,0,0,0,0,1818,82,1,0,0
2012-02-02 11:00:00,region-2,1901,0,0,0,0,1808,92,1,0,0
2012-02-02 11:15:00,region-2,1902,0,0,0,0,1797,104,1,0,0
2012-02-02 11:30:00,region-2,1903,0,0,0,0,1792,108,3,0,0
2012-02-02 11:45:00,region-2,1903,0,0,0,0,1783,117,3,0,0
2012-02-02 12:00:00,region-2,1903,0,0,0,0,1776,124,3,0,0
2012-02-02 12:15:00,region-2,1902,1,0,0,0,1768,132,3,0,0
2012-02-02 12:30:00,region-2,1901,1,0,0,0,1762,136,4,0,0
2012-02-02 12:45:00,region-2,1901,1,0,0,0,1752,146,4,0,0
2012-02-02 13:00:00,region-2,1902,0,0,0,0,1744,154,4,0,0
2012-02-02 13:15:00,region-2,1900,2,0,0,0,1737,161,4,0,0
2012-02-02 13:30:00,region-2,1901,0,0,0,0,1729,167,5,0,0
2012-02-02 13:45:00,region-2,1901,0,0,0,0,1720,175,6,0,0
2012-02-02 14:00:00,region-2,1902,0,0,0,0,1714,181,7,0,0
2012-02-02 14:15:00,region-2,1902,0,0,0,0,1708,185,9,0,0
2012-02-02 14:30:00,region-2,1903,0,0,0,0,1697,196,10,0,0
2012-02-02 14:45:00,region-2,1903,0,0,0,0,1694,199,10,0,0
2012-02-02 15:00:00,region-2,1903,0,0,0,0,1687,205,11,0,0
2012-02-02 15:15:00,region-2,1903,0,0,0,0,1675,217,11,0,0
2012-02-02 15:30:00,region-2,1903,0,0,0,0,1664,228,11,0,0
2012-02-02 15:45:00,region-2,1902,1,0,0,0,1655,236,12,0,0
2012-02-02 16:00:00,region-2,1880,0,7,0,15,1646,241,15,0,0
2012-02-02 16:15:00,region-2,1882,0,9,0,11,1643,244,15,0,0
2012-02-02 16:30:00,region-2,1889,0,7,0,6,1638,248,16,0,0
2012-02-02 16:45:00,region-2,1894,0,7,0,2,1632,254,17,0,0
2012-02-02 17:00:00,region-2,1884,2,8,0,9,1629,257,17,0,0
2012-02-02 17:15:00,region-2,1879,0,5,0,17,1622,262,17,0,0
2012-02-02 17:30:00,region-2,1886,0,8,0,8,1620,261,21,0,0
2012-02-02 17:45:00,region-2,1878,1,10,0,13,1611,268,23,0,0
2012-02-02 18:00:00,region-2,1882,0,11,0,9,1603,276,23,0,0
2012-02-02 18:15:00,region-2,1879,0,9,0,14,1592,286,24,0,0
2012-02-02 18:30:00,region-2,1881,1,9,0,11,1586,291,25,0,0
2012-02-02 18:45:00,region-2,1882,0,13,0,6,1571,303,27,0,0
2012-02-02 19:00:00,region-2,1882,0,11,0,10,1563,313,27,0,0
2012-02-02 19:15:00,region-2,1879,0,10,0,14,1554,321,28,0,0
2012-02-02 19:30:00,region-2,1877,0,15,0,11,1550,324,28,1,0
2012-02-02 19:45:00,region-2,1886,1,5,0,11,1543,329,30,1,0
2012-02-02 20:00:00,region-2,1886,0,7,0,9,1533,337,31,1,0
2012-02-02 20:15:00,region-2,1887,0,7,0,8,1527,342,32,1,0
2012-02-02 20:30:00,region-2,1886,1,10,0,6,1524,345,33,1,0
2012-02-02 20:45:00,region-2,1874,2,14,0,12,1518,349,34,1,0
2012-02-02 21:00:00,region-2,1883,0,9,0,8,1510,352,37,1,0
2012-02-02 21:15:00,region-2,1877,1,14,0,9,1503,359,38,1,0
2012-02-02 21:30:00,region-2,1881,0,11,0,9,1498,364,38,1,0
2012-02-02 21:45:00,region-2,1878,1,14,0,9,1497,366,38,1,0
2012-02-02 22:00:00,region-2,1883,0,10,0,8,1488,374,38,1,0
2012-02-02 22:15:00,region-2,1881,0,10,0,11,1480,380,41,1,0
2012-02-02 22:30:00,region-2,1881,0,8,0,13,1478,381,42,1,0
2012-02-02 22:45:00,region-2,1880,0,12,0,11,1471,387,44,1,0
2012-02-02 23:00:00,region-2,1881,0,9,0,13,1464,392,46,1,0
2012-02-02 23:15:00,region-2,1878,0,14,0,11,1459,394,48,2,0
2012-02-02 23:30:00,region-2,1886,2,9,0,6,1457,394,50,2,0
2012-02-02 23:45:00,region-2,1886,0,8,0,7,1449,400,50,2,0
2012-02-03 00:00:00,region-2,1884,1,6,0,11,1442,407,50,3,0
2012-02-03 00:15:00,region-2,1871,0,15,0,15,1434,413,51,3,0
2012-02-03 00:30:00,region-2,1882,0,12,0,8,1427,418,54,3,0
2012-02-03 00:45:00,region-2,1878,0,11,0,14,1421,421,57,4,0
2012-02-03 01:00:00,region-2,1883,1,9,0,10,1417,424,57,5,0
2012-02-03 01:15:00,region-2,1882,1,12,0,7,1408,432,57,5,0
2012-02-03 01:30:00,region-2,1881,0,9,0,11,1401,436,59,5,0
2012-02-03 01:45:00,region-2,1886,2,6,0,7,1398,438,58,7,0
2012-02-03 02:00:00,region-2,1877,1,11,0,10,1395,438,59,7,0
2012-02-03 02:15:00,region-2,1880,0,9,0,10,1388,443,61,7,0
2012-02-03 02:30:00,region-2,1874,0,8,0,18,1383,447,63,7,0
2012-02-03 02:45:00,region-2,1880,1,14,0,5,1379,450,63,8,0
2012-02-03 03:00:00,region-2,1894,1,6,0,1,1377,452,65,8,0
2012-02-03 03:15:00,region-2,1890,0,3,0,8,1370,452,71,8,0
2012-02-03 03:30:00,region-2,1892,1,4,0,5,1370,451,73,8,0
2012-02-03 03:45:00,region-2,1891,1,7,0,3,1367,451,76,8,0
2012-02-03 04:00:00,region-2,1901,1,0,0,0,1364,451,79,8,0
2012-02-03 04:15:00,region-2,1901,0,0,0,0,1355,457,81,8,0
2012-02-03 04:30:00,region-2,1901,0,0,0,0,1350,458,85,8,0
2012-02-03 04:45:00,region-2,1901,0,0,0,0,1345,460,88,8,0
2012-02-03 05:00:00,region-2,1902,0,0,0,0,1344,461,88,9,0
2012-02-03 05:15:00,region-2,1903,0,0,0,0,1342,463,89,9,0
2012-02-03 05:30:00,region-2,1902,1,0,0,0,1336,467,91,9,0
2012-02-03 05:45:00,region-2,1902,0,0,0,0,1329,473,91,9,0
2012-02-03 06:00:00,region-2,1902,1,0,0,0,1322,481,91,9,0
2012-02-03 06:15:00,region-2,1902,0,0,0,0,1321,477,95,9,0
2012-02-03 06:30:00,region-2,1901,1,0,0,0,1312,486,95,9,0
2012-02-03 06:45:00,region-2,1901,0,0,0,0,1306,489,97,9,0
2012-02-03 07:00:00,region-2,1901,1,0,0,0,1305,489,99,9,0
2012-02-03 07:15:00,region-2,1901,0,0,0,0,1301,491,100,9,0
2012-02-03 07:30:00,region-2,1901,0,0,0,0,1298,492,102,9,0
2012-02-03 07:45:00,region-2,1901,1,0,0,0,1295,491,107,9,0
2012-02-03 08:00:00,region-2,1899,2,0,0,0,1288,497,106,10,0
2012-02-03 08:15:00,region-2,1901,0,0,0,0,1286,498,106,11,0
2012-02-03 08:30:00,region-2,1901,0,0,0,0,1280,504,106,11,0
2012-02-03 08:45:00,region-2,1901,0,0,0,0,1276,508,106,11,0
2012-02-03 09:00:00,region-2,1902,0,0,0,0,1265,517,108,12,0
2012-02-03 09:15:00,region-2,1903,0,0,0,0,1257,524,110,12,0
2012-02-03 09:30:00,region-2,1902,1,0,0,0,1252,528,110,13,0
2012-02-03 09:45:00,region-2,1900,2,0,0,0,1246,532,111,13,0
2012-02-03 10:00:00,region-2,1900,0,0,0,0,1243,532,111,14,0
2012-02-03 10:15:00,region-2,1900,1,0,0,0,1239,536,112,14,0
2012-02-03 10:30:00,region-2,1901,0,0,0,0,1234,541,110,15,1
2012-02-03 10:45:00,region-2,1900,2,0,0,0,1232,542,112,15,1
2012-02-03 11:00:00,region-2,1900,0,0,0,0,1226,546,112,15,1
2012-02-03 11:15:00,region-2,1899,2,0,0,0,1220,553,112,15,1
2012-02-03 11:30:00,region-2,1900,1,0,0,0,1214,558,113,15,1
2012-02-03 11:45:00,region-2,1900,0,0,0,0,1208,562,114,15,1
2012-02-03 12:00:00,region-2,1900,0,0,0,0,1202,563,119,15,1
2012-02-03 12:15:00,region-2,1900,0,0,0,0,1195,569,120,15,1
2012-02-03 12:30:00,region-2,1903,0,0,0,0,1195,567,124,16,1
2012-02-03 12:45:00,region-2,1903,0,0,0,0,1189,569,125,19,1
2012-02-03 13:00:00,region-2,1903,0,0,0,0,1186,570,126,20,1
2012-02-03 13:15:00,region-2,1903,0,0,0,0,1183,572,126,21,1
2012-02-03 13:30:00,region-2,1903,0,0,0,0,1181,571,129,21,1
2012-02-03 13:45:00,region-2,1902,1,0,0,0,1176,574,129,23,1
2012-02-03 14:00:00,region-2,1902,0,0,0,0,1166,579,133,23,1
2012-02-03 14:15:00,region-2,1903,0,0,0,0,1166,576,137,22,2
2012-02-03 14:30:00,region-2,1903,0,0,0,0,1162,578,139,22,2
2012-02-03 14:45:00,region-2,1903,0,0,0,0,1157,583,139,22,2
2012-02-03 15:00:00,region-2,1902,1,0,0,0,1153,586,140,22,2
2012-02-03 15:15:00,region-2,1902,0,0,0,0,1149,587,142,22,2
2012-02-03 15:30:00,region-2,1902,1,0,0,0,1144,588,147,22,2
2012-02-03 15:45:00,region-2,1902,0,0,0,0,1140,589,149,22,2
2012-02-03 16:00:00,region-2,1889,0,6,0,8,1137,592,150,22,2
2012-02-03 16:15:00,region-2,1887,0,7,0,9,1135,590,154,22,2
2012-02-03 16:30:00,region-2,1891,1,1,0,10,1131,592,156,22,2
2012-02-03 16:45:00,region-2,1892,0,4,0,6,1124,596,158,22,2
2012-02-03 17:00:00,region-2,1882,2,8,0,10,1116,602,160,22,2
2012-02-03 17:15:00,region-2,1863,1,20,0,16,1108,605,161,24,2
2012-02-03 17:30:00,region-2,1875,1,13,0,11,1100,613,160,25,2
2012-02-03 17:45:00,region-2,1884,0,7,0,10,1095,616,160,28,2
2012-02-03 18:00:00,region-2,1882,0,13,0,6,1092,613,165,29,2
2012-02-03 18:15:00,region-2,1873,2,10,0,17,1086,618,165,31,2
2012-02-03 18:30:00,region-2,1874,1,16,0,10,1081,620,167,31,2
2012-02-03 18:45:00,region-2,1883,0,13,0,5,1079,620,169,31,2
2012-02-03 19:00:00,region-2,1880,1,10,0,11,1074,622,173,31,2
2012-02-03 19:15:00,region-2,1882,0,12,0,7,1071,623,173,32,2
2012-02-03 19:30:00,region-2,1881,0,15,0,6,1065,625,178,32,2
2012-02-03 19:45:00,region-2,1876,1,9,0,16,1062,626,179,33,2
2012-02-03 20:00:00,region-2,1890,0,5,0,7,1059,626,181,34,2
2012-02-03 20:15:00,region-2,1878,2,10,0,13,1054,630,182,35,2
2012-02-03 20:30:00,region-2,1880,2,7,0,12,1046,635,183,34,3
2012-02-03 20:45:00,region-2,1881,0,10,0,8,1044,634,181,37,3
2012-02-03 21:00:00,region-2,1881,1,13,0,6,1039,638,184,37,3
2012-02-03 21:15:00,region-2,1875,1,10,0,15,1031,641,188,38,3
2012-02-03 21:30:00,region-2,1882,0,12,0,7,1027,639,194,38,3
2012-02-03 21:45:00,region-2,1886,0,9,0,8,1024,641,195,40,3
2012-02-03 22:00:00,region-2,1883,0,8,0,12,1020,643,196,40,4
2012-02-03 22:15:00,region-2,1880,0,9,0,14,1018,639,202,40,4
2012-02-03 22:30:00,region-2,1880,0,10,0,13,1015,638,206,40,4
2012-02-03 22:45:00,region-2,1879,0,11,0,13,1010,640,208,41,4
2012-02-03 23:00:00,region-2,1884,0,8,0,11,1008,640,210,41,4
2012-02-03 23:15:00,region-2,1892,1,4,0,6,1006,640,209,44,4
2012-02-03 23:30:00,region-2,1875,1,10,0,16,1003,639,211,45,4
2012-02-03 23:45:00,region-2,1877,0,13,0,11,999,643,209,46,4
2012-02-04 00:00:00,region-2,1883,1,11,0,7,998,644,206,50,4
2012-02-04 00:15:00,region-2,1875,1,9,0,17,994,645,209,49,5
2012-02-04 00:30:00,region-2,1876,0,9,0,16,989,646,211,50,5
2012-02-04 00:45:00,region-2,1884,0,10,0,7,986,644,216,49,6
2012-02-04 01:00:00,region-2,1878,0,13,0,10,981,647,217,50,6
2012-02-04 01:15:00,region-2,1884,1,10,0,7,978,648,220,50,6
2012-02-04 01:30:00,region-2,1887,0,7,0,8,976,649,220,51,6
