healthtime,businessunit,policystatus,ipaddrcount
2012-02-03 11:00:00,headquarters,1,170192
2012-02-03 11:15:00,headquarters,1,169531
2012-02-03 11:30:00,headquarters,1,168864
2012-02-03 11:45:00,headquarters,1,168256
2012-02-03 12:00:00,headquarters,1,167559
2012-02-03 12:15:00,headquarters,1,166850
2012-02-03 12:30:00,headquarters,1,166194
2012-02-03 12:45:00,headquarters,1,165545
2012-02-03 13:00:00,headquarters,1,164900
2012-02-03 13:15:00,headquarters,1,164227
2012-02-03 13:30:00,headquarters,1,163553
2012-02-03 13:45:00,headquarters,1,162904
2012-02-03 14:00:00,headquarters,1,162198
2012-02-03 14:15:00,headquarters,1,161560
2012-02-03 14:30:00,headquarters,1,160905
2012-02-03 14:45:00,headquarters,1,160266
2012-02-03 15:00:00,headquarters,1,159611
2012-02-03 15:15:00,headquarters,1,158983
2012-02-03 15:30:00,headquarters,1,158310
2012-02-03 15:45:00,headquarters,1,157670
2012-02-03 16:00:00,headquarters,1,157095
2012-02-03 16:15:00,headquarters,1,156539
2012-02-03 16:30:00,headquarters,1,155945
2012-02-03 16:45:00,headquarters,1,155310
2012-02-03 17:00:00,headquarters,1,154721
2012-02-03 17:15:00,headquarters,1,154096
2012-02-03 17:30:00,headquarters,1,153528
2012-02-03 17:45:00,headquarters,1,152921
2012-02-03 18:00:00,headquarters,1,152276
2012-02-03 18:15:00,headquarters,1,151590
2012-02-03 18:30:00,headquarters,1,151040
2012-02-03 18:45:00,headquarters,1,150473
2012-02-03 19:00:00,headquarters,1,149874
2012-02-03 19:15:00,headquarters,1,149260
2012-02-03 19:30:00,headquarters,1,148641
2012-02-03 19:45:00,headquarters,1,148063
2012-02-03 20:00:00,headquarters,1,147511
2012-02-03 20:15:00,headquarters,1,146912
2012-02-03 20:30:00,headquarters,1,146301
2012-02-03 20:45:00,headquarters,1,145685
2012-02-03 21:00:00,headquarters,1,145126
2012-02-03 21:15:00,headquarters,1,144535
2012-02-03 21:30:00,headquarters,1,143942
2012-02-03 21:45:00,headquarters,1,143357
2012-02-03 22:00:00,headquarters,1,139536
2012-02-03 22:15:00,headquarters,1,138967
2012-02-03 22:30:00,headquarters,1,138440
2012-02-03 22:45:00,headquarters,1,137911
2012-02-03 23:00:00,headquarters,1,137373
2012-02-03 23:15:00,headquarters,1,136823
2012-02-03 23:30:00,headquarters,1,136279
2012-02-03 23:45:00,headquarters,1,135789
2012-02-04 00:00:00,headquarters,1,135248
2012-02-04 00:15:00,headquarters,1,134669
2012-02-04 00:30:00,headquarters,1,134115
2012-02-04 00:45:00,headquarters,1,133579
2012-02-04 01:00:00,headquarters,1,133031
2012-02-04 01:15:00,headquarters,1,132543
2012-02-04 01:30:00,headquarters,1,132042
2012-02-04 01:45:00,headquarters,1,131563
2012-02-04 02:00:00,headquarters,1,131045
2012-02-04 02:15:00,headquarters,1,130579
2012-02-04 02:30:00,headquarters,1,130045
2012-02-04 02:45:00,headquarters,1,129555
2012-02-04 03:00:00,headquarters,1,129038
2012-02-04 03:15:00,headquarters,1,128531
2012-02-04 03:30:00,headquarters,1,128030
2012-02-04 03:45:00,headquarters,1,127570
2012-02-04 04:00:00,headquarters,1,127058
2012-02-04 04:15:00,headquarters,1,126556
2012-02-04 04:30:00,headquarters,1,126061
2012-02-04 04:45:00,headquarters,1,125554
2012-02-04 05:00:00,headquarters,1,125049
2012-02-04 05:15:00,headquarters,1,124554
2012-02-04 05:30:00,headquarters,1,124042
2012-02-04 05:45:00,headquarters,1,123569
2012-02-04 06:00:00,headquarters,1,123131
2012-02-04 06:15:00,headquarters,1,122646
2012-02-04 06:30:00,headquarters,1,122187
2012-02-04 06:45:00,headquarters,1,121703
2012-02-04 07:00:00,headquarters,1,121190
2012-02-04 07:15:00,headquarters,1,120737
2012-02-04 07:30:00,headquarters,1,120242
2012-02-04 07:45:00,headquarters,1,119733
2012-02-04 08:00:00,headquarters,1,119268
2012-02-02 08:15:00,region-1,1,36860
2012-02-02 08:30:00,region-1,1,36693
2012-02-02 08:45:00,region-1,1,36528
2012-02-02 09:00:00,region-1,1,36367
2012-02-02 09:15:00,region-1,1,36219
2012-02-02 09:30:00,region-1,1,36083
2012-02-02 09:45:00,region-1,1,35939
2012-02-02 10:00:00,region-1,1,35779
2012-02-02 10:15:00,region-1,1,35633
2012-02-02 10:30:00,region-1,1,35489
2012-02-02 10:45:00,region-1,1,35326
2012-02-02 11:00:00,region-1,1,35196
2012-02-02 11:15:00,region-1,1,35060
2012-02-02 11:30:00,region-1,1,34922
2012-02-02 11:45:00,region-1,1,34788
2012-02-02 12:00:00,region-1,1,34641
2012-02-02 12:15:00,region-1,1,34520
2012-02-02 12:30:00,region-1,1,34396
2012-02-02 12:45:00,region-1,1,34259
2012-02-02 13:00:00,region-1,1,34127
2012-02-02 13:15:00,region-1,1,33986
2012-02-02 13:30:00,region-1,1,33878
2012-02-02 13:45:00,region-1,1,33739
2012-02-02 14:00:00,region-1,1,33617
2012-02-02 14:15:00,region-1,1,33484
2012-02-02 14:30:00,region-1,1,33339
2012-02-02 14:45:00,region-1,1,33204
2012-02-02 15:00:00,region-1,1,34533
2012-02-02 15:15:00,region-1,1,34381
2012-02-02 15:30:00,region-1,1,34248
2012-02-02 15:45:00,region-1,1,34091
2012-02-02 16:00:00,region-1,1,36371
2012-02-02 16:15:00,region-1,1,36232
2012-02-02 16:30:00,region-1,1,36079
2012-02-02 16:45:00,region-1,1,35956
2012-02-02 17:00:00,region-1,1,35830
2012-02-02 17:15:00,region-1,1,35678
2012-02-02 17:30:00,region-1,1,35548
2012-02-02 17:45:00,region-1,1,35396
2012-02-02 18:00:00,region-1,1,35241
2012-02-02 18:15:00,region-1,1,35096
2012-02-02 18:30:00,region-1,1,34974
2012-02-02 18:45:00,region-1,1,34809
2012-02-02 19:00:00,region-1,1,34650
2012-02-02 19:15:00,region-1,1,34531
2012-02-02 19:30:00,region-1,1,34388
2012-02-02 19:45:00,region-1,1,34253
2012-02-02 20:00:00,region-1,1,34120
2012-02-02 20:15:00,region-1,1,33957
2012-02-02 20:30:00,region-1,1,33797
2012-02-02 20:45:00,region-1,1,33667
2012-02-02 21:00:00,region-1,1,33547
2012-02-02 21:15:00,region-1,1,33410
2012-02-02 21:30:00,region-1,1,33281
2012-02-02 21:45:00,region-1,1,33136
2012-02-02 22:00:00,region-1,1,32993
2012-02-02 22:15:00,region-1,1,32834
2012-02-02 22:30:00,region-1,1,32706
2012-02-02 22:45:00,region-1,1,32568
2012-02-02 23:00:00,region-1,1,32448
2012-02-02 23:15:00,region-1,1,32318
2012-02-02 23:30:00,region-1,1,32185
2012-02-02 23:45:00,region-1,1,32059
2012-02-03 00:00:00,region-1,1,31937
2012-02-03 00:15:00,region-1,1,31814
2012-02-03 00:30:00,region-1,1,31697
2012-02-03 00:45:00,region-1,1,31557
2012-02-03 01:00:00,region-1,1,31437
2012-02-03 01:15:00,region-1,1,31316
2012-02-03 01:30:00,region-1,1,31200
2012-02-03 01:45:00,region-1,1,31076
2012-02-03 02:00:00,region-1,1,29738
2012-02-03 02:15:00,region-1,1,29615
2012-02-03 02:30:00,region-1,1,29506
2012-02-03 02:45:00,region-1,1,29394
2012-02-03 03:00:00,region-1,1,27276
2012-02-03 03:15:00,region-1,1,27169
2012-02-03 03:30:00,region-1,1,27094
2012-02-03 03:45:00,region-1,1,26992
2012-02-03 04:00:00,region-1,1,26917
2012-02-03 04:15:00,region-1,1,26803
2012-02-03 04:30:00,region-1,1,26693
2012-02-03 04:45:00,region-1,1,26607
2012-02-03 05:00:00,region-1,1,26510
2012-02-03 05:15:00,region-1,1,26394
2012-02-03 05:30:00,region-1,1,26289
2012-02-03 05:45:00,region-1,1,26192
2012-02-03 06:00:00,region-1,1,26108
2012-02-03 06:15:00,region-1,1,26029
2012-02-03 06:30:00,region-1,1,25903
2012-02-03 06:45:00,region-1,1,25790
2012-02-03 07:00:00,region-1,1,25676
2012-02-03 07:15:00,region-1,1,25584
2012-02-03 07:30:00,region-1,1,25487
2012-02-03 07:45:00,region-1,1,25397
2012-02-03 08:00:00,region-1,1,25290
2012-02-03 08:15:00,region-1,1,25181
2012-02-03 08:30:00,region-1,1,25078
2012-02-03 08:45:00,region-1,1,24976
2012-02-03 09:00:00,region-1,1,24886
2012-02-03 09:15:00,region-1,1,24784
2012-02-03 09:30:00,region-1,1,24680
2012-02-03 09:45:00,region-1,1,24579
2012-02-03 10:00:00,region-1,1,24475
2012-02-03 10:15:00,region-1,1,24381
2012-02-03 10:30:00,region-1,1,24282
2012-02-03 10:45:00,region-1,1,24175
2012-02-03 11:00:00,region-1,1,24066
2012-02-03 11:15:00,region-1,1,23985
2012-02-03 11:30:00,region-1,1,23903
2012-02-03 11:45:00,region-1,1,23809
2012-02-03 12:00:00,region-1,1,23716
2012-02-03 12:15:00,region-1,1,23630
2012-02-03 12:30:00,region-1,1,23546
2012-02-03 12:45:00,region-1,1,23451
2012-02-03 13:00:00,region-1,1,23345
2012-02-03 13:15:00,region-1,1,23241
2012-02-03 13:30:00,region-1,1,23152
2012-02-03 13:45:00,region-1,1,23054
2012-02-03 14:00:00,region-1,1,22965
2012-02-03 14:15:00,region-1,1,22890
2012-02-03 14:30:00,region-1,1,22781
2012-02-03 14:45:00,region-1,1,22672
2012-02-03 15:00:00,region-1,1,23573
2012-02-03 15:15:00,region-1,1,23493
2012-02-03 15:30:00,region-1,1,23402
2012-02-03 15:45:00,region-1,1,23307
2012-02-03 16:00:00,region-1,1,24869
2012-02-03 16:15:00,region-1,1,24782
2012-02-03 16:30:00,region-1,1,24676
2012-02-03 16:45:00,region-1,1,24573
2012-02-03 17:00:00,region-1,1,24482
2012-02-03 17:15:00,region-1,1,24404
2012-02-03 17:30:00,region-1,1,24312
2012-02-03 17:45:00,region-1,1,24224
2012-02-03 18:00:00,region-1,1,24127
2012-02-03 18:15:00,region-1,1,24046
2012-02-03 18:30:00,region-1,1,23944
2012-02-03 18:45:00,region-1,1,23867
2012-02-03 19:00:00,region-1,1,23777
2012-02-03 19:15:00,region-1,1,23681
2012-02-03 19:30:00,region-1,1,23572
2012-02-03 19:45:00,region-1,1,23484
2012-02-03 20:00:00,region-1,1,23393
2012-02-03 20:15:00,region-1,1,23317
2012-02-03 20:30:00,region-1,1,23222
2012-02-03 20:45:00,region-1,1,23109
2012-02-03 21:00:00,region-1,1,23020
2012-02-03 21:15:00,region-1,1,22922
2012-02-03 21:30:00,region-1,1,22853
2012-02-03 21:45:00,region-1,1,22748
2012-02-03 22:00:00,region-1,1,22658
2012-02-03 22:15:00,region-1,1,22562
2012-02-03 22:30:00,region-1,1,22478
2012-02-03 22:45:00,region-1,1,22420
2012-02-03 23:00:00,region-1,1,22335
2012-02-03 23:15:00,region-1,1,22239
2012-02-03 23:30:00,region-1,1,22145
2012-02-03 23:45:00,region-1,1,22054
2012-02-04 00:00:00,region-1,1,21984
2012-02-04 00:15:00,region-1,1,21895
2012-02-04 00:30:00,region-1,1,21832
2012-02-04 00:45:00,region-1,1,21747
2012-02-04 01:00:00,region-1,1,21673
2012-02-04 01:15:00,region-1,1,21589
2012-02-04 01:30:00,region-1,1,21502
2012-02-04 01:45:00,region-1,1,21422
2012-02-04 02:00:00,region-1,1,20531
2012-02-04 02:15:00,region-1,1,20447
2012-02-04 02:30:00,region-1,1,20384
2012-02-04 02:45:00,region-1,1,20307
2012-02-04 03:00:00,region-1,1,18829
2012-02-04 03:15:00,region-1,1,18743
2012-02-04 03:30:00,region-1,1,18663
2012-02-04 03:45:00,region-1,1,18590
2012-02-04 04:00:00,region-1,1,18503
2012-02-04 04:15:00,region-1,1,18427
2012-02-04 04:30:00,region-1,1,18347
2012-02-04 04:45:00,region-1,1,18270
2012-02-04 05:00:00,region-1,1,18204
2012-02-04 05:15:00,region-1,1,18143
2012-02-04 05:30:00,region-1,1,18065
2012-02-04 05:45:00,region-1,1,17998
2012-02-04 06:00:00,region-1,1,17920
2012-02-04 06:15:00,region-1,1,17860
2012-02-04 06:30:00,region-1,1,17795
2012-02-04 06:45:00,region-1,1,17719
2012-02-04 07:00:00,region-1,1,17651
2012-02-04 07:15:00,region-1,1,17582
2012-02-04 07:30:00,region-1,1,17530
2012-02-04 07:45:00,region-1,1,17462
2012-02-04 08:00:00,region-1,1,17381
2012-02-02 08:15:00,region-2,1,36835
2012-02-02 08:30:00,region-2,1,36677
2012-02-02 08:45:00,region-2,1,36521
2012-02-02 09:00:00,region-2,1,36352
2012-02-02 09:15:00,region-2,1,36208
2012-02-02 09:30:00,region-2,1,36083
2012-02-02 09:45:00,region-2,1,35937
2012-02-02 10:00:00,region-2,1,35777
2012-02-02 10:15:00,region-2,1,35666
2012-02-02 10:30:00,region-2,1,35515
2012-02-02 10:45:00,region-2,1,35360
2012-02-02 11:00:00,region-2,1,35220
2012-02-02 11:15:00,region-2,1,35068
2012-02-02 11:30:00,region-2,1,34930
2012-02-02 11:45:00,region-2,1,34810
2012-02-02 12:00:00,region-2,1,34671
2012-02-02 12:15:00,region-2,1,34531
2012-02-02 12:30:00,region-2,1,34406
2012-02-02 12:45:00,region-2,1,34244
2012-02-02 13:00:00,region-2,1,34122
2012-02-02 13:15:00,region-2,1,33993
2012-02-02 13:30:00,region-2,1,33871
2012-02-02 13:45:00,region-2,1,33720
2012-02-02 14:00:00,region-2,1,33586
2012-02-02 14:15:00,region-2,1,33471
2012-02-02 14:30:00,region-2,1,33337
2012-02-02 14:45:00,region-2,1,33194
2012-02-02 15:00:00,region-2,1,33034
2012-02-02 15:15:00,region-2,1,32891
2012-02-02 15:30:00,region-2,1,32773
2012-02-02 15:45:00,region-2,1,32646
2012-02-02 16:00:00,region-2,1,34942
2012-02-02 16:15:00,region-2,1,34819
2012-02-02 16:30:00,region-2,1,34694
2012-02-02 16:45:00,region-2,1,34563
2012-02-02 17:00:00,region-2,1,35810
2012-02-02 17:15:00,region-2,1,35642
2012-02-02 17:30:00,region-2,1,35489
2012-02-02 17:45:00,region-2,1,35323
2012-02-02 18:00:00,region-2,1,35187
2012-02-02 18:15:00,region-2,1,35030
2012-02-02 18:30:00,region-2,1,34909
2012-02-02 18:45:00,region-2,1,34727
2012-02-02 19:00:00,region-2,1,34572
2012-02-02 19:15:00,region-2,1,34459
2012-02-02 19:30:00,region-2,1,34322
2012-02-02 19:45:00,region-2,1,34193
2012-02-02 20:00:00,region-2,1,34040
2012-02-02 20:15:00,region-2,1,33904
2012-02-02 20:30:00,region-2,1,33776
2012-02-02 20:45:00,region-2,1,33651
2012-02-02 21:00:00,region-2,1,33515
2012-02-02 21:15:00,region-2,1,33378
2012-02-02 21:30:00,region-2,1,33220
2012-02-02 21:45:00,region-2,1,33097
2012-02-02 22:00:00,region-2,1,32958
2012-02-02 22:15:00,region-2,1,32817
2012-02-02 22:30:00,region-2,1,32699
2012-02-02 22:45:00,region-2,1,32560
2012-02-02 23:00:00,region-2,1,32441
2012-02-02 23:15:00,region-2,1,32320
2012-02-02 23:30:00,region-2,1,32153
2012-02-02 23:45:00,region-2,1,32050
2012-02-03 00:00:00,region-2,1,31918
2012-02-03 00:15:00,region-2,1,31790
2012-02-03 00:30:00,region-2,1,31666
2012-02-03 00:45:00,region-2,1,31528
2012-02-03 01:00:00,region-2,1,31397
2012-02-03 01:15:00,region-2,1,31274
2012-02-03 01:30:00,region-2,1,31168
2012-02-03 01:45:00,region-2,1,31056
2012-02-03 02:00:00,region-2,1,30934
2012-02-03 02:15:00,region-2,1,30805
2012-02-03 02:30:00,region-2,1,30680
2012-02-03 02:45:00,region-2,1,30569
2012-02-03 03:00:00,region-2,1,28451
2012-02-03 03:15:00,region-2,1,28338
2012-02-03 03:30:00,region-2,1,28237
2012-02-03 03:45:00,region-2,1,28145
2012-02-03 04:00:00,region-2,1,26868
2012-02-03 04:15:00,region-2,1,26734
2012-02-03 04:30:00,region-2,1,26641
2012-02-03 04:45:00,region-2,1,26533
2012-02-03 05:00:00,region-2,1,26456
2012-02-03 05:15:00,region-2,1,26362
2012-02-03 05:30:00,region-2,1,26264
2012-02-03 05:45:00,region-2,1,26158
2012-02-03 06:00:00,region-2,1,26064
2012-02-03 06:15:00,region-2,1,25981
2012-02-03 06:30:00,region-2,1,25860
2012-02-03 06:45:00,region-2,1,25753
2012-02-03 07:00:00,region-2,1,25654
2012-02-03 07:15:00,region-2,1,25559
2012-02-03 07:30:00,region-2,1,25477
2012-02-03 07:45:00,region-2,1,25391
2012-02-03 08:00:00,region-2,1,25282
2012-02-03 08:15:00,region-2,1,25186
2012-02-03 08:30:00,region-2,1,25067
2012-02-03 08:45:00,region-2,1,24974
2012-02-03 09:00:00,region-2,1,24888
2012-02-03 09:15:00,region-2,1,24772
2012-02-03 09:30:00,region-2,1,24685
2012-02-03 09:45:00,region-2,1,24585
2012-02-03 10:00:00,region-2,1,24479
2012-02-03 10:15:00,region-2,1,24383
2012-02-03 10:30:00,region-2,1,24282
2012-02-03 10:45:00,region-2,1,24190
2012-02-03 11:00:00,region-2,1,24098
2012-02-03 11:15:00,region-2,1,24017
2012-02-03 11:30:00,region-2,1,23918
2012-02-03 11:45:00,region-2,1,23810
2012-02-03 12:00:00,region-2,1,23722
2012-02-03 12:15:00,region-2,1,23638
2012-02-03 12:30:00,region-2,1,23560
2012-02-03 12:45:00,region-2,1,23456
2012-02-03 13:00:00,region-2,1,23363
2012-02-03 13:15:00,region-2,1,23260
2012-02-03 13:30:00,region-2,1,23175
2012-02-03 13:45:00,region-2,1,23091
2012-02-03 14:00:00,region-2,1,22989
2012-02-03 14:15:00,region-2,1,22929
2012-02-03 14:30:00,region-2,1,22823
2012-02-03 14:45:00,region-2,1,22712
2012-02-03 15:00:00,region-2,1,22633
2012-02-03 15:15:00,region-2,1,22548
2012-02-03 15:30:00,region-2,1,22441
2012-02-03 15:45:00,region-2,1,22348
2012-02-03 16:00:00,region-2,1,23843
2012-02-03 16:15:00,region-2,1,23748
2012-02-03 16:30:00,region-2,1,23639
2012-02-03 16:45:00,region-2,1,23537
2012-02-03 17:00:00,region-2,1,24387
2012-02-03 17:15:00,region-2,1,24307
2012-02-03 17:30:00,region-2,1,24209
2012-02-03 17:45:00,region-2,1,24123
2012-02-03 18:00:00,region-2,1,24012
2012-02-03 18:15:00,region-2,1,23935
2012-02-03 18:30:00,region-2,1,23840
2012-02-03 18:45:00,region-2,1,23759
2012-02-03 19:00:00,region-2,1,23657
2012-02-03 19:15:00,region-2,1,23553
2012-02-03 19:30:00,region-2,1,23465
2012-02-03 19:45:00,region-2,1,23365
2012-02-03 20:00:00,region-2,1,23280
2012-02-03 20:15:00,region-2,1,23182
2012-02-03 20:30:00,region-2,1,23101
2012-02-03 20:45:00,region-2,1,22990
2012-02-03 21:00:00,region-2,1,22891
2012-02-03 21:15:00,region-2,1,22795
2012-02-03 21:30:00,region-2,1,22723
2012-02-03 21:45:00,region-2,1,22621
2012-02-03 22:00:00,region-2,1,22508
2012-02-03 22:15:00,region-2,1,22419
2012-02-03 22:30:00,region-2,1,22336
2012-02-03 22:45:00,region-2,1,22282
2012-02-03 23:00:00,region-2,1,22191
2012-02-03 23:15:00,region-2,1,22100
2012-02-03 23:30:00,region-2,1,22008
2012-02-03 23:45:00,region-2,1,21933
2012-02-04 00:00:00,region-2,1,21854
2012-02-04 00:15:00,region-2,1,21772
2012-02-04 00:30:00,region-2,1,21696
2012-02-04 00:45:00,region-2,1,21625
2012-02-04 01:00:00,region-2,1,21549
2012-02-04 01:15:00,region-2,1,21463
2012-02-04 01:30:00,region-2,1,21389
2012-02-04 01:45:00,region-2,1,21302
2012-02-04 02:00:00,region-2,1,21216
2012-02-04 02:15:00,region-2,1,21127
2012-02-04 02:30:00,region-2,1,21039
2012-02-04 02:45:00,region-2,1,20967
2012-02-04 03:00:00,region-2,1,19530
2012-02-04 03:15:00,region-2,1,19443
2012-02-04 03:30:00,region-2,1,19371
2012-02-04 03:45:00,region-2,1,19282
2012-02-04 04:00:00,region-2,1,18428
2012-02-04 04:15:00,region-2,1,18359
2012-02-04 04:30:00,region-2,1,18277
2012-02-04 04:45:00,region-2,1,18193
2012-02-04 05:00:00,region-2,1,18120
2012-02-04 05:15:00,region-2,1,18058
2012-02-04 05:30:00,region-2,1,18004
2012-02-04 05:45:00,region-2,1,17948
2012-02-04 06:00:00,region-2,1,17867
2012-02-04 06:15:00,region-2,1,17796
2012-02-04 06:30:00,region-2,1,17719
2012-02-04 06:45:00,region-2,1,17618
2012-02-04 07:00:00,region-2,1,17558
2012-02-04 07:15:00,region-2,1,17497
2012-02-04 07:30:00,region-2,1,17437
2012-02-04 07:45:00,region-2,1,17360
2012-02-04 08:00:00,region-2,1,17296
2012-02-02 08:15:00,region-3,1,35900
2012-02-02 08:30:00,region-3,1,35739
2012-02-02 08:45:00,region-3,1,35592
2012-02-02 09:00:00,region-3,1,35440
2012-02-02 09:15:00,region-3,1,35297
2012-02-02 09:30:00,region-3,1,35139
2012-02-02 09:45:00,region-3,1,34981
2012-02-02 10:00:00,region-3,1,34848
2012-02-02 10:15:00,region-3,1,34726
2012-02-02 10:30:00,region-3,1,34591
2012-02-02 10:45:00,region-3,1,34448
2012-02-02 11:00:00,region-3,1,34292
2012-02-02 11:15:00,region-3,1,34151
2012-02-02 11:30:00,region-3,1,34035
2012-02-02 11:45:00,region-3,1,33914
2012-02-02 12:00:00,region-3,1,33763
2012-02-02 12:15:00,region-3,1,33624
2012-02-02 12:30:00,region-3,1,33492
2012-02-02 12:45:00,region-3,1,33378
2012-02-02 13:00:00,region-3,1,34137
2012-02-02 13:15:00,region-3,1,34007
2012-02-02 13:30:00,region-3,1,33880
2012-02-02 13:45:00,region-3,1,33758
2012-02-02 14:00:00,region-3,1,36738
2012-02-02 14:15:00,region-3,1,36571
2012-02-02 14:30:00,region-3,1,36444
2012-02-02 14:45:00,region-3,1,36319
2012-02-02 15:00:00,region-3,1,36168
2012-02-02 15:15:00,region-3,1,36030
2012-02-02 15:30:00,region-3,1,35872
2012-02-02 15:45:00,region-3,1,35718
2012-02-02 16:00:00,region-3,1,35562
2012-02-02 16:15:00,region-3,1,35423
2012-02-02 16:30:00,region-3,1,35289
2012-02-02 16:45:00,region-3,1,35135
2012-02-02 17:00:00,region-3,1,34987
2012-02-02 17:15:00,region-3,1,34810
2012-02-02 17:30:00,region-3,1,34676
2012-02-02 17:45:00,region-3,1,34574
2012-02-02 18:00:00,region-3,1,34464
2012-02-02 18:15:00,region-3,1,34322
2012-02-02 18:30:00,region-3,1,34206
2012-02-02 18:45:00,region-3,1,34087
2012-02-02 19:00:00,region-3,1,33943
2012-02-02 19:15:00,region-3,1,33792
2012-02-02 19:30:00,region-3,1,33644
2012-02-02 19:45:00,region-3,1,33517
2012-02-02 20:00:00,region-3,1,33397
2012-02-02 20:15:00,region-3,1,33284
