time,regionold,pol1,pol2,pol3,pol4,pol5,act1,act2,act3,act4,act5,expected,reported,order,size,nightmachinediff,daymachinediff,sizepol,sumnumconnections,avnumconn,region
2012-02-02 15:30:00,headquarters,209518,46765,5118,378,24,252631,214,5750,1520,1688,15050,15013,41,250000,0,37,261803,13356865,51.0187621991,HEAD
2012-02-02 15:45:00,headquarters,208789,47307,5305,400,25,252699,199,5764,1470,1694,15050,15015,41,250000,0,35,261826,13378954,51.0986456654,HEAD
2012-02-02 16:00:00,headquarters,207964,47971,5483,420,25,252792,227,5800,1418,1626,15050,15015,41,250000,0,35,261863,13371616,51.0634033827,HEAD
2012-02-02 16:15:00,headquarters,207166,48614,5624,444,25,252636,206,5846,1529,1656,15050,15017,41,250000,0,33,261873,13399356,51.1673826626,HEAD
2012-02-02 16:30:00,headquarters,206295,49300,5790,468,26,252693,233,5781,1531,1641,15050,15016,41,250000,0,34,261879,13351924,50.9850885333,HEAD
2012-02-02 16:45:00,headquarters,205484,49910,5963,485,27,252635,223,5883,1441,1687,15050,15021,41,250000,0,29,261869,13372858,51.0669762362,HEAD
2012-02-02 17:00:00,headquarters,204629,50550,6138,506,29,252661,222,5898,1436,1635,15050,15021,41,250000,0,29,261852,13378494,51.0918152239,HEAD
2012-02-02 17:15:00,headquarters,203771,51227,6300,528,32,252589,238,5885,1499,1647,15050,15023,41,250000,0,27,261858,13365916,51.0426108807,HEAD
2012-02-02 17:30:00,headquarters,202949,51836,6471,541,36,252590,237,5859,1498,1649,15050,15021,41,250000,0,29,261833,13387472,51.1298117502,HEAD
2012-02-02 17:45:00,headquarters,202130,52456,6641,567,38,252673,211,5877,1459,1612,15050,15014,41,250000,0,36,261832,13374888,51.0819456751,HEAD
2012-02-02 18:00:00,headquarters,196518,51853,6772,580,40,255554,209,0,0,0,0,8941,41,250000,8941,0,255763,6326619,24.7362558306,HEAD
2012-02-02 18:15:00,headquarters,195671,52495,6943,608,43,255543,217,0,0,0,0,8928,41,250000,8928,0,255760,6335758,24.7722786988,HEAD
2012-02-02 18:30:00,headquarters,194861,53083,7131,637,46,255553,205,0,0,0,0,8933,41,250000,8933,0,255758,6363239,24.8799216447,HEAD
2012-02-02 18:45:00,headquarters,194078,53639,7338,660,49,255535,229,0,0,0,0,8945,41,250000,8945,0,255764,6346789,24.8150208786,HEAD
2012-02-02 19:00:00,headquarters,193245,54251,7520,681,53,255518,232,0,0,0,0,8941,41,250000,8941,0,255750,6340221,24.7906979472,HEAD
2012-02-02 19:15:00,headquarters,192490,54775,7705,710,55,255521,214,0,0,0,0,8931,41,250000,8931,0,255735,6347008,24.8186912233,HEAD
2012-02-02 19:30:00,headquarters,191708,55374,7878,740,59,255540,219,0,0,0,0,8942,41,250000,8942,0,255759,6342750,24.7997137931,HEAD
2012-02-02 19:45:00,headquarters,190943,55892,8093,764,62,255526,228,0,0,0,0,8937,41,250000,8937,0,255754,6354440,24.8459066134,HEAD
2012-02-02 20:00:00,headquarters,190164,56443,8280,794,64,255540,205,0,0,0,0,8937,41,250000,8937,0,255745,6351742,24.8362314024,HEAD
2012-02-02 20:15:00,headquarters,189424,57000,8465,825,65,255560,219,0,0,0,0,8938,41,250000,8938,0,255779,6345141,24.807122555,HEAD
2012-02-02 20:30:00,headquarters,188644,57556,8639,854,73,255562,204,0,0,0,0,8931,41,250000,8931,0,255766,6337318,24.7777968925,HEAD
2012-02-02 20:45:00,headquarters,187905,58033,8873,892,76,255556,223,0,0,0,0,8931,41,250000,8931,0,255779,6346183,24.8111963844,HEAD
2012-02-02 21:00:00,headquarters,187155,58528,9078,927,78,255570,196,0,0,0,0,8933,41,250000,8933,0,255766,6336479,24.7745165503,HEAD
2012-02-02 21:15:00,headquarters,186437,59032,9294,940,85,255583,205,0,0,0,0,8931,41,250000,8931,0,255788,6344037,24.8019336325,HEAD
2012-02-02 21:30:00,headquarters,185736,59513,9473,973,89,255591,193,0,0,0,0,8937,41,250000,8937,0,255784,6342591,24.7966682826,HEAD
2012-02-02 21:45:00,headquarters,185023,60013,9674,1006,93,255627,182,0,0,0,0,8944,41,250000,8944,0,255809,6345454,24.8054368689,HEAD
2012-02-02 22:00:00,headquarters,184356,60481,9850,1050,97,255623,211,0,0,0,0,8935,41,250000,8935,0,255834,6348411,24.8145711672,HEAD
2012-02-02 22:15:00,headquarters,183627,60938,10064,1088,99,255596,220,0,0,0,0,8939,41,250000,8939,0,255816,6352900,24.8338649654,HEAD
2012-02-02 22:30:00,headquarters,182905,61428,10242,1126,102,255591,212,0,0,0,0,8948,41,250000,8948,0,255803,6361692,24.8694972303,HEAD
2012-02-02 22:45:00,headquarters,182156,61933,10438,1153,106,255576,210,0,0,0,0,8952,41,250000,8952,0,255786,6333926,24.7625984221,HEAD
2012-02-02 23:00:00,headquarters,181452,62401,10637,1189,108,255566,221,0,0,0,0,8948,41,250000,8948,0,255787,6339739,24.7852275526,HEAD
2012-02-02 23:15:00,headquarters,180802,62763,10871,1223,114,255565,208,0,0,0,0,8949,41,250000,8949,0,255773,6338913,24.7833547716,HEAD
2012-02-02 23:30:00,headquarters,179991,63344,11069,1258,116,255571,207,0,0,0,0,8945,41,250000,8945,0,255778,6345587,24.8089632416,HEAD
2012-02-02 23:45:00,headquarters,179296,63791,11279,1292,123,255581,200,0,0,0,0,8942,41,250000,8942,0,255781,6339539,24.7850270348,HEAD
2012-02-03 00:00:00,headquarters,178587,64275,11478,1338,125,255625,178,0,0,0,0,8934,41,250000,8934,0,255803,6345720,24.8070585568,HEAD
2012-02-03 00:15:00,headquarters,177897,64707,11712,1380,132,255623,205,0,0,0,0,8939,41,250000,8939,0,255828,6349492,24.819378645,HEAD
2012-02-03 00:30:00,headquarters,177186,65113,11912,1431,139,255569,212,0,0,0,0,8938,41,250000,8938,0,255781,6341683,24.7934092055,HEAD
2012-02-03 00:45:00,headquarters,176468,65588,12123,1452,148,255585,194,0,0,0,0,8936,41,250000,8936,0,255779,6342709,24.7976143468,HEAD
2012-02-03 01:00:00,headquarters,175777,66037,12350,1493,153,255621,189,0,0,0,0,8946,41,250000,8946,0,255810,6344336,24.8009694695,HEAD
2012-02-03 01:15:00,headquarters,175086,66464,12577,1531,157,255601,214,0,0,0,0,8951,41,250000,8951,0,255815,6340707,24.7862986924,HEAD
2012-02-03 01:30:00,headquarters,174347,66935,12784,1571,163,255576,224,0,0,0,0,8951,41,250000,8951,0,255800,6347885,24.8158131353,HEAD
2012-02-03 01:45:00,headquarters,173616,67391,12987,1609,169,255590,182,0,0,0,0,8947,41,250000,8947,0,255772,6345703,24.8099987489,HEAD
2012-02-03 02:00:00,headquarters,172942,67821,13222,1654,177,255591,225,0,0,0,0,8950,41,250000,8950,0,255816,6347545,24.8129319511,HEAD
2012-02-03 02:15:00,headquarters,172222,68250,13430,1702,187,255604,187,0,0,0,0,8942,41,250000,8942,0,255791,6351830,24.8321090265,HEAD
2012-02-03 02:30:00,headquarters,171547,68659,13666,1741,193,255604,202,0,0,0,0,8936,41,250000,8936,0,255806,6351593,24.8297264333,HEAD
2012-02-03 02:45:00,headquarters,170898,69047,13865,1793,201,255594,210,0,0,0,0,8931,41,250000,8931,0,255804,6352895,24.8350103986,HEAD
2012-02-03 03:00:00,headquarters,170184,69462,14099,1825,210,255570,210,0,0,0,0,8933,41,250000,8933,0,255780,6334764,24.7664555477,HEAD
2012-02-03 03:15:00,headquarters,169513,69823,14363,1864,219,255591,191,0,0,0,0,8936,41,250000,8936,0,255782,6334909,24.7668287839,HEAD
2012-02-03 03:30:00,headquarters,168867,70197,14599,1903,230,255606,190,0,0,0,0,8941,41,250000,8941,0,255796,6334177,24.7626116124,HEAD
2012-02-03 03:45:00,headquarters,168240,70568,14834,1956,240,255642,196,0,0,0,0,8948,41,250000,8948,0,255838,6337789,24.7726647332,HEAD
2012-02-03 04:00:00,headquarters,167566,70991,15034,1991,249,255615,216,0,0,0,0,8947,41,250000,8947,0,255831,6358436,24.8540481802,HEAD
2012-02-03 04:15:00,headquarters,166923,71334,15238,2058,255,255610,198,0,0,0,0,8938,41,250000,8938,0,255808,6352030,24.831240618,HEAD
2012-02-03 04:30:00,headquarters,166304,71675,15459,2112,264,255618,196,0,0,0,0,8937,41,250000,8937,0,255814,6347104,24.8114020343,HEAD
2012-02-03 04:45:00,headquarters,165658,72035,15676,2161,275,255574,231,0,0,0,0,8937,41,250000,8937,0,255805,6344157,24.800754481,HEAD
2012-02-03 05:00:00,headquarters,164943,72420,15887,2223,283,255551,205,0,0,0,0,8941,41,250000,8941,0,255756,6336380,24.7750981404,HEAD
2012-02-03 05:15:00,headquarters,164297,72760,16134,2285,288,255566,198,0,0,0,0,8946,41,250000,8946,0,255764,6337563,24.778948562,HEAD
2012-02-03 05:30:00,headquarters,163663,73133,16357,2333,299,255586,199,0,0,0,0,8942,41,250000,8942,0,255785,6341472,24.7921965713,HEAD
2012-02-03 05:45:00,headquarters,163022,73471,16619,2385,302,255617,182,0,0,0,0,8940,41,250000,8940,0,255799,6342260,24.7939202264,HEAD
2012-02-03 06:00:00,headquarters,162353,73902,16832,2434,308,255636,193,0,0,0,0,8939,41,250000,8939,0,255829,6353661,24.835577671,HEAD
2012-02-03 06:15:00,headquarters,161716,74250,17056,2492,315,255637,192,0,0,0,0,8945,41,250000,8945,0,255829,6345432,24.8034116539,HEAD
2012-02-03 06:30:00,headquarters,161028,74647,17269,2561,327,255638,194,0,0,0,0,8943,41,250000,8943,0,255832,6341980,24.7896275681,HEAD
2012-02-03 06:45:00,headquarters,160408,74963,17488,2623,334,255592,224,0,0,0,0,8929,41,250000,8929,0,255816,6333689,24.7587680208,HEAD
2012-02-03 07:00:00,headquarters,163716,76958,18109,2738,346,252609,234,5774,1553,1697,15050,15006,41,250000,0,44,261867,13348539,50.974498505,HEAD
2012-02-03 07:15:00,headquarters,163066,77268,18327,2817,351,252632,218,5825,1479,1675,15050,14992,41,250000,0,58,261829,13358269,51.0190582403,HEAD
2012-02-03 07:30:00,headquarters,162415,77617,18563,2880,360,252558,223,5956,1508,1590,15050,15001,41,250000,0,49,261835,13368727,51.057830313,HEAD
2012-02-03 07:45:00,headquarters,161819,77944,18762,2968,367,252723,212,5720,1514,1691,15050,15009,41,250000,0,41,261860,13372852,51.0687084702,HEAD
2012-02-03 08:00:00,headquarters,161186,78266,19024,3014,385,252677,235,5753,1554,1656,15050,15022,41,250000,0,28,261875,13376850,51.0810501193,HEAD
2012-02-03 08:15:00,headquarters,160526,78578,19258,3076,394,252805,220,5724,1474,1609,15050,15015,41,250000,0,35,261832,13389281,51.1369160378,HEAD
2012-02-03 08:30:00,headquarters,159914,78909,19477,3146,412,252730,229,5804,1475,1620,15050,15022,41,250000,0,28,261858,13356973,51.008458783,HEAD
2012-02-03 08:45:00,headquarters,159266,79248,19701,3217,425,252706,209,5785,1509,1648,15050,15011,41,250000,0,39,261857,13363761,51.0345761236,HEAD
2012-02-03 09:00:00,headquarters,158654,79544,19975,3267,438,252685,221,5842,1455,1675,15050,15014,41,250000,0,36,261878,13383931,51.1075042577,HEAD
2012-02-03 09:15:00,headquarters,157965,79895,20215,3331,454,252803,226,5789,1414,1628,15050,15018,41,250000,0,32,261860,13358150,51.0125639655,HEAD
2012-02-03 09:30:00,headquarters,157356,80170,20439,3398,468,252696,203,5796,1516,1620,15050,15011,41,250000,0,39,261831,13366287,51.0492913368,HEAD
2012-02-03 09:45:00,headquarters,156735,80495,20674,3473,480,252683,225,5867,1442,1640,15050,15022,41,250000,0,28,261857,13376488,51.083178987,HEAD
2012-02-03 10:00:00,headquarters,156080,80837,20894,3545,492,252619,197,5893,1491,1648,15050,15021,41,250000,0,29,261848,13382419,51.1075853167,HEAD
2012-02-03 10:15:00,headquarters,155500,81151,21103,3628,504,252737,240,5785,1472,1652,15050,15024,41,250000,0,26,261886,13377156,51.0800730089,HEAD
2012-02-03 10:30:00,headquarters,154895,81427,21308,3705,513,252649,222,5848,1495,1634,15050,15012,41,250000,0,38,261848,13372787,51.0708006172,HEAD
2012-02-03 10:45:00,headquarters,154304,81735,21509,3775,526,252737,212,5819,1451,1630,15050,15013,41,250000,0,37,261849,13370324,51.0611993935,HEAD
2012-02-03 11:00:00,headquarters,153683,82016,21772,3832,548,252652,199,5876,1504,1620,15050,15012,41,250000,0,38,261851,13350978,50.9869276802,HEAD
2012-02-03 11:15:00,headquarters,153114,82275,22014,3895,564,252669,240,5871,1503,1579,15050,15011,41,250000,0,39,261862,13373439,51.070560066,HEAD
2012-02-03 11:30:00,headquarters,152527,82513,22256,3965,582,252567,242,5869,1475,1690,15050,15007,41,250000,0,43,261843,13382567,51.1091264613,HEAD
2012-02-03 11:45:00,headquarters,151903,82797,22504,4038,596,252622,194,5963,1449,1610,15050,14996,41,250000,0,54,261838,13384847,51.118810104,HEAD
2012-02-03 12:00:00,headquarters,151333,83073,22757,4090,611,252608,228,5941,1461,1626,15050,15011,41,250000,0,39,261864,13340720,50.9452234748,HEAD
2012-02-03 12:15:00,headquarters,150729,83326,23002,4172,625,252771,205,5823,1449,1606,15050,15019,41,250000,0,31,261854,13387532,51.1259404095,HEAD
2012-02-03 12:30:00,headquarters,150156,83561,23264,4252,640,252579,220,5869,1535,1670,15050,15022,41,250000,0,28,261873,13365322,51.0374189015,HEAD
2012-02-03 12:45:00,headquarters,149571,83842,23462,4333,656,252689,209,5843,1505,1618,15050,15023,41,250000,0,27,261864,13377232,51.0846546299,HEAD
2012-02-03 13:00:00,headquarters,148956,84145,23675,4424,673,252706,206,5873,1493,1595,15050,15024,41,250000,0,26,261873,13374948,51.0741771775,HEAD
2012-02-03 13:15:00,headquarters,148324,84460,23921,4498,687,252738,203,5830,1382,1737,15050,15016,41,250000,0,34,261890,13349911,50.9752606056,HEAD
2012-02-03 13:30:00,headquarters,147714,84732,24162,4575,708,252788,206,5766,1485,1646,15050,15016,41,250000,0,34,261891,13347297,50.9650847108,HEAD
2012-02-03 13:45:00,headquarters,147153,84950,24420,4650,724,252926,216,5709,1456,1590,15050,15012,41,250000,0,38,261897,13389850,51.1263970187,HEAD
2012-02-03 14:00:00,headquarters,146586,85193,24629,4733,740,252641,210,5875,1488,1667,15050,15018,41,250000,0,32,261881,13368916,51.0495835895,HEAD
2012-02-03 14:15:00,headquarters,145910,85537,24854,4808,753,252781,217,5777,1437,1650,15050,15019,41,250000,0,31,261862,13374568,51.0748714972,HEAD
2012-02-03 14:30:00,headquarters,145321,85763,25096,4896,776,252614,237,5817,1476,1708,15050,15013,41,250000,0,37,261852,13376362,51.08367322,HEAD
2012-02-03 14:45:00,headquarters,144750,85959,25345,4987,799,252793,218,5666,1509,1654,15050,15005,41,250000,0,45,261840,13369143,51.058444088,HEAD
2012-02-03 15:00:00,headquarters,144194,86167,25601,5053,819,252737,223,5784,1482,1608,15050,15009,41,250000,0,41,261834,13345110,50.9678269438,HEAD
2012-02-03 15:15:00,headquarters,143577,86439,25855,5145,833,252703,203,5820,1463,1660,15050,15009,41,250000,0,41,261849,13382053,51.1059923849,HEAD
2012-02-03 15:30:00,headquarters,142993,86682,26134,5216,849,252654,228,5876,1481,1635,15050,15009,41,250000,0,41,261874,13383778,51.1077006499,HEAD
2012-02-03 15:45:00,headquarters,142426,86889,26382,5300,871,252655,219,5867,1460,1667,15050,15016,41,250000,0,34,261868,13381525,51.100268074,HEAD
2012-02-03 16:00:00,headquarters,141885,87115,26613,5376,900,252714,226,5790,1511,1648,15050,15020,41,250000,0,30,261889,13371680,51.0585782526,HEAD
2012-02-03 16:15:00,headquarters,141331,87306,26865,5457,914,252561,225,5937,1489,1661,15050,15022,41,250000,0,28,261873,13373788,51.0697475494,HEAD
2012-02-03 16:30:00,headquarters,140748,87498,27125,5527,937,252696,211,5874,1459,1595,15050,15014,41,250000,0,36,261835,13389241,51.1361773636,HEAD
2012-02-03 16:45:00,headquarters,140192,87704,27353,5628,964,252694,222,5787,1501,1637,15050,15017,41,250000,0,33,261841,13378536,51.0941220053,HEAD
2012-02-03 17:00:00,headquarters,139682,87857,27611,5724,989,252738,203,5742,1507,1673,15050,15016,41,250000,0,34,261863,13372693,51.0675162203,HEAD
2012-02-03 17:15:00,headquarters,139175,88014,27857,5808,1010,252607,222,5906,1505,1624,15050,15015,41,250000,0,35,261864,13380527,51.0972374973,HEAD
2012-02-03 17:30:00,headquarters,138622,88227,28075,5895,1033,252713,196,5809,1547,1587,15050,15009,41,250000,0,41,261852,13378329,51.0911850969,HEAD
2012-02-03 17:45:00,headquarters,138104,88440,28291,5981,1053,252680,233,5795,1490,1671,15050,15018,41,250000,0,32,261869,13362958,51.0291710741,HEAD
2012-02-03 18:00:00,headquarters,134285,86632,27883,5937,1057,255589,205,0,0,0,0,8941,41,250000,8941,0,255794,6337983,24.7776843867,HEAD
2012-02-03 18:15:00,headquarters,133763,86803,28103,6027,1086,255568,214,0,0,0,0,8949,41,250000,8949,0,255782,6355812,24.848550719,HEAD
2012-02-03 18:30:00,headquarters,133220,86987,28340,6123,1099,255590,179,0,0,0,0,8946,41,250000,8946,0,255769,6351464,24.8328139845,HEAD
2012-02-03 18:45:00,headquarters,132715,87157,28574,6221,1120,255562,225,0,0,0,0,8938,41,250000,8938,0,255787,6345460,24.8075938183,HEAD
2012-02-03 19:00:00,headquarters,132156,87362,28802,6305,1146,255559,212,0,0,0,0,8937,41,250000,8937,0,255771,6351628,24.833261003,HEAD
2012-02-03 19:15:00,headquarters,131643,87527,29041,6396,1175,255592,190,0,0,0,0,8943,41,250000,8943,0,255782,6342285,24.7956658404,HEAD
2012-02-03 19:30:00,headquarters,131161,87711,29236,6499,1198,255616,189,0,0,0,0,8944,41,250000,8944,0,255805,6339978,24.7844178183,HEAD
